input,label
Please will someone at @user clarify what Osbourne said about oil and renewables energy?  #budget2015 #futureoftheplanet #SemST ,1
Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST ,1
@user @user  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST ,1
"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. #SemST ",1
@user Republicans don't care about the environment all together. They deny this fact. #SemST ,1
@user This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST ,1
On a scale of 1 to 10 the air quality in Whistler is a 35. #wildfires #BCwildfire #SemST ,1
"@user Good to see more global awareness, thanks. #SemST ",1
That moment when Canadians realised global warming doesn't equal a tropical vacation #BCwildfire #Canadaburns #SemST ,1
#Mission:#Climate @ home > Don't let heat escape from your house over a long period #Tip #EarthRightNow #SemST ,1
@user @user @user 2014 was hottest year on record. Looks like 2015 is going to break that record. #SemST ,1
Dhakal: There is no silver bullet for solutions - each city has to devise own local/specific responses to #CFCC15 #SemST ,1
"@user @user @user @user @user ""We are the last generation who can address this climate change #SemST ",1
Climate Change Deniers are Like Pre Historic Cave Dwellers: California Governor Jerry Brown #CSOTA #uspoli #cdnpoli #SemST ,1
@user @user @user @user U love CO2 so I can only understand your point of view.But u n I know the trigger of #SemST ,1
#Follow @user US leader in weather #riskmanagement . Helping the world's #economy adapt to climate change. #SemST ,1
Following the invitation only Climate Summit of the Americas online via twitter #CSOTA #Toronto #environment #COP21 #climate #SemST ,1
We are causing the ice masses of Earth to melt at an alarming rate. #SemST ,1
RT @user Thanks to everyone in Maine who contacted their legislators in support of #energyefficiency funding! #MEpoli #SemST ,1
grow food not lawns  Lawns are Ecocide in your yard. #Patriarchy is Ecocide of your own species #DominoEffect #SemST ,1
The extreme humidity and heat right now might kill me  and it's only 10a.m. #FloridaProblems #SemST ,1
"#Mission:#Climate on the road > Purchase a fuel-efficient, low-greenhouse gas vehicle (by @user #Tip #MissionAccept #SemST ",1
The #carbontrading in #Quebec has very ambitious GHG reduction target of 20% #nspoli #SemST ,1
#Mission:#Climate @ home > Purchase renewable power from your utility (by @user #Tip #ImpactIsReal #SemST ,1
@user @user Need hydro bill fix in ON so ppl won't use dirty alt fuels to heat homes. #foodorheat #onpoli #SemST ,1
