input,label
"screenwriter maureen tilyou, director martin duffy and an extremely competent cast handle the controversial aspects of the topic in an even-handed manner.",1
"like the original, this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit.",1
"an impressive work in many regards-- the acting, the photography, the pace-- but it would've been even more so had egoyan gone with his gut and been less indulgent of his brain.",1
nice balance between real emotions and cute movie moments with a hilarious love scene.,1
"egoyan's work often elegantly considers various levels of reality and uses shifting points of view, but here he has constructed a film so labyrinthine that it defeats his larger purpose.",1
astonishingly skillful and moving... it could become a historically significant work as well as a masterfully made one.,1
"[�s] directed the stage version of elling, and gets fine performances from his two leads who originated the characters on stage.",1
"mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera, the better to focus on the hero's odyssey from cowering poverty to courage and happiness.",1
"too loud, too long and too frantic by half, die another day suggests that the bond franchise has run into a creative wall that 007 cannot fly over, tunnel under or barrel through.",1
"wanders all over the map thematically and stylistically, and borrows heavily from lynch, jeunet, and von trier while failing to find a spark of its own.",1
"is truth stranger than fiction? in [creenwriter] charlie kaufman's world, truth and fiction are equally strange, and his for the taking.",1
"though in some ways similar to catherine breillat's fat girl, rain is the far superior film.",1
"hawke's film, a boring, pretentious waste of nearly two hours, doesn't tell you anything except that the chelsea hotel today is populated by whiny, pathetic, starving and untalented artistes.",1
""" argento splatters her colorful life on the screen like an adolescent's diary, trusting others to sort through the fascinating mess. """,1
"enigma is well-made, but it's just too dry and too placid.",1
not a bad way to spend a couple of hours.,1
a compelling motion picture that illustrates an american tragedy.,1
"with a romantic comedy plotline straight from the ages, this cinderella story doesn't have a single surprise up its sleeve. but it does somehow manage to get you under its spell.",1
about a boy will warm your heart without making you feel guilty about it.,1
"an efficient, exceedingly likable family film about orphans and sports that comes with equal doses of sentimentality, corny jokes and life lessons.",1
basically a static series of semi-improvised (and semi-coherent) raps between the stars.,1
all prints of this film should be sent to and buried on pluto.,1
we haven't seen such hilarity since say it isn't so !,1
"the people in dogtown and z-boys are so funny, aggressive and alive, you have to watch them because you can't wait to see what they do next.",1
"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public, to avoid being recognized as the man who bilked unsuspecting moviegoers.",1
the best thing i can say about this film is that i can't wait to see what the director does next.,1
two tedious acts light on great scares and a good surprise ending.,1
"like "" this is spinal tap "", only with more pathetic protagonists- and funnier !",1
"colorful and deceptively buoyant until it suddenly pulls the rug out from under you, burkinabe filmmaker dani kouyate's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory.",1
"it's not that waiting for happiness is a bad film, because it isn't. it's just incredibly dull.",1
"a distant, even sterile, yet compulsively watchable look at the sordid life of hogan's heroes star bob crane.",1
"visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality.",1
you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club.,1
"it picked me up, swung me around, and dropped me back in my seat with more emotional force than any other recent film.",1
what's so striking about jolie's performance is that she never lets her character become a caricature-- not even with that radioactive hair.,1
sort of an existential version of a seinfeld episode.,1
"this bold and cathartic drama deserves to be experienced by those who cherish intimate dramas about individuals struggling against all odds to practice love, compassion, and forgiveness.",1
"witty, charming, ultimately empathetic portrait of a once-upon-a-time industry titan.",1
devoid of any of the qualities that made the first film so special.,1
it's like going to a house party and watching the host defend himself against a frothing ex-girlfriend. you don't want to call the cops. you want to call domino's.,1
the imax version of disney's the lion king looks pretty good and sounds even better.,1
�an adorably whimsical comedy that deserves more than a passing twinkle.,1
"a sweet, tender sermon about a 12-year-old welsh boy more curious about god than girls, who learns that believing in something does matter.",1
"a heady, biting, be-bop ride through nighttime manhattan, a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego.",1
"... works within its own pensive and penetrating element. caustic and jaunty, gangster no. 1 is a cynical sideshow that dismisses the notion that crime does not always pay.",1
"even if the world doesn't see things the way [ichael moore] does, his questions are worth asking. � and bowling for columbine benefits from his iconoclastic zeal.",1
"no earth-shattering accomplishment, but an unusually smart movie that the whole family can go to without a single person getting bored or talked down to.",1
"may not be a breakthrough in filmmaking, but it is unwavering and arresting.",1
"try as you might to resist, if you've got a place in your heart for smokey robinson, this movie will worm its way there.",1
"the two leads, nearly perfect in their roles, bring a heart and reality that buoy the film, and at times, elevate it to a superior crime movie.",1
"like edward norton in american history x, ryan gosling (murder by numbers) delivers a magnetic performance.",1
the film has a terrific look and salma hayek has a feel for the character at all stages of her life.,1
"half of it is composed of snappy patter and pseudo-sophisticated cultural observations, while the remainder... would be more at home on a daytime television serial.",1
this idea has lost its originality... and neither star appears very excited at rehashing what was basically a one-joke picture.,1
"this isn't an original film, but it is an effective one.",1
the only excitement comes when the credits finally roll and you get to leave the theater.,1
jolie's performance vanishes somewhere between her hair and her lips.,1
"it's gruesome violence combined with tongue-in-cheek humor... fans of this genre will flock to fulltime killer, and they'll be blown away.",1
"armed with a game supporting cast, from the pitch-perfect forster to the always hilarious meara and levy, like mike shoots and scores, doing its namesake proud.",1
this slender plot feels especially thin stretched over the nearly 80-minute running time.,1
"there is one surefire way to get a nomination for a best-foreign-film oscar: make a movie about whimsical folk who learn a nonchallenging, life-affirming lesson while walking around a foreign city with stunning architecture.",1
"an entertaining, grimy view of the traps of machismo tucked inside a cop thriller.",1
"it's not life-affirming � its vulgar and mean, but i liked it.",1
"hoffman's unfettered performance beautifully captures wilson's sad, manic quality.",1
"rarely has skin looked as beautiful, desirable, even delectable, as it does in trouble every day.",1
"the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions, but the spell they cast isn't the least bit mesmerizing.",1
"a buoyant romantic comedy about friendship, love, and the truth that we're all in this together.",1
"no wonder they're talking about "" talk to her. "" it's astonishing.",1
"a well-done film of a self-reflexive, philosophical nature.",1
"anchored by friel and williams's exceptional performances, the film's power lies in its complexity. nothing is black and white.",1
"[t] has the feel of a summer popcorn movie. nothing too deep or substantial. explosions, jokes, and sexual innuendoes abound.",1
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle-- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,1
"the plot grows thin soon, and you find yourself praying for a quick resolution.",1
"sharp, lively, funny and ultimately sobering film.",1
the 50-something lovebirds are too immature and unappealing to care about.,1
this sort of cute and cloying material is far from zhang's forte and it shows.,1
"it may not be art, but it's vastly more entertaining than anything coppola senior has done in far too long.",1
it's hard not to feel you've just watched a feature-length video game with some really heavy back story.,1
one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called 'comedy' and not laugh once.,1
"like any warhol/morrissey relic, arnon goldfinger's the komediant rediscovers chapters in new york's cultural past.",1
"as directed by dani kouyate of burkina faso, sia lacks visual flair. but kouyate elicits strong performances from his cast, and he delivers a powerful commentary on how governments lie, no matter who runs them.",1
"there are a few laughs and clever sight gags scattered about, but not enough to make this anything more than another big-budget bust.",1
"it's the best film of the year so far, the benchmark against which all other best picture contenders should be measured.",1
"chaotic, self-indulgent and remarkably ugly to look at, it's... like a series of pretentiously awful student films strung together into one feature-length horror.",1
you have no affinity for most of the characters. nothing about them is attractive. what they see in each other also is difficult to fathom.,1
"the most memorable moment was when green threw medical equipment at a window; not because it was particularly funny, but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration.",1
secretary is not a movie about fetishism. it is a movie about passion.,1
"director dan verete uses his camera as the metaphoric needle, and his cast in each segment as his thread, to form a sweeping tapestry of mis-explanation and contention.",1
"a romantic comedy, yes, but one with characters who think and talk about their goals, and are working on hard decisions.",1
"bernal... gives an ambiguous performance; he's a lightweight actor, but that's a positive quality when portraying a man on whom nothing leaves a permanent mark.",1
i haven't seen such self-amused trash since freddy got fingered.,1
montias... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky-- but not stereotyped-- street characters.,1
"not a bad choice here, assuming that... the air-conditioning in the theater is working properly.",1
overall tomfoolery like this is a matter of taste.,1
"it desperately wants to be a wacky, screwball comedy, but the most screwy thing here is how so many talented people were convinced to waste their time.",1
"ultimately, it ponders the reasons we need stories so much.",1
"its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation, which is way too stagy.",1
"if you're as happy listening to movies as you are watching them, and the slow parade of human frailty fascinates you, then you're at the right film.",1
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for.,1
"who needs mind-bending drugs when they can see this, the final part of the 'qatsi' trilogy, directed by godfrey reggio, with music by philip glass?",1
"some body is a shaky, uncertain film that nevertheless touches a few raw nerves.",1
the major problem with windtalkers is that the bulk of the movie centers on the wrong character.,1
"short and sweet, but also more than anything else slight� tadpole pulls back from the consequences of its own actions and revelations.",1
tsai may be ploughing the same furrow once too often.,1
"if we don't demand a standard of quality for the art that we choose, we deserve the trash that we get.",1
"its salient points are simultaneously buried, drowned and smothered in the excesses of writer-director roger avary.",1
"the humor isn't as sharp, the effects not as innovative, nor the story as imaginative as in the original. but it could have been worse.",1
i cry for i spy-- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind.,1
"suggests puns about ingredients and soup and somebody being off their noodle, but let's just say the ingredients don't quite add up to a meal.",1
"as i settled into my world war ii memories, i found myself strangely moved by even the corniest and most hackneyed contrivances.",1
hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue.,1
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate.,1
"it's a pleasurable revelation to see foster feel out a role, both emotively and physically, with the well-marshaled gusto that she does here.",1
"it will come as no surprise that the movie isn't scary. but here's the real damn: it isn't funny, either.",1
"at some point, all this visual trickery stops being clever and devolves into flashy, vaguely silly overkill.",1
"parker updates the setting in an attempt to make the film relevant today, without fully understanding what it was that made the story relevant in the first place.",1
the story really has no place to go since simone is not real�she can't provide any conflict.,1
"zhuangzhuang creates delicate balance of style, text, and subtext that's so simple and precise that anything discordant would topple the balance, but against all odds, nothing does.",1
"spider-man is about growing strange hairs, getting a more mature body, and finding it necessary to hide new secretions from the parental units.",1
"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material, but they're treading water at best in this forgettable effort.",1
"a succinct, intelligent and scintillating slice of cultural history.",1
"its message has merit and, in the hands of a brutally honest individual like prophet jack, might have made a point or two regarding life.",1
robert harmon's less-is-more approach delivers real bump-in-the-night chills-- his greatest triumph is keeping the creepy crawlies hidden in the film's thick shadows.,1
"was i scared? only at the prospect of beck's next project. let's see, a haunted house, a haunted ship, what's next... ghost blimp?",1
"a haunting, rich film... [raser] and caine blend beautifully with their sweet-and-sour mix of acting.",1
it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo.,1
"the noble tradition of men in drag hits an all-time low in sorority boys, whose makers apparently believe that women's clothing can cover up any deficiency in acting, writing or direction.",1
don't let the subtitles fool you; the movie only proves that hollywood no longer has a monopoly on mindless action.,1
"it's like a "" big chill "" reunion of the baader-meinhof gang, only these guys are more harmless pranksters than political activists.",1
"the story has its redundancies, and the young actors, not very experienced, are sometimes inexpressive.",1
"harvard man is a semi-throwback, a reminiscence without nostalgia or sentimentality.",1
curling may be a unique sport but men with brooms is distinctly ordinary.,1
completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse... a soulless hunk of exploitative garbage.,1
""" the tuxedo "" should have been the vehicle for chan that "" the mask "" was for jim carrey. alas, it's the man that makes the clothes.",1
"charlotte sometimes is a brilliant movie. it is about irrational, unexplainable life and it seems so real because it does not attempt to filter out the complexity.",1
sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments.,1
"the movie, despite its rough edges and a tendency to sag in certain places, is wry and engrossing.",1
i can't say this enough: this movie is about an adult male dressed in pink jammies.,1
it is compelling to be exposed to a film as bluntly honest and yet as paradoxically ordinary as last orders.,1
it is a timely film and a transporting one.,1
"a film of empty, fetishistic violence in which murder is casual and fun.",1
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera, this oscar-nominated documentary takes you there.",1
"watching possession is a movie experience not much deeper than you'd get on your couch watching masterpiece theater or mystery !-- pleasant enough, but oh so soft.",1
... little more than a well-acted television melodrama shot for the big screen.,1
underachieves only in not taking the shakespeare parallels quite far enough.,1
"no number of fantastic sets, extras, costumes and spectacular locales can disguise the emptiness at the center of the story.",1
"it comes off as so silly that you wouldn't be surprised if ba, murdock and rest of the a-team were seen giving chase in a black and red van.",1
visually exciting sci-fi film which suffers from a lackluster screenplay.,1
a waste of fearless purity in the acting craft.,1
there are now two signs that m. night shyamalan's debut feature sucked up all he has to give to the mystic genres of cinema: unbreakable and signs.,1
"[rumline] is entertaining for what it does, and admirable for what it doesn't do.",1
"bartleby is a one-joke movie, and a bad joke at that.",1
"with a story inspired by the tumultuous surroundings of los angeles, where feelings of marginalization loom for every dreamer with a burst bubble, the dogwalker has a few characters and ideas, but it never manages to put them on the same path.",1
what was once original has been co-opted so frequently that it now seems pedestrian.,1
"uplifting as only a document of the worst possibilities of mankind can be, and among the best films of the year.",1
the tone shifts abruptly from tense to celebratory to soppy.,1
vividly conveys the shadow side of the 30-year friendship between two english women.,1
"with virtually no interesting elements for an audience to focus on, chelsea walls is a triple-espresso endurance challenge.",1
"jacquot's rendering of puccini's tale of devotion and double-cross is more than just a filmed opera. in his first stab at the form, jacquot takes a slightly anarchic approach that works only sporadically.",1
this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,1
"it just goes to show, an intelligent person isn't necessarily an admirable storyteller.",1
"the film makes strong arguments regarding the social status of america's indigenous people, but really only exists to try to eke out an emotional tug of the heart, one which it fails to get.",1
maudlin and melodramatic we expected. boring we didn't.,1
