input,label
I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony ,1
Should I buy these? And become a full time hipster? Lol! #NOT..... ,1
Pretty Shitty day I'm gonna be soaked and full of mud and clay #iliketogetdirty #notreally #sarcasm ,1
Love waking up to no heat in my apartment #not #socold ,1
"My dad's still gonna get me santa's gifts since it's my last year before 18, but I really don't know what to ask for... #irony ",1
Driving into town on very well cleaned country road I see a tow truck veer off too far to shoulder & get sucked into ditch. #Irony ,1
My son gave me a cold......again!!! Yay! #sarcasm #NotExcitedAboutThisShitAtAll ,1
My favorite thing is waking up at 4 and driving 20 minutes in the snow just to see this bitch ass #Not #PaneraProTeam ,1
I love it when people try to tell me that Oakland is so much easier than other schools 😡 #not ,1
Re: prison book ban - Of course Grayling is also trying to ban Judicial Reviews #irony ,1
Incidentally the foreword for movie #BhopalAPrayerForRain is by Subroto Roy Sahara - saying - justice delayed is justice denied. #Irony ,1
"Since the tribunal was established 14 years ago, no complaint against the intelligence services has ever been upheld. #trustthesystem #not ",1
"I like to think of myself as a broken down Justin Bieber - my philosophy professor, everyone. #sarcasm ",1
Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony ,1
08:01am on the dot and the buzzer rings #helloworld #not #sleepy #tired #nothanks ,1
"@user @user Yet no ""dog in the manger"" that actually makes it a dog in a manger story #Irony ",1
I wonder what triggered the anxiety? #sarcasm ,1
"@user Even though @user got more ex-wives than @user majors, I'm happy for that washed-up mess... #Not!! #Blocked ",1
Nothing says nature like the relentless sound of AM commuter traffic #fthunter #AMdogfun #not@allpeaceful ,1
"Have you ever seen the like?? 'Republican move' that will 'effectively rob the royal family', Kate's 32k meal #irony ",1
"My coach is so supportive. ""tighten your belt, pick up the weight and just do it."" #sarcasm #ithinkhehatesmesomedays #itsmostlylove ",1
How can u miss something u never had?||#randomthoughts #miss #irony |http://t.co/G5jLy9IKqn ,1
Being a light sleeper is the best. #not ,1
#birthcontrol #lol #wtf #whatisbirthcontrol @user great commercial #sarcasm ,1
When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not ,1
Really loves dentist appointments. #sarcasm ,1
13 voice mails at work is always lovely #not ,1
@user returning my brand new ps4 thanks to your faulty security. #goodjob #not ,1
"tried to export an azure vm, well that went ok #sarcasm #vmcorrupt #thankyoumicrosoft #startalloveragain ",1
Pretty excited about how you gave up on me. File Under: #sarcasm ,1
Girls won't answer their phone when I'm calling them bc they think I'm calling them in early but I'm actually calling to cut them #irony ,1
Did you know iOS 8 features custom keyboards? #sarcasm ,1
What a great Christmas. 😅 #not ,1
@user hold on a minute. Are you saying All blonde white women look the same?? #sarcasm ,1
"Gun nut yells at cops conducting DUI checkpoint, later hit by drunk driver on way home #irony #karma ",1
Reunited with my pump this morning. #yay #not 😣 ,1
Well this is great.. #sarcasm|Illinois Passes Bill That Makes It Illegal To Record The Police ,1
What a golden morning. 😒 #not ,1
#obama @user announce special urgent package for #Pakistan .. supported by @user to enhance their fight against obscurantists. #NOT ,1
"Thanks for the dick pic, really, thanks. #Sarcasm ",1
"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb ",1
"how is it possible that somebody so interesting is also so, so, so boring? #irony #what ",1
"Decided I'd go to bed ""early"" for once. I've been laying here since 2 am. Yet the total amount of sleep I've had all week is 10 hrs. #irony ",1
That moment when the ad plays flawlessly but the video keeps buffering #irony #YouTube @user ,1
Amar Singh gives A+ rating to the Modi govt but Arun #Shourie says more is said than done in present govt #Irony #Politics ,1
Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not ,1
Gotta love a Romanian playing an improvised version of jingle bells in a minor key. Really sets the festive mood. #not ,1
@user that bump off the apron looked like it hurt.. was that padding u landed on? #sarcasm ,1
Look good feel good! #not #TeamNoSleep #cantopeneyes ,1
@user hahaha yeah I think so too cause you know how she loves her with all her heart 😂😂😂.... #NOT 🔫. ,1
@user so apparently twitter is free... so why is my data being depleted using twitter? #not impressed ,1
"@user Been friendzoned too many times in my life, the perks of being the good guy #Sarcasm #Lifeall my life this has happened ",1
Aaaaaand now I've found out that Chrome slows down downloads when the screen saver activates. Just makes me love it more #sarcasm ,1
"Zuma reads the quote ""People are not fighting for ideas, they fight for material benefits. To live in peace."" #Irony #YCLNationalCongress ",1
Set my alarm for PM not AM...guess you could say I've got my life together #not sorry @user #Pearlburg mom and Jesus ,1
"@user kids don't need schools! Schools just turn them into gay atheists, gaytheists, if you will. #sarcasm ",1
The song was 'don't cry for me Argentina' #irony ,1
Yay jury duty 😒 #sarcasm ,1
Oh I just love when I wake up with a migraine 😒 #not #needmeds ,1
"Laborers in the San Joaquin Valley, one of the most productive farming regions in the world, suffer from food insecurity. #irony #poverty ",1
K. Michelle said Lil Kim is Plastic but 65% of her body is fake and silicone. Kim went Plat on PayPal but K has never SEEN platinum. #Irony ,1
"Lots of people tweeting pictures from their cars of their snowy commutes to work, whilst saying ""stay safe"" Oh, the #irony! ",1
@user great story about the student trying to get the teacher fired!!#sarcasm#moron#storywasstupid ,1
"While we applauded ourselves on getting to the Moon, Carl Sagan spoke a truth we all denied.|#irony ",1
Horray to working all weekend! #sarcasm #ohwell 💰💰👍😏 ,1
".@ChrisBrett2 @user @user @user I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not ",1
@user that's some bullshit that's a complete rip off for those items. And I bet some of u idiots really that's a good sale. #NOT ,1
Best Christmas Eve news: I have a half sister. 😂👍 #sarcasm #thanksdad ,1
Happy Birthday to me! #imgettinold #not #ionlygetbetter ROLL TIDE! ,1
"Isn't this blaming the victim? #sarcasm RT @user Every year, 600K college students are injured while drunk. ",1
"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm ",1
Watching VT and Cincy - qb for VT with (GODS) down left arm (GIFT) down right arm. - #irony #howmanygods #punctuationmatters ,1
"'Liberated' Iraq -- 2014 One of Bloodiest Years with More than 36,000 Victims: Thank you, Western liberators #sarcasm ",1
i literally love when someone throw me in at the deep end #irony #tough #life ,1
Loving how dominant the SEC is #Pause ..... #Not ,1
Laptop speakers are too quiet for music & simply too loud for porn 😒 !#Irony ,1
Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ? ,1
@user thanks I thought it was tomorrow #not #iknow #notthepoint ,1
Hearing gun shots when I first wake up makes me feel like I'm in Compton. What a wonderful way to wake up. ❤ #sarcasm #imscared ,1
So I'm the school nurse today. And I have a fever. #irony ,1
The thirstiest of thirst buckets calling other people thirsty 😒 #irony ,1
"BM ""gives me"" from 3 pm to 8 pm with my son today, that's fair huh? #NOT! ",1
@user @user @user @user @user Christian Europe translated Islamic manuscripts #Irony ,1
Yay for Fire Alarms at 3AM #not ,1
Most of us didn't focus in the #ADHD lecture. |.|#irony ,1
