input,label
When is the Sun closest to the Earth?,1
How much caffeine is in a 16 oz cup of coffee?,1
How much caffeine is in a 16 oz cup of coffee?,1
What year did the Titanic start on its journey?,1
How many states have a lottery?,1
How long does a dog sleep?,1
How long does it take to travel from Tokyo to Niigata?,1
When was the slinky invented?,1
How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968?,1
How many meters are in a mile?,1
How many meters are in a mile?,1
How much Coca Cola is drunk in one day in the world?,1
What is the world 's population?,1
How many liters in a gallon?,1
What is the current population for these countries,1
How many Admirals are there in the U.S. Navy?,1
How many children under 18 are victims of some sort of Physical Abuse each year?,1
How old is singer Freedy Johnston?,1
When is Bastille Day?,1
How many more weeks of winter are there if a ground hog sees his shadow?,1
How many times larger than life size is the Statue of Liberty?,1
How long is the Columbia River in miles?,1
How many Americans have HIV?,1
How long does it take for your blood to make one complete trip through the body?,1
How long does it take for your blood to make one complete trip through the body?,1
How tall is the giraffe?,1
What year did the NFL go on strike?,1
When was the Brandenburg Gate in Berlin built?,1
How much did Manchester United spend on players in 1993?,1
How much folic acid should an expectant mother get daily?,1
How old was Sir Edmund Hillary when he climbed Mt. Everest?,1
When was the Big Thompson flood?,1
What does a teaspoon of matter weigh in a black hole?,1
How far is Yaroslavl from Moscow?,1
When was Abraham Lincoln born?,1
How many referees work a soccer game?,1
When is the Tulip Festival in Michigan?,1
What was the number of people that Randy Steven Craft was convicted of killing?,1
What is the conversion rate between dollars and pounds?,1
How much do drugs to treat tuberculosis cost?,1
How many websites are there in the world?,1
"What day is August 13, 1971?",1
How many thousands of students attend the University of Massachusetts?,1
How many Marx Brothers were there?,1
How many colors are there in a rainbow?,1
How many years old is Benny Carter?,1
What is the temperature today?,1
What 's men 's par on a 455-yard golf hole?,1
How many penny-farthings are there on a Trivial Pursuit game board?,1
What is the current ticket fare from from Cairo to Barbados?,1
How many stars are there on the Soviet Union 's flag?,1
What was the date of CNN 's first broadcast?,1
How tall is Prince Charles?,1
When was the first practical commercial typewriter marketed?,1
What day is known as the `` national day of prayer ''?,1
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize?,1
How long does cocaine stay in your system?,1
When was the Congress of Vienna?,1
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara?,1
How many people were executed for Abraham Lincoln 's assassination?,1
What was the average life expectancy during the Stone Age?,1
What does an average daycare provider get paid in New England?,1
What does an average daycare provider get paid in New England?,1
How many people watch network television?,1
How many wings does a flea have?,1
How many American soldiers have died for their country to date?,1
How many feet long is a baseball pitcher 's rubber?,1
What year was the NAACP founded?,1
What was the minimum wage in 1991?,1
What is the frequency of VHF?,1
What is the frequency of VHF?,1
How tall is the replica of the Matterhorn at Disneyland?,1
How many watts make a kilowatt?,1
What century 's the setting for TV 's The Adventures of Robin Hood?,1
How many Americans fought for the British in the American Revolution?,1
How many home runs did Lou Gehrig have during his career?,1
When did Mount St. Helen last have a major eruption?,1
How big is Australia?,1
When was the telephone invented?,1
What was Joe Namath 's first contract worth?,1
When does the average teenager first have intercourse?,1
How many colors are there in the spectrum?,1
When did Iraqi troops invade Kuwait?,1
What year did the Andy Griffith show begin?,1
How long was the longest hiccup attack?,1
What is the distance in miles from the earth to the sun?,1
What is the first day of the week?,1
How long does it take the moon to revolve around the Earth?,1
What is the chemical reactivity of neon?,1
When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities?,1
How many words are there in the Spanish language?,1
What month 's third weekend is the Monterey Jazz Festival held on?,1
"What are the shoe sizes of O 'Neal, Jordan, and Mutombo, the NBA players?",1
What is the estimated total U.S. whitetail deer population?,1
Where does the U.S. rank among world countries in area?,1
When was the first flush toilet invented?,1
What is the price for AAA 's liability auto insurance?,1
What year was the Mona Lisa painted?,1
When did the Jurassic Period end?,1
How big is the largest diamond?,1
How many types of dogs ' tails are there-three,1
