input,label
Hillary Clinton Accomplishment of the Day: extended full military health benefits to reservists and National Guard members. #SemST ,1
@user Many of us r near ruin! #SaveTheMiddleClass #PresidentHillaryClinton #StopOutSourcing #SemST ,1
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt #SemST ",1
when i get married to my partner i want @user to be my maid of honor!  #govote #girlpower #lovewins #SemST ,1
"I stand with @user I know she is for women, poor,children, middle class and GUN CONTROL. #SemST ",1
"It's time that we move from good words to good works, from sound bites to sound solutions.--@HillaryClinton #ReadyForHillary #SemST ",1
@user made me proud today!  Nothing like reinforcing what I already knew!  #SemST ,1
Proud of @user for supporting stronger gun control measures. #ReadyForHillary #SemST ,1
My whole day is revolving around @user 's interview with @user on @user and I'm okay with that! #SemST ,1
"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish. #SemST ",1
@user @user hope to see her in NC soon #SemST ,1
"@user Your committee has NOTHING!, 4 other committees found NOTHING! UR wasting our money on a witch hunt. #HillaryClinton #SemST ",1
@user because clearly @user is a champion for us all. #SemST ,1
Jeb Bush says Americans should work longer hours. I'll do just that... TO ELECT HILLARY CLINTON! #SemST ,1
@user the @user speaks of women in leadership roles bringing about a more compassionate world. #potus #SemST ,1
@user Didn't realize I was in a Republican echo chamber of faux scandals! Ask Gowdy to #Releasethetranscript  #ITrustHillary #SemST ,1
@user great job on @user interview today.  Fuck stupid MSM. Go #SemST ,1
"@user is plain amazing, humble, smart and confident! Let's get it Mrs. President! #HillaryClinton #SemST ",1
Enjoyed @user article on feminism + @user are building campaign that engages ppl through an intersectional lens #SemST ,1
"Wait...... you said ""BILL COSBY?""  Oh, I'm sorry, I thought you said ""BILL CLINTON!""  #uniteblue #ReadyForHillary #SemST ",1
President Jimmy Carter:  There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her #SemST ,1
Do you Progressives know how dangerously close you are to suppressing free speech? Stop it.   #inners  #readyforhillary #SemST ,1
@user #GoKatie Ted you're not going to be President! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG  #SemST ,1
@user @user  Sheets Clinton Ya got to love it #HillaryonCNN #HillaryClinton #SemST ,1
Join the Hillary team now and come to the Jefferson County phone bank tomorrow from 6-8 at Bliss Studio in Fairfield! #SemST ,1
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism #SemST ,1
@user Hillary is a Directioner! This is awesome! :-) They need to sing at your Inauguration! #SemST ,1
Have full faith in @user campaign. #strategy #politics #SemST ,1
.@HillaryClinton Looking 4ward 2 hearing your Economic Agenda on Monday July13. WOW a candidate talking Specifics & not Rhetoric! #SemST ,1
"@user won't happen again. Hillary's coattails will help all democrats. Take back senate, Keep WH! Make history again! #SemST ",1
"Amazing, inspiring speech&question session in Iowa City from @user .Her answers on education&health care were clear. #SemST ",1
"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O. #SemST ",0
@user Hillary chooses Brianna Keilar for her first interview. What can we expect? #SemST ,0
So @user received a Subpoena to Testify & She ignored it! Is Hillary above The Law Now?  #SemST ,0
ROFLMAO! 2012 @user couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016 #SemST ,0
@user I want to fav this tweet....cause it's hilarious. But I give no support to #HillaryClinton #SemST ,0
"The federal government did not create the states, the states created the federal government. Ronald Reagan #Federalism #SemST ",0
This is the 3rd time in U.S. that Republicans has a vacuum of presidential leadership. #SemST ,0
"@user @user I'm on team ""Anyone other than Hillary #SemST ",0
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her. #SemST ",0
@user   Let's hope her campaign unravels before Dec.  We can't have this liar as next President.  #SemST ,0
@user Hillary chooses Brianna Keilar for her first interview. What can we expect? Disgusting slobbering over her. #SemST ,0
"@user  If @user finds evidence, he will expose #HRC as the horrible candidate she is.  #SemST ",0
I'm going to miss the 5pm interview so I'm depending on you all to live tweet it. Haha #SemST ,0
@user Hardly a hard-hitting interview like with GOP candidates. Did CNN preclear its questions with her campaign in advance?? #SemST ,0
GOP Busted Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press  #SemST ,0
