input,label
"Among those are some who are still called priests while they should be called genocide perpetrators. Those are MUNYESHYAKA Wenceslas (famous for killings at Saint Family - Kigali), RUKUNDO Emmanuel, NDAGIJIMANA Joseph from KABGAYI and NYANDWI Athanase (This is a Burundian well known for killings in Kaduha). The issue of genocide perpetrators such as RUKUNDO Emmanuel, NDAGIJIMANA Joseph from KABGAYI was known based on invitation that was distributed in May 2016 and were publicized on 25 May 2016",1
"the shebab and other militia groups have tried to exploit the power vacuum in somalia , which has had no effective central authority since plunging into war 21 years ago when president mohamed siad barre was toppled .",1
"however , conflict between rival mujahideen factions soon broke out again .",1
"A suspect of the France attack has been arrested. In connection to the attack in Normandy, the French police have detained a suspect. Two others who took part in the attack...",1
"There are a few racial conflicts of recent times. Aluthgama conflict of 2014, Gintota incident in November 2017, an incident in a hotel at Ampara on 27[th] February 2018, Tedeniya incident in the past two days. Main cause in the Kandy Teldeniya incident was attacking a driver by a group and murdering him",1
"on february 20 , an indonesian soldier was killed and seven others wounded when gunfire broke out between guerrillas of the free aceh movement-gam ( gerakan aceh merdeka ) and indonesian forces along aceh 's west coast -- just as the un-affiliated international organization for migration was hauling goods and supplies to survivors .",1
A walk from Kandy to Colombo as a protest to Ranil,1
"the peace committee in mutur was formed in 2001 , composed of one key individual from each of 13 educational zones in the division , in an effort to reduce ethnic clashes and racial disharmony between tamils and muslims .",1
"we will try to motivate the people to move , "" said chaudhry abdul qayyum , a provincial additional commissioner , two days after police used canes to disperse demonstrators protesting against plans to shut down their camp .",1
"even so , the fall of gaddafi was not alone responsible for the current revolt .",1
"harald braun ( germany ) , aligning his delegation with the european union , said that over the past years , targeted violence against women and girls , frequently committed in front of family members , was used as a tactic of war to terrorize local populations and break down community structures .",1
"""Eritrea is an authoritarian State",1
"she had just enough time to grab her two-year-old and run into the bush , before militants overran the town , massacring hundreds .",1
"RT @HORARWANDA: On April 10th, 1994, about 10,000 Tutsis died in Ruhuha Parish and its vicinity..",1
"In related news,in the town of Ambo Oromia zone the people gathered to celebrate Eriecha festive started to demonstrate against the regime. In its response , the security was disturbing the town by firing guns and added as many armed forces to control the conflict by force, but the people of Holota,Adis Alem,and Ginchi blocked the roads by big rocks and didn't stop opposing against the regime.Even here, there were lots of death and wounded people, the report indicated",1
"In Canada, the armed people attacked a cemetery.",1
`Do not lift the State of Emergency ` requests the security forces - Kandy security is under the Army!,1
In the Tigray region of the north western Zone from peoples who are living in Laelay Adiyabo area of Adi Kelete: Mr.Tesfay Teklemariam and Mr. Yohannes Teferi had been tortured in detention by the regimes soldiers due to the accusation that says they have link with the opposition group DMTP (Demhit). In addition to this people who are living in this area are in big social problem because they are banned from using their agricultural land,1
"3. These killings happen after mass killings committed by this circle against other Congolese Tutsi refugees in MUDENDE and NKAMIRA camps in 1995 and 1996. 4. We cannot also forget extreme killings Paul Kagame and his circle committed against Rwandan Hutu who were in Kibeho camp in 1995, where over 80 innocent people were killed. 5. What all of this shows is that Paul Kagame is a heartless killer, without ethnic or religious group and doesn't care for people in danger",1
Agricultural and other office workers in south Omo and Hamer conducted an opposition peaceful demonstration against the occupying EPRDF regime,1
"khaw mhu , myanmar , may 29 ( reuters ) @-@ myanmar 's junta is evicting dozens of destitute families from one of its own cyclone refugee centres , giving each one just four bamboo poles , a tarpaulin and an unlikely promise of a monthly ration of rice .",1
"Mali: attack in hotel has left three persons dead; The attack in the capital city of Mali, in Bakimo Randon Hotel has left three dead and hostages...",1
RT @RadiyoyacuVOA: Rwanda: Kiziba refugees say that they were under fire when they fled from the Transit Centre,1
"the olf has pursued armed opposition since leaving the coalition government in 1993 , and has been blamed for insecurity on the roads in eastern haraghe , now vital for transportation of relief supplies into the ogaden region .",1
"Victims of the wanted human trafficker say that the arrested one is not him 10 June 2016, Washington, DC. Italian and English authorities said that when they arrested a human trafficker they were under pressure. When victims of the human trafficker said that the arrested was not him but rather an innocent refugee, Italian and English police were criticized. The person who participated in the mission said that the time has not come for England's National Crime Agency to answer the questions pertaining to this incident. ""The National Crime Agency is confident of the way it gathers information,"" was the response. Many Eritreans are expressing their support for the 27-year-old Medhanie Tesfamariam who was taken from the streets of Khartoum and extradited to Italy. They said that Medhanie Tesfamariam is an innocent refugee who didn't participate in human trafficking. ""I know Medhanie Yehdego Mered, I know him very well. This is not him,'' says Eritrean student Ambes Yemane, who was trafficked by Medhanie Yehdego Mered to Italy in December 2013. Ambes recalls that before going into the sea they were contained in a very small and messy place and that they were treated like cattle rather than humans. ""The way they treat you is very bad. Medhanie himself had threatened me. He used to threaten us with a gun. But the photo I have seen from the Italian police is not Medhanie."" Another client of Medhanie Yehdego, who didn't want his name to be mentioned since he believes Medhanie Yehdego is still working freely in Khartoum and could put his relatives there in danger, said, ""The man arrested by Italian police is not the one who trafficked me. I know Medhanie Yehdego very well. I have known him since 2011. Therefore, I can identify him easily. The one arrested is not the human trafficker,'' he said. ""He is very dangerous and has power; I have relatives in Sudan, and if he knows I am saying this he could take revenge on them.'' According to the information gathered from victims of the trafficker, the man called Medhanie Yehdego Mered, 35, who is a human trafficker in Sudan and is said to have been arrested on Wednesday and taken to Italy, is still living in Sudan as he was previously. Who is Medhanie Yehdego Mered? Nicknamed ""The General,"" Medhanie Yehdego Mered is carrying out a multi-billion-dollar human-trafficking business. This 35-year-old Eritrean became known to the world after a boat capsized, killing all 359 refugees just by Lampedusa Island, near Italy, in late 2013. Canadian Kathrin Duhay, an attorney with regard to illegal human trafficking money, said that Medhanie could be the leader of a network of human traffickers in Africa and Europe. She explained in an interview with BBC that, ""He has become strong because he has a lot of money and controls a lot of people."" ""As a coordinator, the money he mobilizes is understood to be in the billions."" An Italian journalist called Couriere Della Siera explains that Medhanie Yehdego has been heard boasting that he has connections with Libyan leaders in Tripoli and that he has some workers in Italy as well. Medhanie had been living in Italy, and when he tried to open a bank account in Dubai, he attracted the focus of criminal investigation agencies. Later he moved to Libya, where many African refugees were passing through to take the risky journey to cross to Europe; and then to Sudan, where he was arrested and imprisoned. Kathrin Duhay: ""If we can talk about human trafficking from Libya and other parts of Africa by the Mediterranean Sea, he must have connections with Daesh as well."" Medhanie Yehdego Mered has not responded to these allegations",1
"in the north-eastern city of gao the situation grew more desperate as reports of rape , widespread looting and restrictions of movement emerged under a motley crew of rebels and criminal groups .",1
"while officials reported 10 casualties and 34 arrests , including some loyalist troops , the identities of the assailants remain unknown .",1
"the group ’ s trend of targeting victims due to their religious orientation will likely continue in 2015 , particularly if the kenyan government continues to adopt a counterterrorism policy which is itself discriminatory toward the country ’ s ethnic muslim population .",1
"Consequently, approximately 25 Ethiopians were transferred on Tahsas 22 and 23, 2008 E.C. from Kenya to the Ethiopian government via Moyale, Oromo nationals from Nairobi have reported. Moreover, members of the Oromo community stated that there is concern that about 41 citizens who are in Kenyan police custody could also be handed over by the Kenyan government to the Ethiopian government",1
France: Chases Paris attack suspects: One of the suicide attack terrorists on last Friday had a Syrian passport and in Greece last month... ...,1
"The United States has called on the ruling EPRDF regime to release from detention the innocent journalists and others. According the information, the United States called on the ruling EPRDF regime to release the innocent journalists and other writers it is holding in jail under various false excuses for exercising their constitutional right of expressing their opinion freely and writing, defaming them In a statement it issued on Tahsas 21, 2008 E.C., through the spokesperson of the National Security Council, Ned Price, the US government expressed grave concern over the recent arrest of journalists by the ruling EPRDF regime. Finally, the information indicated that the US called on Ethiopia to withdraw the anti-terrorism proclamation, to avoid using it for suppressing the voice of peaceful struggle, protest, criticism and ideas",1
post-electoral protest actions related to the results of mayoral elections continued this week in various municipalities .,1
The government says 5 who were out in opposition and 4 police died in Oromia. But the opposition say between 30-40,1
"the united states embassy has issued a travel warning to its citizens in sri lanka "" to act with caution when traveling or working in the eastern region of the country because of on-going violence , including politically motivated assassinations in that area . """,1
"on 8 december , unidentified gunmen attacked the money changers ' market in north mogadishu and stole an unknown amount of money .",1
"The justice-seeking Eritreans drove long hours to get to New York, and some of them also flew between 5-6 hours to get there. They had to be out on their feet and deal with cold and rainy weather to get their message across. Their commitment to bring to light the victims of imprisonment, torture and killings by the criminal autocratic regime deserves great admiration",1
"To unload the adversity from their shoulder as all oppressed Ethiopian citizens our country's women, particularly the Tigray region women, join the 17 year army struggle and sacrifice their lives to assure and gain democratic rights,social justice, equality,peace and economic development of our country",1
The attack on UNP MPs in Hambantota,1
The Nigeria place of worship bombing incident caused 22 death and 35 injuries. East Turkistan Informatio,1
"France hunts Paris attack suspects: Among those who carried out suicide attacks in Paris last Friday, one had a Syrian passport and last month ... through Greece ...",1
"militia attacks continued , despite the president 's pledge on 19 june to maintain stability and security in the region by disarming militias .",1
"Earlier, in the Gambela region after a tragic attack against our citizen; many people are arguing by saying that its due to the regime's weakness all these attackers are crossing our country border and violate our sovereignty. Many sources explain that people could be exposed to different attacks from outside and inside if only the governing regime is careless, not supported by the society, and not able to protect its borders",1
Canada armed attacked a grave in Canada.,1
"Rashaida from the eastern Sudan stopped a truck near Shegerab carrying 70 Eritreans, who were moving from Wedi Sherifey to Shegerab with the collaboration of the UNHCR, and picked out 8 girls and 6 boys and kidnapped them",1
"Do not spread racism for political benefits... all parties involved in thuggery, please stop...",1
"Based on the information found from the spot, since the students of the University of Science and Technology in Adama supported the public protest in the Oromo state, and as they protest their hate over the ruling regime, EPRDF, on hunger strike this week, it shocked the higher officials of the regime as it was an unexpected and are confused on what actions to take over them.The dictatorial regime of EPRDF are killing innocent fellows by shooting, also are detaining and torturing thousands of innocent fellows and unless this illegal action stops the protesters will continue the hunger strike protest,, explains the information we received from the participant of the protest",1
"Unity is vital if the nationwide protest is to achieve the intended goal. The popular uprising in our country is gaining momentum from time to time. The protest has reached to this point because of the authoritarian regime in power which has been annihilating and imprisoning thousands of Ethiopians. The ruling party is still power because of the fragmentation of the protests. The public uprising has gained momentum and reached to the level beyond the control of EPRDF. If this protest is to succeed, opposition parties or individuals should narrow down their difference and form an alliance as the best way to seek solution to the political problems of the country. This view is expressed many parties",1
"so far , the ongoing carnage in iraq has not spilt into pakistan 's own sectarian divide , and followers of sistani say their spiritual leader would not support such a move .",1
"The information further indicates that protests were reported in Western Wollega Dembi Dolo and in Shashemene towns on October 04/2016. Though the actual number of protesters is not known, many civilians are reported dead",1
"5 protesters and 4 police have died in Oromia, says government. However, the opposition says 40 to 50.",1
Libya: Bomb blast kills 60 people in a truck.,1
