input,label
Relief for debted-customers affected by floods,1
"project outputs : to rehabilitate eight primary schools , including classrooms , teacher housing and bathroom facilities , to government standards .",1
"the pumping of contaminated water from the basement floor of unit 1 's turbine building into its main condenser is in progress , whereas at unit 2 that process has not begun because the steam condenser is full .",1
"A tweet by the Ministry of Local Government says: Following too much rain in the North and caused disaster, Nyabarongo valley is currently flooded. Kigali-Muhanga highway is blocked. The road from Muhanga to Ngororero is also blocked at Cyome point after landslide fell over it",1
"temporary toilets will also be provided , as will temporary shelter ( cadjan sheds @-@ cadjan being a roof covering made out of coconut leaf ) .",1
"chenzhou , a city of about 4 million in the central province of hunan , began its 11 th day without power on tuesday , with people lining up at fire hydrants with buckets to get water .",1
Adverse weather for Dickwella - Hiniduma,1
"Paulos is a 24-year-old Eritrean who started from Sudan, crossed Chad and entered Libya in April",1
the rehabilitation of the water supply systems was recommended through increasing the number of water taps ; installing taps in emergency and intensive care units ; gynaecology wards and improving and upgrading washing points for patients in hospitals and clinics .,1
"world vision has provided 91 toilets , 104 bathrooms , 15 drilled wells , 6 water tanks , 45 garbage containers and 1 drainage system , benefiting 22,864 internally displaced persons ( idp ) in aceh besar , lhoong , banda aceh , lamno , meulaboh and leupung .",1
"the rp calls for rebuilding the health care infrastructure on all levels : reconstructing hospitals and health centers in the towns and health posts in the rural areas , sanitation projects to provide more hygenic latrines and clean water supplies , and educational & vaccination campaigns .",1
"in faizabad and kunduz , in idp camps and host communities , who sponsored water and sanitation projects have provided safe water supply , latrines and bathhouses .",1
"1) Severe floods occurred in Chennai, India. Chennai, the capital of Tamil Nadu in southern India, has suffered from a serious flood disaster. For half a month it had rained, and the water had not drained. Starting from Monday (Nov 30th), the city had suffered a couple of rainy days again and a new ""water city"" was formed. Airports, railway stations and schools were closed, 60% of families lost power, and thousands of houses were blocked. Departments arranged for soldiers and defense forces to rescue the affected people in disaster areas",1
"meanwhile , icrc @/@ pmi engineers continued trucking clean water and installing water tanks and sanitation facilities , where they were most urgently needed .",1
"""We were talking about water supply; electric supply is even worse"". Residents of the city of Mekele starting from yesterday, Lekatit 7, including today, in the whole town of Mekele, electric power was interrupted and work and daily ...",1
"the projects include toilets for quarantined homes , fuel for an electricity generator that helps pump treated water into a reservoir for use in the township and at the ebola treatment centres , funds for a group of ebola survivors to help raise awareness of the virus and for a local radio station to produce programmes in local languages .",1
"“ where there is no provision of electricity , solar submersible pumps will be installed to provide clean drinking water to the people and the livestock , ” says the report .",1
"the earthquake , which was felt in neighbouring countries where it prompted similar tsunami alerts , caused windows to break in sumatra 's largest city medan and power outages across the island , including the devastated aceh region .",1
"I am in Taipei, and other than donating a small amount of money to Tzu Chi to support my fellow countrymen, I really couldn't do a whole lot. I could only say: Go fellow countrymen in Sichuan!! Go Chinese people on both sides of the Strait!! Let me share something I've learned with my friends and countrymen in the mainland, especially those in Sichuan",1
"Similar to the fact that a human hand is divided into the palm and the back of the hand, everything has two sides. It's normal to see the appearance of such opinions. Only smart people with clear vision can understand these. However, everything has a limit, which can neither be exceeded or fallen short of. It's really made people a bit angry to see the immediate distribution of 2008 earthquake pictures with this earthquake in Khotan. What might be the exact reason for the appearance of such a ""clear"" conclusion that is based on such vague facts mixed with personal feelings? This picture was taken during the 2008 earthquake in Keriye. You can check it through this web address, * Y0 V8 {4 n2 R2 \( y http://news.qq.com/a/20080327/002721.htm. It seemed that this is a special report prepared to show those generous helping hands and donated items that have made a huge ""help""; as if it was prepared to show their actual help through the media in order to refute those critics who have called them ""betrayers who didn't help."" It's normal to see such public denial, as well as public discouragement and compliance",1
""" itu will do its utmost to provide assistance to people in the disaster-affected areas by re-establishing telecommunication links which will be vital in the rescue and rehabilitation efforts in the days ahead . """,1
"Since ancient times, the Sichuan basin has ""had one third of the land"" in China. Regional advantages of Sichuan have a linkage to the surrounding provinces. Setbacks to the Sichuan economy and damages to Sichuan's road transportation will impact the GDP of surrounding regions",1
concerns about the spread of water-borne diseases are also growing as rain continues to pound the ethiopian highlands .,1
China's Wenchuan earthquake that occurred on May 12 pulled the heart strings of the Pakistani government and the people. The government of Pakistan made several donations of money and material to help the affected areas in China. The hearts of the Pakistani children are also linked to the children in the earthquake-stricken areas of China,1
"a nationally coordinated decontamination effort is needed right now , including proper waste management .",1
"in addition to the damaged or destroyed housing , power lines are down and over 100 households have been left without electricity * and the inclement weather continues .",1
"mercy malaysia has also distributed hygiene kits to more than 1,500 families this year and has begun projects of installing latrines , hand-pumps and water filtration systems to villages in the sindh province .",1
"About 400 Yutian cadres arrived at the earthquake disaster area. China Radio Net Uyghur channel, news from Beijing, February 13",1
"I suspect no nation holding the Olympics had an experience like ours during the Olympic year. Since the massive earthquake occurred in Wenchuan in Sichuan, whenever we've gazed at the disaster scenes brought to us on the television screen, we couldn't accept and didn't dare to face the huge damage done to our nation by these sudden disasters. The Chinese people's dauntless national spirit was once again unfolded, behind the figure of the premier in particular, this 66-year-old premier who was just the same as an ordinary old Chinese person, rushing about the disaster zones",1
"Around fifty thousand people were affected by the Keriya earthquake. Around fifty thousand people were affected by the Keriya earthquake. According to the Xinhua Agency's report and the Xinjiang Autonomous Region's Public Service Office on February 14[th] , along with the investigation of the disaster situation, the total number of the earthquake victims came to fifty thousand people. But there were no deaths reported",1
"@-@ worries of epidemic @-@ the new rainfall magnified the stench of death from animal carcasses , rotting vegetables and overflowing drains .",1
"0 Y6 k: W! H9 I0 D( L; g2 i0 N, K8 h$ C According to Xinhua (telegram), suffering from several factors like climate warming and increasing human activities, the glaciers of Xinjiang are melting more rapidly these days. To protect the ""hard water reservoir"" in dry regions during Xinjiang's ""13[th] Five-Year Plan"" time, ice travel will be limited overall",1
"Gicumbi District assisted victims of the catastrophes that occurred in Gakenke On this Sunday, June 5[th], 2016, the Mayor of Gicumbi District, the Vice Mayor in charge of Social Affairs, the District Council and other District Authorities, Private Sector and Civil Society representative, and the National Women Council District representative visited 60 families consisting of 225 people who were displaced by heavy rain on the night of Saturday May 7, 2016. They live in the MINAZI Transit Centre. Those who are not in Transit Centres are staying with their friends who were not affected",1
Paulos was a 24-year-old Eritrean who came to Libya through Chad from Sudan in April,1
restoring basic municipal services such as waste management ( in the city of banda aceh ) ; and,1
"rains have also damaged electric wires , cutting the power supply in several parts of the city .",1
@-@ the surface water is controlled and its flow is deviated away from the wastewater treatment plant .,1
"thousands of flimsy huts , home to poor labourers , were destroyed along with wheat , maize and pulse crops , the press trust of india reported , while photos showed power poles lying on the ground .",1
"in bihar in northern india , children have reportedly been swimming and bathing in dirty flood waters contaminated by corpses , dead livestock , and waste , while others have been drinking from the stagnant pools .",1
"An announcement to deal with the earthquake and provide relief regarding the February 12th earthquake Hotan Prefecture held a press conference in order to deal with the earthquake and provide relief for the February 12th earthquake that occurred in Keriye County. Hotan Prefecture held a press conference on February 15th, in order to cope with the quake and to save lives in the 7.3-magnitude earthquake, which occurred in Keriye County. They issued a general announcement about how to cope with the earthquake and provide disaster relief. This earthquake's magnitude level was high, the damage level was strong and the effected area was large. The earthquake not only effected Keriye, Niye, Chira, Lop, Karakash and Hotan counties, but also 44 townships (neighborhood committees) and animal husbandry farms belonging to Hotan City. A total of 455,573 residents have been affected by the disaster",1
"Sometime past 4 o'clock, I read the online news saying that Wenchuan, Sichuan had experienced a large earthquake, Chengdu and Chongqing had felt powerful tremors, and a large area of Sichuan shook",1
"Although medical professionals have confirmed the disease is infecting people in Eritrea, the Health Ministry has not made any statement or given any instructions for the public to take precautions",1
"outside the city centre , almost half of the capital 's population live in the sprawling ger districts , with no access to running water , poor sanitation and limited social services .",1
"0 Y6 k: W! According to the Xinhua agency news, under the influence of climate warming and frequent human activities, glaciers in Xinjiang have been melting fast in recent years. In order to protect the ""water reservoir"" in the arid area, Xinjiang prohibited ice tourism during ""the 13th Five-year Plan.",1
"new delhi , aug 18 ( reuters ) @-@ the onset of monsoon rains in sri lanka is raising fears for the safety of thousands of war-displaced tamils after rain flooded camps , ruined shelters and caused sewage to overflow , aid workers said on tuesday .",1
"new delhi , aug 18 ( reuters ) @-@ the onset of monsoon rains in sri lanka is raising fears for the safety of thousands of war-displaced tamils after rain flooded camps , ruined shelters and caused sewage to overflow , aid workers said on tuesday .",1
""" currently every level of government is working on getting electricity restored , after that transport will resume . """,1
"work will include expansion of activities under phase 1 , restoration of community infrastructure , spatial redesign of affected zones , power and rural electrification , and public administration .",1
"he said there was urgent need for planting materials , food , household items , and construction materials for fixing classrooms , latrines and roads .",1
"the overall situation is accompanied with limited camping space , poor hygiene practices , inadequate sanitation facilities and inadequate safe water for drinking .",1
the lack of clean drinking water and the lack of garbage collection are aggravating the threat of communicable diseases .,1
"The earthquake in Kiriye became a hotspot. The earthquake in Kiriye became a hotspot. For all of us, Feb 12, 2014, was an ordinary day",1
"Just like one's hand could be formed from the palm and back, everything has two sides. It was common to have these arguments which can be only understood by wise people, but we should control the limits, you can reach it but can't go over it. It really made the public angry to see photos taken of earthquake in the year of 2008. What was the reason some people reached that conclusion just from unclear evidence or personal feelings? This is a picture from the Yutian earthquake that occurred in 2008, click the web address for more information. It was a common thing to see many donated items, a great number of volunteers and overflowing warm-hearts that seems to be a special news for charities. It was also normal people tried their best to let others know what they did, and caused a bad atmosphere",1
"about 1,000 electricity pylons and poles have collapsed around chenzhou under the weight of ice and snow , effectively destroying the local power grid .",1
"Please remember the address of Alkuyi.net: www.Alkuyi.com Live: There was a magnitude 6.6 earthquake in Xinjiang Uyghur Autonomous Region and it affected Urumqi strongly, June 30 (Alkuyi.net): June 30, 2012, 3:07 PM, there was magnitude 6.6 M earthquake in Xinyuan Town and Hejing Town, Yili Autonomous Prefecture, and Xinjiang Uyghur autonomous region (location: 43.4 N; 84.8 E). The seismic depth was up to 7 km. When the earthquake occurred, Urumqi, Changji, Kuitun, Tacheng and Xihu were affected strongly",1
"Here I'm simply writing down a few thoughts of mine. In the fallout of the Wenchuan earthquake this time, the PLA entered disaster-hit areas for rescue as soon as they could. Due to the urgency in time and unprecedented transparency in news reports, I've been able to see some of the things more clearly than before",1
""" fellows added that "" the amounts of excreta and the lack of hygiene is of a scale that i have never had to deal with in 30 years of working in this sector . """,1
