word,timing,time_running
The,0.19,0.19
sun,0.21000000000000002,0.4
had,0.25,0.65
barely,,0.65
risen,0.22999999999999998,0.88
when,0.16,1.04
the,0.25,1.29
sudden,0.4,1.69
commotion,0.48000000000000004,2.17
erupted,0.15999999999999998,2.33
in,0.12,2.45
the,0.24000000000000002,2.6900000000000004
quiet,,2.6900000000000004
neighborhood.,,2.6900000000000004
As,0.16999999999999996,2.8600000000000003
the,,2.8600000000000003
neighbor,0.21999999999999995,3.08
came,0.30000000000000004,3.38
"over,",0.55,3.9299999999999997
breathless,0.5299999999999999,4.46
and,0.6600000000000001,5.12
"wide-eyed,",0.12,5.24
we,0.21999999999999997,5.46
ran,,5.46
upstairs,0.1200000000000001,5.58
to,0.38,5.96
get,0.12000000000000002,6.08
a,0.21000000000000002,6.29
better,0.0,6.29
view,0.27,6.5600000000000005
of,0.13,6.69
the,0.34,7.03
unfolding,0.42,7.45
scene.,0.5599999999999999,8.01
The,,8.01
urgency,0.23999999999999994,8.25
of,0.19,8.44
our,0.26,8.7
footsteps,0.22999999999999998,8.93
echoed,0.2,9.129999999999999
through,0.15000000000000002,9.28
the,0.25,9.53
"house,",,9.53
each,0.36999999999999994,9.899999999999999
stride,0.4599999999999999,10.359999999999998
fueled,0.21000000000000002,10.569999999999999
by,0.42,10.989999999999998
curiosity,0.4,11.389999999999999
and,0.38,11.77
concern.,,11.77
The,0.07,11.84
moment,0.20999999999999996,12.05
we,0.27,12.32
reached,0.27,12.59
the,,12.59
"top,",0.25,12.84
our,0.26,13.1
eyes,0.2,13.299999999999999
were,0.21,13.51
drawn,0.30000000000000004,13.81
to,0.14,13.950000000000001
the,0.3499999999999999,14.3
flurry,0.21000000000000002,14.510000000000002
of,,14.510000000000002
activity,0.26999999999999996,14.780000000000001
below.,,14.780000000000001
A,,14.780000000000001
cacophony,0.27,15.05
of,0.30000000000000004,15.350000000000001
shouts,0.27,15.620000000000001
and,0.24000000000000002,15.860000000000001
hurried,,15.860000000000001
footsteps,,15.860000000000001
filled,0.17000000000000004,16.03
the,0.22999999999999998,16.26
air,0.30999999999999994,16.57
as,0.13999999999999999,16.71
a,0.21,16.92
group,0.2,17.12
of,0.26,17.380000000000003
people,0.24000000000000005,17.62
was,0.18000000000000002,17.8
led,0.31000000000000005,18.11
upstairs,0.26,18.37
into,0.17999999999999997,18.55
the,0.36,18.91
building,0.38999999999999996,19.3
across,0.36,19.66
the,0.24,19.9
street.,,19.9
It,0.18,20.08
was,0.9999999999999998,21.08
clear,0.19000000000000006,21.27
