word,timing,time_running,word_len,ends_in_period,ends_in_comma
In,0.12,0.12,2,False,False
the,0.5900000000000001,0.7100000000000001,3,False,False
"quaint,",0.28461902579032217,0.9946190257903222,7,False,True
bustling,0.3199999999999999,1.314619025790322,8,False,False
town,0.15,1.464619025790322,4,False,False
of,0.15,1.614619025790322,2,False,False
"Willowbrook,",0.26,1.874619025790322,12,False,True
nestled,0.36,2.234619025790322,7,False,False
between,0.29,2.524619025790322,7,False,False
rolling,0.32,2.8446190257903217,7,False,False
hills,0.2799999999999999,3.1246190257903215,5,False,False
and,0.3,3.4246190257903213,3,False,False
a,0.31,3.7346190257903213,1,False,False
serene,0.3299999999999999,4.064619025790321,6,False,False
"river,",0.2499999999999999,4.314619025790321,6,False,True
life,0.19,4.504619025790322,4,False,False
was,0.1499999999999999,4.654619025790321,3,False,False
a,0.39,5.044619025790321,1,False,False
harmonious,0.57,5.614619025790321,10,False,False
symphony,0.26,5.874619025790321,8,False,False
of,0.2199999999999999,6.094619025790321,2,False,False
daily,0.59,6.684619025790321,5,False,False
routines,0.3099999999999999,6.99461902579032,8,False,False
and,0.3099999999999999,7.30461902579032,3,False,False
familiar,0.4,7.70461902579032,8,False,False
faces.,0.2762804430393963,7.980899468829716,6,True,False
The,0.43,8.410899468829717,3,False,False
townspeople,0.47,8.880899468829718,11,False,False
moved,0.1999999999999999,9.080899468829717,5,False,False
with,0.11,9.190899468829716,4,False,False
purpose,0.3199999999999999,9.510899468829717,7,False,False
and,0.27674964061667084,9.787649109446388,3,False,False
"grace,",0.28271883645662244,10.07036794590301,6,False,True
their,0.34,10.41036794590301,5,False,False
footsteps,0.3799999999999999,10.79036794590301,9,False,False
echoing,0.31,11.100367945903011,7,False,False
through,0.15,11.250367945903012,7,False,False
the,0.23,11.480367945903012,3,False,False
cobblestone,0.5100000000000001,11.990367945903012,11,False,False
streets,0.33,12.320367945903012,7,False,False
as,0.1599999999999999,12.480367945903012,2,False,False
they,0.39,12.870367945903013,4,False,False
navigated,0.39,13.260367945903013,9,False,False
the,0.27674964061667084,13.537117586519685,3,False,False
labyrinth,0.42,13.957117586519685,9,False,False
of,0.18,14.137117586519684,2,False,False
their,0.38,14.517117586519685,5,False,False
intertwined,0.4900000000000001,15.007117586519685,11,False,False
lives.,0.2762804430393963,15.283398029559082,6,True,False
Relationships,0.6,15.883398029559082,13,False,False
blossomed,0.3399999999999999,16.223398029559082,9,False,False
and,0.3400000000000001,16.56339802955908,3,False,False
withered,0.4399999999999999,17.003398029559083,8,False,False
like,0.16,17.163398029559083,4,False,False
the,0.27674964061667084,17.440147670175755,3,False,False
"seasons,",0.2865192151240219,17.726666885299778,8,False,True
yet,0.15,17.876666885299777,3,False,False
the,0.28,18.156666885299778,3,False,False
comforting,0.26,18.41666688529978,10,False,False
cadence,0.53,18.94666688529978,7,False,False
of,0.65,19.59666688529978,2,False,False
repetition,0.44,20.03666688529978,10,False,False
held,0.1599999999999999,20.19666688529978,4,False,False
them,0.27,20.46666688529978,4,False,False
together,0.4700000000000001,20.93666688529978,8,False,False
like,0.13,21.066666885299778,4,False,False
a,0.19,21.25666688529978,1,False,False
well-rehearsed,0.4999999999999999,21.75666688529978,14,False,False
dance.,0.4399999999999999,22.19666688529978,6,True,False
Conversations,0.4099999999999999,22.60666688529978,13,False,False
filled,0.18,22.78666688529978,6,False,False
the,0.27674964061667084,23.063416525916452,3,False,False
"air,",0.33,23.39341652591645,4,False,True
a,0.2729492619492713,23.666365787865722,1,False,False
melodic,0.55,24.216365787865723,7,False,False
blend,0.27,24.486365787865722,5,False,False
of,0.25,24.736365787865722,2,False,False
"laughter,",0.72,25.45636578786572,9,False,True
"whispers,",0.37,25.826365787865722,9,False,True
and,0.13,25.95636578786572,3,False,False
impassioned,0.17,26.126365787865723,11,False,False
debates,0.25,26.376365787865723,7,False,False
that,0.37,26.746365787865724,4,False,False
breathed,0.29,27.036365787865723,8,False,False
life,0.26,27.296365787865724,4,False,False
into,0.3,27.596365787865725,4,False,False
every,0.33,27.926365787865723,5,False,False
corner,0.19,28.116365787865725,6,False,False
of,0.28,28.396365787865726,2,False,False
Willowbrook.,0.41,28.806365787865726,12,True,False
And,0.26,29.066365787865728,3,False,False
so,0.14,29.206365787865728,2,False,False
began,0.26,29.46636578786573,5,False,False
another,0.29,29.75636578786573,7,False,False
day,0.18,29.93636578786573,3,False,False
in,0.17,30.10636578786573,2,False,False
this,0.3399999999999999,30.44636578786573,4,False,False
tapestry,0.29,30.73636578786573,8,False,False
of,0.36,31.09636578786573,2,False,False
"existence,",0.44,31.53636578786573,10,False,True
where,0.2499999999999999,31.78636578786573,5,False,False
each,0.21,31.99636578786573,4,False,False
thread,0.46,32.45636578786573,6,False,False
wove,0.24,32.69636578786573,4,False,False
its,0.16,32.85636578786573,3,False,False
own,0.27,33.12636578786573,3,False,False
unique,0.75,33.87636578786573,6,False,False
story.,0.35,34.22636578786573,6,True,False
As,0.1799999999999999,34.40636578786573,2,False,False
the,0.22,34.62636578786573,3,False,False
sun,0.2299999999999999,34.85636578786573,3,False,False
peeked,0.4,35.256365787865725,6,False,False
over,0.16,35.41636578786572,4,False,False
the,0.28,35.69636578786572,3,False,False
"horizon,",0.3,35.99636578786572,8,False,True
casting,0.49,36.48636578786572,7,False,False
a,0.26,36.74636578786572,1,False,False
warm,0.22,36.96636578786572,4,False,False
golden,0.14,37.10636578786572,6,False,False
glow,0.3899999999999999,37.49636578786572,4,False,False
across,0.31,37.80636578786572,6,False,False
the,0.26,38.06636578786572,3,False,False
parking,0.66,38.72636578786572,7,False,False
"lot,",0.14,38.86636578786572,4,False,True
the,0.36,39.22636578786572,3,False,False
residents,0.28,39.50636578786572,9,False,False
of,0.39,39.89636578786572,2,False,False
