word,timing,time_running,word_len,ends_in_period,ends_in_comma
The,0.21638902855771855,0.21638902855771855,3,False,False
morning,0.24730174692310683,0.4636907754808254,7,False,False
sun,0.3400399020192721,0.8037306775000974,3,False,False
cast,0.2576059863782364,1.061336663878334,4,False,False
a,0.2782144652884953,1.3395511291668292,1,False,False
golden,0.29743276118504025,1.6369838903518694,6,False,False
hue,0.23699750746797738,1.8739813978198467,3,False,False
over,0.20608478910258912,2.0800661869224357,4,False,False
the,0.20608478910258912,2.286150976025025,3,False,False
"room,",0.37095262038466037,2.6571035964096854,5,False,True
filtering,0.3400399020192719,2.997143498428957,9,False,False
through,0.30107784064192383,3.298221339070881,7,False,False
the,0.19578054964745967,3.4940018887183406,3,False,False
sheer,0.2576059863782363,3.751607875096577,5,False,False
curtains,0.2576059863782364,4.009213861474813,8,False,False
that,0.2782144652884953,4.287428326763308,4,False,False
danced,0.29743276118504025,4.584861087948348,6,False,False
lightly,0.17517207073720076,4.760033158685549,7,False,False
in,0.28285244335750603,5.0428856020430555,2,False,False
the,0.22669326801284803,5.269578870055904,3,False,False
gentle,0.7728179591347092,6.042396829190613,6,False,False
breeze.,0.31415543617033337,6.356552265360946,7,True,False
I,0.24730174692310683,6.603854012284053,1,False,False
sat,0.3606483809295309,6.964502393213584,3,False,False
at,0.18547631019233018,7.149978703405914,2,False,False
an,0.2266932680128479,7.376671971418761,2,False,False
aged,0.2901426022712732,7.666814573690035,4,False,False
oak,0.2864975228143896,7.953312096504424,3,False,False
"desk,",0.32973566256414244,8.283047759068566,5,False,True
its,0.2369975074679775,8.520045266536544,3,False,False
surface,0.40186533875004865,8.921910605286593,7,False,False
marred,0.19578054964745956,9.117691154934052,6,False,False
by,0.21638902855771855,9.334080183491771,2,False,False
years,0.21638902855771855,9.55046921204949,5,False,False
of,0.21638902855771855,9.76685824060721,2,False,False
"use,",0.3110857148513744,10.077943955458585,4,False,True
with,0.2901426022712732,10.368086557729857,4,False,False
ink,0.2864975228143896,10.654584080544247,3,False,False
stains,0.2988229441987542,10.953407024743,6,False,False
dotting,0.21638902855771855,11.16979605330072,7,False,False
its,0.3503441414744014,11.520140194775122,3,False,False
landscape,0.5152119727564728,12.035352167531595,9,False,False
like,0.2576059863782364,12.292958153909831,4,False,False
"tiny,",0.314730794308258,12.607688948218088,5,False,True
indelible,0.308367999555691,12.916056947773779,9,False,False
islands,0.30107784064192383,13.217134788415702,7,False,False
amidst,0.2679102258333659,13.485045014249067,6,False,False
a,0.2792073639006224,13.76425237814969,1,False,False
sea,0.2864975228143896,14.05074990096408,3,False,False
of,0.21638902855771847,14.2671389295218,2,False,False
wood,0.2576059863782364,14.524744915900035,4,False,False
grain.,0.6388628462180264,15.163607762118062,6,True,False
Before,0.2473017469231069,15.410909509041169,6,False,False
me,0.28285244335750603,15.693761952398674,2,False,False
lay,0.2473017469231069,15.94106369932178,3,False,False
a,0.4018653387500488,16.34292903807183,1,False,False
"long,",0.4121695782051783,16.755098616277007,5,False,True
narrow,0.18547631019233018,16.94057492646934,6,False,False
"journal,",0.5461246911218611,17.4866996175912,8,False,True
its,0.17517207073720076,17.6618716883284,3,False,False
leather,0.30107784064192383,17.962949528970324,7,False,False
cover,0.2576059863782364,18.22055551534856,5,False,False
cracked,0.21638902855771855,18.43694454390628,7,False,False
and,0.2782144652884953,18.715159009194775,3,False,False
"worn,",0.46369077548082555,19.1788497846756,5,False,True
whispering,0.35034414147440157,19.52919392615,10,False,False
tales,0.2937876817281567,19.82298160787816,5,False,False
of,0.2369975074679775,20.059979115346135,2,False,False
forgotten,0.2988229441987542,20.35880205954489,9,False,False
days,0.23699750746797738,20.595799567012865,4,False,False
with,0.2473017469231069,20.84310131393597,4,False,False
every,0.7728179591347092,21.61591927307068,5,False,False
crease.,0.31415543617033337,21.930074709241016,7,True,False
The,0.2473017469231069,22.177376456164122,3,False,False
pages,0.2988229441987542,22.476199400362876,5,False,False
within,0.22669326801284803,22.702892668375725,6,False,False
were,0.2988229441987542,23.00171561257448,4,False,False
yellowed,0.2369975074679775,23.238713120042455,8,False,False
with,0.4018653387500488,23.640578458792504,4,False,False
"time,",0.5049077333013432,24.14548619209385,5,False,True
filled,0.19578054964745967,24.341266741741308,6,False,False
with,0.23699750746797738,24.578264249209283,4,False,False
long,0.2901426022712732,24.868406851480557,4,False,False
rows,0.2901426022712732,25.15854945375183,4,False,False
of,0.41216957820517824,25.570719031957008,2,False,False
meticulous,0.5255162122116022,26.09623524416861,10,False,False
handwriting,0.3400399020192721,26.43627514618788,11,False,False
that,0.2901426022712732,26.726417748459156,4,False,False
spoke,0.18547631019233018,26.911894058651487,5,False,False
of,0.3091271836538837,27.221021242305373,2,False,False
dreams,0.29743276118504025,27.51845400349041,6,False,False
and,0.4430822965705665,27.961536300060978,3,False,False
despair,0.2988229441987542,28.260359244259732,7,False,False
in,0.2473017469231069,28.50766099118284,2,False,False
equal,0.2937876817281567,28.801448672910997,5,False,False
measure.,0.3606483809295309,29.162097053840526,8,True,False
To,0.28285244335750603,29.44494949719803,2,False,False
my,0.28285244335750603,29.727801940555537,2,False,False
"side,",0.40186533875004865,30.129667279305586,5,False,True
a,0.2885187047436248,30.41818598404921,1,False,False
steaming,0.3709526203846603,30.78913860443387,8,False,False
cup,0.2864975228143896,31.07563612724826,3,False,False
of,0.2576059863782364,31.333242113626497,2,False,False
tea,0.24730174692310683,31.580543860549604,3,False,False
sat,0.3091271836538837,31.88967104420349,3,False,False
nestled,0.3400399020192719,32.22971094622276,7,False,False
between,0.3915610992949192,32.62127204551768,7,False,False
buttered,0.3297356625641426,32.95100770808182,8,False,False
slices,0.2988229441987542,33.24983065228057,6,False,False
of,0.39156109929491933,33.64139175157549,2,False,False
toast,0.22669326801284803,33.868085019588335,5,False,False
on,0.28285244335750603,34.15093746294584,2,False,False
a,0.2576059863782364,34.40854344932408,1,False,False
delicate,0.5255162122116023,34.93405966153568,8,False,False
porcelain,0.5255162122116023,35.459575873747276,9,False,False
"plate,",0.2885187047436247,35.7480945784909,6,False,True
the,0.2864975228143896,36.034592101305286,3,False,False
steam,0.39156109929491933,36.426153200600204,5,False,False
rising,0.5564289305769906,36.982582131177196,6,False,False
in,0.22669326801284803,37.20927539919004,2,False,False
lazy,0.2679102258333659,37.47718562502341,4,False,False
"swirls,",0.3220209532220252,37.79920657824543,7,False,True
carrying,0.2988229441987542,38.098029522444186,8,False,False
with,0.2901426022712732,38.38817212471546,4,False,False
it,0.28285244335750603,38.671024568072966,2,False,False
the,0.2864975228143896,38.95752209088735,3,False,False
comforting,0.47399501493595503,39.4315171058233,10,False,False
aroma,0.17517207073720065,39.6066891765605,5,False,False
of,0.2576059863782364,39.86429516293874,2,False,False
breakfast,0.3194314231090131,40.183726586047754,9,False,False
and,0.2864975228143896,40.47022410886214,3,False,False
the,0.2369975074679775,40.707221616330116,3,False,False
promise,0.2679102258333659,40.975131842163485,7,False,False
of,0.28285244335750603,41.25798428552099,2,False,False
a,0.17517207073720076,41.43315635625819,1,False,False
new,0.2864975228143896,41.719653879072574,3,False,False
day.,0.2473017469231069,41.96695562599568,4,True,False
As,0.1854763101923301,42.15243193618801,2,False,False
I,0.2266932680128479,42.379125204200854,1,False,False
turned,0.17517207073720065,42.55429727493805,6,False,False
the,0.20608478910258904,42.76038206404064,3,False,False
pages,0.23699750746797738,42.99737957150862,5,False,False
of,0.28285244335750603,43.28023201486612,2,False,False
the,0.26791022583336577,43.54814224069949,3,False,False
"journal,",0.39156109929491945,43.93970333999441,8,False,True
my,0.23699750746797738,44.176700847462385,2,False,False
thoughts,0.4018653387500488,44.578566186212434,8,False,False
wandered,0.3297356625641426,44.908301848776574,8,False,False
far,0.19578054964745967,45.10408239842403,3,False,False
from,0.2901426022712732,45.39422500069531,4,False,False
the,0.2864975228143896,45.680722523509694,3,False,False
cozy,0.48429925439108445,46.165021777900776,4,False,False
confines,0.3194314231090131,46.48445320100979,8,False,False
of,0.20608478910258912,46.69053799011238,2,False,False
my,0.3091271836538837,46.99966517376627,2,False,False
"study,",0.3183758737651416,47.31804104753141,6,False,True
journeying,0.5152119727564728,47.833253020287884,10,False,False
across,0.29743276118504025,48.13068578147293,6,False,False
the,0.18547631019233018,48.316162091665255,3,False,False
globe,0.37095262038466037,48.68711471204992,5,False,False
to,0.28285244335750603,48.969967155407424,2,False,False
places,0.2988229441987542,49.26879009960618,6,False,False
I,0.17517207073720076,49.443962170343376,1,False,False
had,0.2266932680128479,49.67065543835622,3,False,False
only,0.319431423109013,49.99008686146524,4,False,False
ever,0.2988229441987542,50.28890980566399,4,False,False
dreamed,0.20608478910258912,50.49499459476658,7,False,False
of,0.2988229441987542,50.793817538965335,2,False,False
visiting.,0.32144559508410053,51.115263134049435,9,True,False
There,0.2782144652884953,51.39347759933793,5,False,False
was,0.2864975228143896,51.679975122152314,3,False,False
an,0.28285244335750603,51.96282756550982,2,False,False
entry,0.21638902855771855,52.17921659406754,5,False,False
about,0.20608478910258904,52.38530138317013,5,False,False
a,0.3297356625641426,52.71503704573427,1,False,False
starlit,0.30107784064192383,53.016114886376194,7,False,False
night,0.2782144652884953,53.294329351664686,5,False,False
spent,0.19578054964745967,53.490109901312145,5,False,False
in,0.28285244335750603,53.77296234466965,2,False,False
the,0.3606483809295309,54.13361072559918,3,False,False
deserts,0.2782144652884953,54.411825190887676,7,False,False
of,0.2885187047436248,54.7003438956313,2,False,False
"Marrakesh,",0.33295619159267587,55.03330008722398,10,False,True
where,0.2937876817281567,55.32708776895213,5,False,False
the,0.2885187047436248,55.615606473695756,3,False,False
silence,0.2885187047436247,55.90412517843938,7,False,False
was,0.20608478910258912,56.11020996754197,3,False,False
so,0.32973566256414244,56.43994563010611,2,False,False
profound,0.3047229200988074,56.74466855020491,8,False,False
it,0.41216957820517824,57.156838128410094,2,False,False
seemed,0.2576059863782364,57.41444411478833,6,False,False
to,0.28285244335750603,57.69729655814584,2,False,False
echo,0.2988229441987542,57.99611950234459,4,False,False
through,0.30107784064192383,58.297197342986514,7,False,False
the,0.2864975228143896,58.5836948658009,3,False,False
