word,timing,time_running,word_len,ends_in_period,ends_in_comma
As,0.15,0.15,2,False,False
I,0.28,0.43000000000000005,1,False,False
sliced,0.3599999999999999,0.7899999999999999,6,False,False
through,0.16,0.95,7,False,False
the,0.2,1.15,3,False,False
"cool,",0.27795592944451786,1.4279559294445177,5,False,True
crisp,0.27017277846574855,1.6981287079102663,5,False,False
"cucumber,",0.29504502128851295,1.9931737291987792,9,False,True
the,0.21,2.203173729198779,3,False,False
fresh,0.31,2.5131737291987792,5,False,False
scent,0.3399999999999999,2.853173729198779,5,False,False
wafted,0.2,3.0531737291987793,6,False,False
up,0.1499999999999999,3.203173729198779,2,False,False
to,0.1699999999999999,3.373173729198779,2,False,False
my,0.27,3.643173729198779,2,False,False
"nose,",0.32,3.963173729198779,5,False,True
mingling,0.24,4.203173729198779,8,False,False
with,0.15,4.3531737291987795,4,False,False
the,0.21,4.5631737291987795,3,False,False
tangy,0.13,4.693173729198779,5,False,False
aroma,0.19,4.88317372919878,5,False,False
of,0.13,5.01317372919878,2,False,False
a,0.18,5.193173729198779,1,False,False
ripe,0.3399999999999999,5.533173729198779,4,False,False
tomato,0.28,5.8131737291987795,6,False,False
I,0.15,5.96317372919878,1,False,False
had,0.2,6.16317372919878,3,False,False
just,0.19,6.35317372919878,4,False,False
cut,0.26,6.61317372919878,3,False,False
into.,0.49,7.10317372919878,5,True,False
The,0.23,7.333173729198781,3,False,False
kitchen,0.2299999999999999,7.56317372919878,7,False,False
was,0.19,7.753173729198781,3,False,False
my,0.2573559595827522,8.010529688781533,2,False,False
"sanctuary,",0.37,8.380529688781532,10,False,True
a,0.23,8.610529688781533,1,False,False
place,0.27017277846574855,8.880702467247282,5,False,False
where,0.1599999999999999,9.040702467247282,5,False,False
I,0.1299999999999999,9.170702467247281,1,False,False
could,0.39,9.560702467247282,5,False,False
transform,0.46,10.020702467247283,9,False,False
simple,0.4499999999999999,10.470702467247282,6,False,False
ingredients,0.52,10.990702467247282,11,False,False
into,0.35,11.340702467247281,4,False,False
culinary,0.2829895973487449,11.623692064596026,8,False,False
masterpieces.,0.31549993199672094,11.939191996592747,13,True,False
My,0.23,12.169191996592748,2,False,False
name,0.28,12.449191996592747,4,False,False
is,0.23,12.679191996592747,2,False,False
"Sam,",0.27368365648351906,12.952875653076266,4,False,True
a,0.1899999999999999,13.142875653076265,1,False,False
chef,0.24,13.382875653076265,4,False,False
by,0.36,13.742875653076265,2,False,False
