word,timing,time_running,word_len,ends_in_period,ends_in_comma
It,0.2873847331725598,0.2873847331725598,2,False,False
was,0.24465775255939864,0.5320424857319584,3,False,False
April,0.4254917435815628,0.9575342293135212,5,False,False
nineteen,0.3061820046879451,1.2637162340014663,8,False,False
forty,0.2967833689302524,1.5604996029317186,5,False,False
when,0.29365049034435486,1.8541500932760735,4,False,False
I,0.23402045896985946,2.088170552245933,1,False,False
first,0.3829425692234066,2.4711131214693394,5,False,False
stumbled,0.35103068845478924,2.8221438099241287,8,False,False
upon,0.2659323397384768,3.0880761496626055,4,False,False
the,0.28720692691755495,3.3752830765801605,3,False,False
curious,0.38294256922340647,3.758225645803567,7,False,False
case,0.20210857820124237,3.9603342240048094,4,False,False
that,0.29365049034435486,4.253984714349164,4,False,False
would,0.2765696333280159,4.53055434767718,5,False,False
consume,0.3297561012757112,4.860310448952891,7,False,False
the,0.2340204589698596,5.094330907922751,3,False,False
next,0.28720692691755484,5.381537834840305,4,False,False
five,0.2552950461489377,5.6368328809892425,4,False,False
years,0.2233831653803205,5.860216046369563,5,False,False
of,0.21274587179078144,6.0729619181603445,2,False,False
my,0.20210857820124237,6.275070496361587,2,False,False
life.,0.7977970192154303,7.072867515577017,5,True,False
At,0.23402045896985946,7.306887974546877,2,False,False
only,0.29365049034435486,7.6005384648912315,4,False,False
"twenty,",0.296484685094781,7.897023149986013,7,False,True
I,0.1808339910221641,8.077857141008177,1,False,False
was,0.2905176117584573,8.368374752766634,3,False,False
the,0.2340204589698596,8.602395211736495,3,False,False
youngest,0.21274587179078144,8.815141083527276,8,False,False
detective,0.2552950461489377,9.070436129676214,9,False,False
in,0.2873847331725598,9.357820862848774,2,False,False
our,0.2905176117584573,9.64833847460723,3,False,False
"unit,",0.2902189279229859,9.938557402530217,5,False,True
a,0.28425185458666224,10.222809257116879,1,False,False
fact,0.2233831653803205,10.4461924224972,4,False,False
that,0.29365049034435486,10.739842912841555,4,False,False
both,0.43612903717110185,11.175971950012656,4,False,False
motivated,0.5744138538351099,11.750385803847765,9,False,False
and,0.28720692691755495,12.03759273076532,3,False,False
haunted,0.3030491261020475,12.340641856867368,7,False,False
me.,0.2901500526834266,12.630791909550794,3,True,False
The,0.2340204589698596,12.864812368520655,3,False,False
case,0.3297561012757112,13.194568469796366,4,False,False
landed,0.1808339910221641,13.37540246081853,6,False,False
on,0.18083399102216424,13.556236451840693,2,False,False
my,0.28720692691755495,13.843443378758248,2,False,False
desk,0.2552950461489377,14.098738424907186,4,False,False
at,0.37230527563386745,14.471043700541053,2,False,False
exactly,0.4786782115292581,14.949721912070311,7,False,False
fifteen,0.3829425692234066,15.332664481293717,7,False,False
minutes,0.2340204589698596,15.566684940263578,7,False,False
past,0.28720692691755495,15.853891867181133,4,False,False
"fifty,",0.3297561012757112,16.183647968456846,6,False,True
an,0.2873847331725598,16.471032701629404,2,False,False
odd,0.30848151409663305,16.77951421572604,3,False,False
time,0.24465775255939864,17.024171968285437,4,False,False
that,0.2765696333280159,17.300741601613453,4,False,False
somehow,0.4254917435815629,17.726233345195016,7,False,False
stuck,0.2967833689302524,18.02301671412527,5,False,False
in,0.1808339910221641,18.203850705147435,2,False,False
my,0.2873847331725598,18.491235438319993,2,False,False
memory.,0.3510306884547894,18.84226612677478,7,True,False
As,0.20210857820124237,19.044374704976022,2,False,False
more,0.24465775255939864,19.28903245753542,4,False,False
time,0.40421715640248473,19.693249613937905,4,False,False
"passed,",0.3191188076861722,20.01236842162408,7,False,True
the,0.20210857820124237,20.21447699982532,3,False,False
numbers,0.3297561012757112,20.54423310110103,7,False,False
began,0.2340204589698596,20.77825356007089,5,False,False
to,0.28720692691755495,21.065460486988446,2,False,False
dance,0.2659323397384768,21.331392826726923,5,False,False
around,0.2978442205070939,21.629237047234017,6,False,False
in,0.2873847331725598,21.916621780406576,2,False,False
my,0.23402045896985946,22.150642239376435,2,False,False
head:,0.297844220507094,22.44848645988353,5,False,False
forty,0.2967833689302524,22.745269828813782,5,False,False
"suspects,",0.5850511474246487,23.330320976238433,9,False,True
each,0.24465775255939864,23.57497872879783,4,False,False
with,0.4893155051187972,24.064294233916627,4,False,False
alibis,0.2999162475161499,24.364210481432778,6,False,False
as,0.23402045896985946,24.598230940402637,2,False,False
tight,0.1914712846117033,24.78970222501434,5,False,False
as,0.20210857820124226,24.991810803215582,2,False,False
the,0.2905176117584573,25.28232841497404,3,False,False
next;,0.2967833689302524,25.579111783904292,5,False,False
twenty-seven,0.6276003217828052,26.206712105687096,12,False,False
locations,0.28720692691755495,26.49391903260465,9,False,False
to,0.2873847331725598,26.78130376577721,2,False,False
be,0.24465775255939856,27.025961518336608,2,False,False
scoured,0.297844220507094,27.323805738843703,7,False,False
without,0.20210857820124237,27.525914317044943,7,False,False
a,0.2659323397384768,27.79184665678342,1,False,False
single,0.4042171564024846,28.196063813185905,6,False,False
clue,0.1808339910221641,28.37689780420807,4,False,False
to,0.2873847331725598,28.66428253738063,2,False,False
be,0.3191188076861722,28.983401345066802,2,False,False
found;,0.7020613769095786,29.685462721976382,6,False,False
and,0.2552950461489377,29.94075776812532,3,False,False
a,0.1914712846117033,30.132229052737024,1,False,False
deadline,0.4254917435815628,30.557720796318588,8,False,False
looming,0.28720692691755495,30.844927723236143,7,False,False
just,0.2765696333280159,31.12149735656416,4,False,False
three,0.28720692691755495,31.408704283481715,5,False,False
weeks,0.297844220507094,31.70654850398881,5,False,False
away.,0.29641580985522165,32.00296431384403,5,True,False
Little,0.2552950461489377,32.25825935999297,6,False,False
did,0.2905176117584573,32.54877697175143,3,False,False
