word,timing,time_running,word_len,ends_in_period,ends_in_comma
Once,0.71,0.71,4,False,False
upon,0.26960625197932087,0.9796062519793208,4,False,False
a,0.2642781807625169,1.2438844327418377,1,False,False
"time,",0.75,1.9938844327418377,5,False,True
in,0.12,2.1138844327418376,2,False,False
a,0.24,2.353884432741838,1,False,False
quaint,0.24,2.593884432741838,6,False,False
little,0.3,2.893884432741838,6,False,False
village,0.3399999999999999,3.2338844327418377,7,False,False
nestled,0.3199999999999999,3.5538844327418375,7,False,False
between,0.21,3.7638844327418375,7,False,False
the,0.23,3.9938844327418375,3,False,False
rolling,0.3400000000000001,4.333884432741837,7,False,False
hills,0.22,4.553884432741837,5,False,False
and,0.31,4.863884432741837,3,False,False
lush,0.3,5.1638844327418365,4,False,False
"forests,",0.2871721714970001,5.451056604238836,8,False,True
there,0.2713822757182555,5.7224388799570916,5,False,False
lived,0.12,5.842438879957092,5,False,False
a,0.15,5.992438879957092,1,False,False
young,0.18,6.172438879957092,5,False,False
couple,0.28,6.452438879957092,6,False,False
whose,0.2713822757182555,6.723821155675347,5,False,False
love,0.27,6.993821155675347,4,False,False
love,0.1699999999999999,7.163821155675347,4,False,False
me,0.19,7.353821155675347,2,False,False
was,0.13,7.483821155675347,3,False,False
the,0.34,7.823821155675347,3,False,False
talk,0.1799999999999999,8.003821155675347,4,False,False
of,0.13,8.133821155675347,2,False,False
the,0.2678302282403862,8.401651383915734,3,False,False
town.,0.7100000000000002,9.111651383915735,5,True,False
Their,0.35,9.461651383915735,5,False,False
joyous,0.3299999999999999,9.791651383915735,6,False,False
joyous,0.25,10.041651383915735,6,False,False
union,0.24,10.281651383915735,5,False,False
was,0.15,10.431651383915735,3,False,False
a,0.17,10.601651383915735,1,False,False
beacon,0.15,10.751651383915735,6,False,False
of,0.23,10.981651383915736,2,False,False
hope,0.35,11.331651383915736,4,False,False
and,0.29,11.621651383915735,3,False,False
happiness,0.19,11.811651383915734,9,False,False
for,0.1699999999999999,11.981651383915734,3,False,False
all,0.47,12.451651383915735,3,False,False
who,0.17,12.621651383915735,3,False,False
knew,0.26960625197932087,12.891257635895055,4,False,False
them.,0.14,13.031257635895056,5,True,False
The,0.2678302282403862,13.299087864135442,3,False,False
"village,",0.2871721714970001,13.586260035632442,8,False,True
which,0.23,13.816260035632443,5,False,False
was,0.31,14.126260035632443,3,False,False
joyous,0.48,14.606260035632443,6,False,False
joyous,0.19,14.796260035632443,6,False,False
in,0.15,14.946260035632443,2,False,False
its,0.1899999999999999,15.136260035632443,3,False,False
own,0.2678302282403862,15.40409026387283,3,False,False
"right,",0.2836201240191308,15.68771038789196,6,False,True
seemed,0.25,15.93771038789196,6,False,False
to,0.32,16.257710387891958,2,False,False
bask,0.26960625197932087,16.52731663987128,4,False,False
in,0.1199999999999999,16.64731663987128,2,False,False
the,0.22,16.86731663987128,3,False,False
warmth,0.06,16.92731663987128,6,False,False
of,0.2,17.127316639871278,2,False,False
their,0.2713822757182555,17.398698915589534,5,False,False
"love,",0.45,17.848698915589534,5,False,True
as,0.19,18.038698915589535,2,False,False
if,0.14,18.178698915589536,2,False,False
it,0.26605420450145156,18.444753120090986,2,False,False
were,0.24,18.684753120090985,4,False,False
a,0.29,18.974753120090984,1,False,False
tangible,0.43,19.404753120090984,8,False,False
force,0.17,19.574753120090985,5,False,False
that,0.16,19.734753120090986,4,False,False
could,0.13,19.864753120090985,5,False,False
be,0.37,20.234753120090986,2,False,False
felt,0.1499999999999999,20.384753120090984,4,False,False
in,0.2199999999999999,20.604753120090983,2,False,False
every,0.2713822757182555,20.87613539580924,5,False,False
corner.,0.28,21.15613539580924,7,True,False
The,0.11,21.26613539580924,3,False,False
couple's,0.25,21.51613539580924,8,False,False
laughter,0.18,21.69613539580924,8,False,False
echoed,0.18,21.87613539580924,6,False,False
through,0.2,22.07613539580924,7,False,False
the,0.25,22.32613539580924,3,False,False
"streets,",0.2871721714970001,22.61330756730624,8,False,True
their,0.29,22.90330756730624,5,False,False
smiles,0.47,23.373307567306238,6,False,False
"contagious,",0.3899999999999999,23.76330756730624,11,False,True
and,0.19,23.95330756730624,3,False,False
their,0.3,24.25330756730624,5,False,False
devotion,0.2,24.45330756730624,8,False,False
to,0.16,24.61330756730624,2,False,False
one,0.2099999999999999,24.82330756730624,3,False,False
another,0.4999999999999999,25.32330756730624,7,False,False
unwavering.,0.28476838780728797,25.608075955113527,11,True,False
And,0.17,25.77807595511353,3,False,False
so,0.1899999999999999,25.96807595511353,2,False,False
begins,0.2199999999999999,26.18807595511353,6,False,False
our,0.28,26.46807595511353,3,False,False
tale,0.19,26.65807595511353,4,False,False
of,0.2,26.85807595511353,2,False,False
love,0.1599999999999999,27.01807595511353,4,False,False
and,0.2678302282403862,27.285906183353916,3,False,False
"joy,",0.4000000000000001,27.685906183353914,4,False,True
where,0.21,27.895906183353915,5,False,False
hearts,0.41,28.305906183353915,6,False,False
intertwine,0.41,28.715906183353916,10,False,False
and,0.29,29.005906183353915,3,False,False
happiness,0.6,29.605906183353916,9,False,False
abounds.,0.25,29.855906183353916,8,True,False
As,0.16,30.015906183353916,2,False,False
the,0.41,30.425906183353916,3,False,False
years,0.3699999999999999,30.795906183353917,5,False,False
"passed,",0.39,31.185906183353918,7,False,True
the,0.2299999999999999,31.41590618335392,3,False,False
couple's,0.25,31.66590618335392,8,False,False
love,0.32,31.98590618335392,4,False,False
continued,0.3299999999999999,32.31590618335392,9,False,False
to,0.38,32.69590618335392,2,False,False
"flourish,",0.28894819523593473,32.98485437858985,9,False,True
seemingly,0.43,33.41485437858985,9,False,False
immune,0.2099999999999999,33.62485437858985,6,False,False
to,0.13,33.754854378589854,2,False,False
the,0.27,34.02485437858986,3,False,False
passage,0.28,34.30485437858986,7,False,False
of,0.26605420450145156,34.57090858309131,2,False,False
time.,0.27411224537368006,34.84502082846499,5,True,False
I,0.14,34.98502082846499,1,False,False
was,0.47,35.45502082846499,3,False,False
seventeen,0.29,35.74502082846499,9,False,False
when,0.1499999999999999,35.895020828464986,4,False,False
I,0.2099999999999999,36.10502082846499,1,False,False
first,0.23,36.335020828464984,5,False,False
laid,0.2299999999999999,36.56502082846498,4,False,False
eyes,0.28,36.84502082846498,4,False,False
on,0.2,37.045020828464985,2,False,False
"them,",0.18,37.225020828464984,5,False,True
and,0.15,37.37502082846498,3,False,False
their,0.2099999999999999,37.585020828464984,5,False,False
love,0.4599999999999999,38.045020828464985,4,False,False
seemed,0.24,38.28502082846499,6,False,False
as,0.29,38.575020828464986,2,False,False
fresh,0.18,38.755020828464986,5,False,False
and,0.43,39.185020828464985,3,False,False
vibrant,0.2749343231961248,39.45995515166111,7,False,False
as,0.14,39.59995515166111,2,False,False
the,0.2678302282403862,39.8677853799015,3,False,False
day,0.17,40.0377853799015,3,False,False
they,0.2299999999999999,40.2677853799015,4,False,False
had,0.6699999999999999,40.9377853799015,3,False,False
met.,0.07,41.0077853799015,4,True,False
When,0.14,41.1477853799015,4,False,False
I,0.1699999999999999,41.3177853799015,1,False,False
was,0.2678302282403862,41.585615608141886,3,False,False
"eighteen,",0.28894819523593473,41.87456380337782,9,False,True
I,0.14,42.01456380337782,1,False,False
would,0.2199999999999999,42.23456380337782,5,False,False
often,0.2799999999999999,42.51456380337782,5,False,False
see,0.2,42.71456380337782,3,False,False
them,0.33,43.04456380337782,4,False,False
strolling,0.19,43.23456380337782,9,False,False
hand,0.48,43.714563803377814,4,False,False
in,0.22,43.93456380337781,2,False,False
hand,0.26960625197932087,44.20417005535713,4,False,False
through,0.14,44.34417005535713,7,False,False
the,0.2299999999999999,44.57417005535713,3,False,False
village,0.31,44.88417005535713,7,False,False
"square,",0.28539614775806543,45.169566203115195,7,False,True
their,0.22,45.389566203115194,5,False,False
faces,0.19,45.57956620311519,5,False,False
aglow,0.15,45.72956620311519,5,False,False
with,0.31,46.03956620311519,4,False,False
"happiness,",0.36,46.39956620311519,10,False,True
as,0.13,46.529566203115195,2,False,False
if,0.1399999999999999,46.669566203115195,2,False,False
they,0.16,46.82956620311519,4,False,False
were,0.2199999999999999,47.04956620311519,4,False,False
still,0.24,47.28956620311519,5,False,False
in,0.1,47.389566203115194,2,False,False
the,0.06,47.4495662031152,3,False,False
first,0.38,47.8295662031152,5,False,False
blush,0.21,48.0395662031152,5,False,False
of,0.26605420450145156,48.30562040761665,2,False,False
romance.,0.2,48.505620407616654,8,True,False
By,0.11,48.61562040761665,2,False,False
the,0.23,48.84562040761665,3,False,False
time,0.19,49.03562040761665,4,False,False
me,0.17,49.20562040761665,2,False,False
was,0.75,49.95562040761665,3,False,False
"nineteen,",0.57,50.52562040761665,9,False,True
I,0.18,50.70562040761665,1,False,False
had,0.16,50.865620407616646,3,False,False
come,0.15,51.015620407616645,4,False,False
to,0.35,51.365620407616646,2,False,False
understand,0.42,51.78562040761665,10,False,False
that,0.2,51.98562040761665,4,False,False
their,0.19,52.17562040761665,5,False,False
love,0.2299999999999999,52.405620407616645,4,False,False
was,0.18,52.585620407616645,3,False,False
not,0.28,52.865620407616646,3,False,False
just,0.15,53.015620407616645,4,False,False
a,0.28,53.295620407616646,1,False,False
fleeting,0.3399999999999999,53.63562040761665,8,False,False
emotion,0.6599999999999999,54.295620407616646,7,False,False
but,0.16,54.45562040761664,3,False,False
a,0.18,54.63562040761664,1,False,False
deep,0.2199999999999999,54.85562040761664,4,False,False
and,0.12,54.97562040761664,3,False,False
abiding,0.1699999999999999,55.14562040761664,7,False,False
connection,0.3000000000000001,55.44562040761664,10,False,False
that,0.42,55.86562040761664,4,False,False
transcended,0.51,56.37562040761664,11,False,False
age,0.4599999999999999,56.83562040761664,3,False,False
and,0.26,57.095620407616636,3,False,False
time.,0.2299999999999999,57.32562040761663,5,True,False
The,0.2099999999999999,57.53562040761663,3,False,False
"villagers,",0.31,57.845620407616636,10,False,True
young,0.4899999999999999,58.33562040761664,5,False,False
and,0.1899999999999999,58.525620407616636,3,False,False
old,0.11,58.635620407616635,3,False,False
"alike,",0.2836201240191308,58.919240531635765,6,False,True
looked,0.13,59.04924053163577,6,False,False
upon,0.27,59.31924053163577,4,False,False
them,0.17,59.48924053163577,4,False,False
with,0.39,59.87924053163577,4,False,False
admiration,0.3199999999999999,60.19924053163577,10,False,False
and,0.2199999999999999,60.41924053163577,3,False,False
sought,0.1699999999999999,60.589240531635774,6,False,False
to,0.3,60.88924053163577,2,False,False
emulate,0.15,61.03924053163577,7,False,False
their,0.4,61.43924053163577,5,False,False
unwavering,0.4700000000000001,61.90924053163577,10,False,False
devotion,0.16,62.069240531635764,8,False,False
to,0.24,62.309240531635766,2,False,False
one,0.4199999999999999,62.72924053163577,3,False,False
another.,0.1999999999999999,62.92924053163577,8,True,False
And,0.19,63.11924053163577,3,False,False
"so,",0.22,63.33924053163577,3,False,True
in,0.1,63.43924053163577,2,False,False
this,0.2499999999999999,63.68924053163577,4,False,False
village,0.24,63.92924053163577,7,False,False
where,0.18,64.10924053163578,5,False,False
love,0.19,64.29924053163577,4,False,False
and,0.3199999999999999,64.61924053163577,3,False,False
joy,0.2678302282403862,64.88707075987615,3,False,False
reigned,0.3599999999999999,65.24707075987615,7,False,False
"supreme,",0.2871721714970001,65.53424293137316,8,False,True
age,0.19,65.72424293137315,3,False,False
became,0.11,65.83424293137315,6,False,False
but,0.32,66.15424293137315,3,False,False
a,0.2642781807625169,66.41852111213566,1,False,False
"number,",0.17,66.58852111213567,7,False,True
a,0.31,66.89852111213567,1,False,False
mere,0.28,67.17852111213567,4,False,False
footnote,0.1,67.27852111213566,8,False,False
in,0.07,67.34852111213566,2,False,False
the,0.41,67.75852111213565,3,False,False
grand,0.31,68.06852111213566,5,False,False
tapestry,0.69,68.75852111213565,8,False,False
of,0.31,69.06852111213566,2,False,False
life.,0.2299999999999999,69.29852111213566,5,True,False
One,0.2678302282403862,69.56635134037604,3,False,False
sunny,0.2713822757182555,69.8377336160943,5,False,False
"afternoon,",0.14,69.9777336160943,10,False,True
as,0.21,70.18773361609429,2,False,False
the,0.22,70.40773361609429,3,False,False
couple,0.16,70.56773361609429,6,False,False
sat,0.15,70.71773361609429,3,False,False
on,0.39,71.1077336160943,2,False,False
their,0.08,71.18773361609429,5,False,False
"porch,",0.17,71.3577336160943,6,False,True
a,0.2299999999999999,71.5877336160943,1,False,False
neighbor,0.22,71.8077336160943,8,False,False
came,0.1999999999999999,72.0077336160943,4,False,False
over,0.21,72.21773361609429,4,False,False
to,0.19,72.40773361609429,2,False,False
share,0.3,72.70773361609429,5,False,False
some,0.48,73.18773361609429,4,False,False
exciting,0.2299999999999999,73.4177336160943,8,False,False
news.,0.23,73.6477336160943,5,True,False
The,0.15,73.7977336160943,3,False,False
village,0.17,73.9677336160943,7,False,False
had,0.31,74.27773361609431,3,False,False
decided,0.25,74.52773361609431,7,False,False
to,0.14,74.66773361609431,2,False,False
host,0.26,74.92773361609432,4,False,False
a,0.2642781807625169,75.19201179685683,1,False,False
grand,0.2713822757182555,75.46339407257508,5,False,False
"festival,",0.41,75.87339407257508,9,False,True
a,0.4100000000000001,76.28339407257508,1,False,False
celebration,0.1999999999999999,76.48339407257508,11,False,False
of,0.25,76.73339407257508,2,False,False
love,0.38,77.11339407257508,4,False,False
and,0.19,77.30339407257507,3,False,False
joy,0.2,77.50339407257508,3,False,False
that,0.26,77.76339407257508,4,False,False
would,0.26,78.02339407257509,5,False,False
bring,0.1,78.12339407257508,5,False,False
everyone,0.37,78.49339407257509,8,False,False
together,0.18,78.67339407257509,8,False,False
in,0.25,78.92339407257509,2,False,False
a,0.3099999999999999,79.2333940725751,1,False,False
whirlwind,0.29,79.5233940725751,9,False,False
of,0.26605420450145156,79.78944827707656,2,False,False
movement,0.22,80.00944827707656,8,False,False
and,0.4,80.40944827707656,3,False,False
action.,0.3899999999999999,80.79944827707656,7,True,False
The,0.3099999999999999,81.10944827707657,3,False,False
couple,0.75,81.85944827707657,6,False,False
eagerly,0.43,82.28944827707657,7,False,False
agreed,0.44,82.72944827707657,6,False,False
to,0.75,83.47944827707657,2,False,False
"participate,",0.7300000000000001,84.20944827707658,12,False,True
their,0.3099999999999999,84.51944827707658,5,False,False
enthusiasm,0.42,84.93944827707658,10,False,False
infectious.,0.24,85.17944827707657,11,True,False
As,0.24,85.41944827707657,2,False,False
preparations,0.3199999999999999,85.73944827707656,12,False,False
"began,",0.29,86.02944827707657,6,False,True
the,0.3199999999999999,86.34944827707656,3,False,False
entire,0.06,86.40944827707656,6,False,False
village,0.2749343231961248,86.68438260027268,7,False,False
