word,timing,time_running,word_len,ends_in_period,ends_in_comma
As,0.1799999999999999,0.1799999999999999,2,False,False
the,0.19,0.3699999999999999,3,False,False
sun,0.2,0.5699999999999998,3,False,False
dipped,0.2499999999999999,0.8199999999999997,6,False,False
below,0.1899999999999999,1.0099999999999996,5,False,False
the,0.3,1.3099999999999996,3,False,False
"horizon,",0.15,1.4599999999999995,8,False,True
casting,0.28,1.7399999999999995,7,False,False
a,0.24,1.9799999999999995,1,False,False
warm,0.22,2.1999999999999997,4,False,False
glow,0.25,2.4499999999999997,4,False,False
over,0.1899999999999999,2.6399999999999997,4,False,False
the,0.24,2.88,3,False,False
small,0.4,3.28,5,False,False
suburban,0.42,3.6999999999999997,8,False,False
"neighborhood,",0.3399999999999999,4.04,13,False,True
the,0.29,4.33,3,False,False
sound,0.19,4.5200000000000005,5,False,False
of,0.4599999999999999,4.98,2,False,False
laughter,0.21,5.19,8,False,False
and,0.33,5.5200000000000005,3,False,False
clinking,0.33,5.8500000000000005,8,False,False
glasses,0.2,6.050000000000001,7,False,False
filled,0.28135986146458647,6.331359861464588,6,False,False
the,0.1699999999999999,6.5013598614645876,3,False,False
air.,0.6000000000000002,7.101359861464588,4,True,False
It,0.1699999999999999,7.271359861464588,2,False,False
was,0.2199999999999999,7.491359861464588,3,False,False
one,0.13,7.621359861464588,3,False,False
of,0.2499999999999999,7.871359861464588,2,False,False
those,0.2499999999999999,8.121359861464587,5,False,False
rare,0.1699999999999999,8.291359861464587,4,False,False
occasions,0.2699999999999999,8.561359861464586,9,False,False
when,0.19,8.751359861464586,4,False,False
our,0.29,9.041359861464585,3,False,False
entire,0.23,9.271359861464585,6,False,False
family,0.37,9.641359861464585,6,False,False
gathered,0.6800000000000002,10.321359861464584,8,False,False
"together,",0.3005663998502242,10.621926261314808,9,False,True
a,0.38,11.001926261314809,1,False,False
tapestry,0.29,11.291926261314808,8,False,False
of,0.3399999999999999,11.631926261314808,2,False,False
complex,0.6599999999999999,12.291926261314808,7,False,False
relationships,0.4,12.691926261314808,13,False,False
woven,0.26,12.951926261314808,5,False,False
together,0.2299999999999999,13.181926261314809,8,False,False
by,0.2199999999999999,13.40192626131481,2,False,False
blood,0.22,13.62192626131481,5,False,False
and,0.3,13.92192626131481,3,False,False
shared,0.41,14.33192626131481,6,False,False
history.,0.2799999999999999,14.61192626131481,8,True,False
My,0.2199999999999999,14.83192626131481,2,False,False
mom,0.21,15.041926261314812,3,False,False
was,0.26,15.301926261314811,3,False,False
crying,0.29,15.59192626131481,6,False,False
tears,0.2,15.79192626131481,5,False,False
of,0.2299999999999999,16.02192626131481,2,False,False
joy,0.13,16.15192626131481,3,False,False
as,0.18,16.33192626131481,2,False,False
she,0.21,16.54192626131481,3,False,False
embraced,0.1899999999999999,16.73192626131481,8,False,False
her,0.27,17.00192626131481,3,False,False
"sister,",0.2932011528632641,17.295127414178076,7,False,True
while,0.28,17.575127414178077,5,False,False
my,0.26,17.83512741417808,2,False,False
cousin,0.18,18.015127414178078,6,False,False
playfully,0.39,18.40512741417808,9,False,False
called,0.2499999999999999,18.65512741417808,6,False,False
my,0.2299999999999999,18.88512741417808,2,False,False
brother,0.24,19.125127414178078,7,False,False
his,0.18,19.305127414178077,3,False,False
"""long-lost",0.35,19.65512741417808,10,False,False
"twin""",0.16,19.81512741417808,5,False,False
due,0.13,19.945127414178078,3,False,False
to,0.1599999999999999,20.105127414178078,2,False,False
their,0.36,20.465127414178077,5,False,False
uncanny,0.53,20.99512741417808,7,False,False
resemblance.,0.2953297525036431,21.290457166681723,12,True,False
The,0.31,21.60045716668172,3,False,False
scent,0.1499999999999999,21.75045716668172,5,False,False
of,0.18,21.93045716668172,2,False,False
my,0.5599999999999999,22.49045716668172,2,False,False
grandmother's,0.30713822591894696,22.797595392600666,13,False,False
famous,0.37,23.167595392600667,6,False,False
lasagna,0.21,23.377595392600668,7,False,False
wafted,0.18,23.557595392600668,6,False,False
through,0.16,23.717595392600668,7,False,False
the,0.22,23.937595392600667,3,False,False
open,0.19,24.127595392600668,4,False,False
"windows,",0.42,24.54759539260067,8,False,True
drawing,0.46,25.00759539260067,7,False,False
everyone,0.56,25.56759539260067,8,False,False
inside,0.21,25.77759539260067,6,False,False
to,0.19,25.96759539260067,2,False,False
share,0.41,26.37759539260067,5,False,False
"stories,",0.6099999999999999,26.98759539260067,8,False,True
reminisce,0.29,27.27759539260067,9,False,False
about,0.32,27.59759539260067,5,False,False
old,0.2299999999999999,27.82759539260067,3,False,False
"times,",0.39,28.21759539260067,6,False,True
and,0.26,28.477595392600673,3,False,False
strengthen,0.2599999999999999,28.737595392600674,10,False,False
the,0.24,28.977595392600673,3,False,False
bonds,0.27767723797110644,29.255272630571778,5,False,False
that,0.2099999999999999,29.46527263057178,4,False,False
made,0.2,29.665272630571778,4,False,False
us,0.5599999999999999,30.225272630571776,2,False,False
a,0.26294674399718615,30.488219374568963,1,False,False
family.,0.36,30.848219374568963,7,True,False
As,0.14,30.988219374568963,2,False,False
we,0.3699999999999999,31.358219374568964,2,False,False
stepped,0.35,31.708219374568966,7,False,False
inside,0.2799999999999999,31.988219374568967,6,False,False
the,0.29,32.27821937456897,3,False,False
familiar,0.48,32.75821937456897,8,False,False
"house,",0.51,33.268219374568964,6,False,True
memories,0.2799999999999999,33.548219374568966,8,False,False
of,0.32,33.868219374568966,2,False,False
past,0.35,34.21821937456897,4,False,False
gatherings,0.4700000000000001,34.688219374568966,10,False,False
flooded,0.27,34.95821937456897,7,False,False
our,0.25,35.20821937456897,3,False,False
minds.,0.2732340115427626,35.48145338611173,6,True,False
Each,0.2299999999999999,35.71145338611173,4,False,False
room,0.75,36.46145338611173,4,False,False
held,0.1399999999999999,36.60145338611173,4,False,False
a,0.26,36.86145338611173,1,False,False
special,0.6000000000000001,37.46145338611173,7,False,False
"significance,",0.4199999999999999,37.88145338611173,13,False,True
with,0.34,38.22145338611173,4,False,False
corners,0.28,38.501453386111734,7,False,False
for,0.26,38.76145338611173,3,False,False
whispered,0.18,38.94145338611173,9,False,False
secrets,0.33,39.27145338611173,7,False,False
and,0.25,39.52145338611173,3,False,False
laughter,0.2099999999999999,39.73145338611173,8,False,False
echoing,0.1399999999999999,39.87145338611173,7,False,False
through,0.15,40.02145338611173,7,False,False
the,0.27031199098414627,40.29176537709588,3,False,False
hallways.,0.31,40.60176537709588,9,True,False
The,0.4100000000000001,41.01176537709588,3,False,False
living,0.5599999999999999,41.57176537709588,6,False,False
"room,",0.6699999999999999,42.24176537709588,5,False,True
adorned,0.28504248495806656,42.52680786205395,7,False,False
with,0.41,42.936807862053946,4,False,False
family,0.28,43.21680786205395,6,False,False
photos,0.3,43.516807862053945,6,False,False
from,0.24,43.75680786205395,4,False,False
various,0.23,43.98680786205394,7,False,False
vacations,0.2,44.186807862053946,9,False,False
and,0.3099999999999999,44.49680786205395,3,False,False
"milestones,",0.14,44.63680786205395,11,False,True
was,0.11,44.74680786205395,3,False,False
where,0.18,44.92680786205395,5,False,False
we,0.17,45.09680786205395,2,False,False
would,0.2299999999999999,45.32680786205395,5,False,False
huddle,0.2799999999999999,45.60680786205395,6,False,False
together,0.3,45.906807862053945,8,False,False
for,0.38,46.28680786205395,3,False,False
movie,0.38,46.66680786205395,5,False,False
nights,0.14,46.80680786205395,6,False,False
or,0.39,47.19680786205395,2,False,False
heated,0.75,47.94680786205395,6,False,False
debates.,0.2805992585297228,48.22740712058368,8,True,False
The,0.3199999999999999,48.54740712058368,3,False,False
"kitchen,",0.28,48.82740712058368,8,False,True
with,0.19,49.01740712058368,4,False,False
its,0.21,49.22740712058368,3,False,False
worn,0.28,49.50740712058368,4,False,False
wooden,0.54,50.04740712058368,6,False,False
countertops,0.4000000000000001,50.44740712058368,11,False,False
and,0.29,50.737407120583676,3,False,False
mismatched,0.6799999999999999,51.417407120583675,10,False,False
"chairs,",0.25,51.667407120583675,7,False,True
had,0.24,51.90740712058368,3,False,False
witnessed,0.4299999999999999,52.33740712058368,9,False,False
countless,0.3599999999999999,52.69740712058368,9,False,False
