word,timing,time_running,word_len,ends_in_period,ends_in_comma
I,0.17,0.17,1,False,False
never,0.2,0.37,5,False,False
thought,0.30700357673193457,0.6770035767319346,7,False,False
I'd,0.25,0.9270035767319346,3,False,False
be,0.2399999999999999,1.1670035767319344,2,False,False
the,0.21,1.3770035767319344,3,False,False
kind,0.1799999999999999,1.5570035767319343,4,False,False
of,0.29,1.8470035767319344,2,False,False
person,0.22,2.0670035767319344,6,False,False
to,0.18,2.2470035767319345,2,False,False
have,0.17,2.4170035767319344,4,False,False
my,0.1999999999999999,2.617003576731934,2,False,False
heart,0.2599999999999999,2.877003576731934,5,False,False
shattered,0.42,3.297003576731934,9,False,False
into,0.1799999999999999,3.4770035767319336,4,False,False
a,0.25,3.7270035767319336,1,False,False
million,0.2800000000000001,4.007003576731933,7,False,False
"pieces,",0.27,4.277003576731934,7,False,True
but,0.21,4.487003576731934,3,False,False
there,0.17,4.657003576731934,5,False,False
I,0.3099999999999999,4.967003576731933,1,False,False
"was,",0.3405907954610229,5.307594372192956,4,False,True
standing,0.3399999999999999,5.647594372192956,8,False,False
in,0.13,5.777594372192956,2,False,False
the,0.17,5.947594372192956,3,False,False
middle,0.1399999999999999,6.087594372192956,6,False,False
of,0.1499999999999999,6.237594372192955,2,False,False
the,0.17,6.407594372192955,3,False,False
"cafeteria,",0.36,6.7675943721929555,10,False,True
feeling,0.23,6.997594372192956,7,False,False
the,0.18,7.177594372192956,3,False,False
weight,0.14,7.317594372192955,6,False,False
of,0.26,7.577594372192955,2,False,False
rejection,0.44,8.017594372192955,9,False,False
pressing,0.28,8.297594372192954,8,False,False
down,0.1999999999999999,8.497594372192953,4,False,False
on,0.15,8.647594372192954,2,False,False
me,0.19,8.837594372192953,2,False,False
like,0.17,9.007594372192953,4,False,False
a,0.21347025550793153,9.221064627700885,1,False,False
ton,0.13,9.351064627700886,3,False,False
of,0.38,9.731064627700887,2,False,False
bricks.,0.4033550064464301,10.134419634147317,7,True,False
My,0.43,10.564419634147317,2,False,False
crush,0.24,10.804419634147317,5,False,False
had,0.1899999999999999,10.994419634147317,3,False,False
just,0.27,11.264419634147316,4,False,False
rejected,0.3399999999999999,11.604419634147316,8,False,False
me,0.15,11.754419634147316,2,False,False
in,0.2399999999999999,11.994419634147317,2,False,False
front,0.17,12.164419634147317,5,False,False
of,0.3099999999999999,12.474419634147317,2,False,False
"everyone,",0.48,12.954419634147317,9,False,True
and,0.12,13.074419634147317,3,False,False
the,0.36,13.434419634147316,3,False,False
words,0.3,13.734419634147317,5,False,False
"""crush",0.24,13.974419634147317,6,False,False
rejected,0.2699999999999999,14.244419634147317,8,False,False
"me""",0.32,14.564419634147317,3,False,False
echoed,0.26,14.824419634147317,6,False,False
in,0.15,14.974419634147317,2,False,False
my,0.2299999999999999,15.204419634147317,2,False,False
ears,0.2,15.404419634147317,4,False,False
like,0.13,15.534419634147318,4,False,False
a,0.29,15.824419634147317,1,False,False
cruel,0.26,16.084419634147316,5,False,False
taunt.,0.3877661195757629,16.47218575372308,6,True,False
It,0.1499999999999999,16.622185753723077,2,False,False
was,0.29,16.912185753723076,3,False,False
supposed,0.34,17.252185753723076,8,False,False
to,0.18,17.432185753723076,2,False,False
be,0.14,17.572185753723076,2,False,False
a,0.23,17.802185753723077,1,False,False
simple,0.33,18.132185753723075,6,False,False
exchange,0.32259246360260174,18.454778217325675,8,False,False
-,0.25,18.704778217325675,1,False,False
a,0.21347025550793153,18.918248472833607,1,False,False
sandwich,0.39,19.308248472833608,8,False,False
for,0.12,19.42824847283361,3,False,False
a,0.27,19.69824847283361,1,False,False
chance,0.23,19.92824847283361,6,False,False
at,0.27,20.19824847283361,2,False,False
love,0.26023691611993305,20.45848538895354,4,False,False
-,0.31,20.76848538895354,1,False,False
but,0.2599999999999999,21.02848538895354,3,False,False
even,0.22,21.24848538895354,4,False,False
that,0.2,21.44848538895354,4,False,False
was,0.15,21.598485388953538,3,False,False
too,0.2299999999999999,21.82848538895354,3,False,False
much,0.19,22.01848538895354,4,False,False
to,0.32,22.33848538895354,2,False,False
ask,0.38,22.71848538895354,3,False,False
for.,0.24,22.958485388953537,4,True,False
As,0.16,23.118485388953538,2,False,False
I,0.1999999999999999,23.318485388953537,1,False,False
watched,0.24,23.558485388953535,7,False,False
my,0.25,23.808485388953535,2,False,False
crush,0.26,24.068485388953537,5,False,False
walk,0.2999999999999999,24.368485388953538,4,False,False
"away,",0.19,24.55848538895354,5,False,True
I,0.2299999999999999,24.78848538895354,1,False,False
couldn't,0.24,25.028485388953538,8,False,False
help,0.3,25.32848538895354,4,False,False
but,0.15,25.478485388953537,3,False,False
think,0.21,25.688485388953538,5,False,False
about,0.3,25.98848538895354,5,False,False
all,0.14,26.12848538895354,3,False,False
the,0.24,26.368485388953538,3,False,False
times,0.31,26.678485388953536,5,False,False
we'd,0.25,26.928485388953536,4,False,False
spent,0.37,27.298485388953537,5,False,False
"together,",0.41853522981435876,27.717020618767897,9,False,True
laughing,0.26,27.9770206187679,8,False,False
and,0.27,28.2470206187679,3,False,False
joking,0.31,28.557020618767897,6,False,False
"around,",0.3873574560730244,28.94437807484092,7,False,True
but,0.22,29.16437807484092,3,False,False
never,0.27,29.434378074840918,5,False,False
quite,0.3299999999999999,29.764378074840916,5,False,False
crossing,0.2299999999999999,29.994378074840917,8,False,False
the,0.21,30.204378074840918,3,False,False
line,0.13,30.334378074840917,4,False,False
into,0.32,30.654378074840917,4,False,False
kissing,0.23,30.884378074840917,7,False,False
or,0.3,31.184378074840918,2,False,False
flirting.,0.4345327801877644,31.618910855028684,9,True,False
It,0.26,31.878910855028685,2,False,False
seemed,0.3099999999999999,32.18891085502869,6,False,False
that,0.16,32.348910855028684,4,False,False
our,0.38,32.72891085502869,3,False,False
relationship,0.4600000000000001,33.18891085502869,12,False,False
was,0.26,33.448910855028686,3,False,False
destined,0.24,33.68891085502869,8,False,False
to,0.1999999999999999,33.88891085502869,2,False,False
remain,0.2199999999999999,34.10891085502869,6,False,False
as,0.21,34.31891085502869,2,False,False
stale,0.3599999999999999,34.67891085502869,5,False,False
and,0.6,35.27891085502869,3,False,False
unfulfilling,0.4200000000000001,35.69891085502869,12,False,False
as,0.1799999999999999,35.87891085502869,2,False,False
the,0.35,36.228910855028694,3,False,False
sandwich,0.3899999999999999,36.618910855028695,8,False,False
that,0.21,36.828910855028695,4,False,False
now,0.25,37.078910855028695,3,False,False
lay,0.35,37.4289108550287,3,False,False
rejected,0.3,37.728910855028694,8,False,False
on,0.12,37.84891085502869,2,False,False
the,0.24,38.08891085502869,3,False,False
cold,0.45,38.538910855028696,4,False,False
linoleum,0.0799999999999999,38.618910855028695,8,False,False
floor.,0.3877661195757629,39.00667697460446,6,True,False
As,0.15,39.15667697460446,2,False,False
I,0.19,39.346676974604456,1,False,False
stood,0.29,39.636676974604455,5,False,False
"there,",0.26,39.89667697460445,6,False,True
trying,0.22,40.11667697460445,6,False,False
to,0.31,40.426676974604455,2,False,False
process,0.28,40.706676974604456,7,False,False
the,0.45,41.15667697460446,3,False,False
"humiliation,",0.5,41.65667697460446,12,False,True
I,0.26,41.91667697460446,1,False,False
felt,0.16,42.07667697460445,4,False,False
a,0.27,42.346676974604456,1,False,False
sudden,0.3,42.64667697460445,6,False,False
urge,0.25,42.89667697460445,4,False,False
to,0.15,43.04667697460445,2,False,False
let,0.23,43.27667697460445,3,False,False
my,0.33,43.60667697460445,2,False,False
emotional,0.4599999999999999,44.06667697460445,9,False,False
expression,0.33,44.396676974604446,10,False,False
run,0.3099999999999999,44.70667697460445,3,False,False
wild.,0.37217723270509573,45.07885420730955,5,True,False
I,0.35,45.42885420730955,1,False,False
clenched,0.27,45.69885420730955,8,False,False
my,0.26,45.95885420730955,2,False,False
fists,0.21,46.16885420730955,5,False,False
and,0.1699999999999999,46.33885420730955,3,False,False
mimed,0.39,46.72885420730955,5,False,False
"crying,",0.3873574560730244,47.11621166338258,7,False,True
hoping,0.21,47.32621166338258,6,False,False
that,0.1699999999999999,47.49621166338258,4,False,False
the,0.5700000000000001,48.06621166338258,3,False,False
exaggerated,0.43,48.49621166338258,11,False,False
gesture,0.23,48.72621166338258,7,False,False
would,0.29,49.01621166338258,5,False,False
somehow,0.39,49.40621166338258,7,False,False
alleviate,0.32,49.72621166338258,9,False,False
the,0.23,49.956211663382575,3,False,False
pain.,0.37217723270509573,50.328388896087674,5,True,False
To,0.15,50.47838889608767,2,False,False
my,0.39,50.86838889608767,2,False,False
"surprise,",0.52,51.388388896087676,9,False,True
she,0.3199999999999999,51.708388896087676,3,False,False
started,0.32,52.02838889608768,7,False,False
"laughing,",0.41853522981435876,52.44692412590204,9,False,True
and,0.13,52.57692412590204,3,False,False
it,0.18,52.75692412590204,2,False,False
was,0.1,52.85692412590204,3,False,False
as,0.1899999999999999,53.04692412590204,2,False,False
if,0.1599999999999999,53.206924125902034,2,False,False
her,0.41,53.61692412590203,3,False,False
laughter,0.5499999999999999,54.16692412590203,8,False,False
had,0.26,54.426924125902026,3,False,False
unlocked,0.4,54.826924125902025,8,False,False
something,0.24,55.06692412590203,9,False,False
within,0.2299999999999999,55.296924125902024,6,False,False
me.,0.2,55.49692412590203,3,True,False
