word,timing,time_running,word_len,ends_in_period,ends_in_comma
Once,0.21,0.21,4,False,False
upon,0.16,0.37,4,False,False
a,0.21,0.58,1,False,False
time,0.23,0.8099999999999999,4,False,False
in,0.14,0.95,2,False,False
the,0.21,1.16,3,False,False
quaint,0.2722175324171672,1.432217532417167,6,False,False
little,0.39,1.822217532417167,6,False,False
village,0.17,1.992217532417167,7,False,False
of,0.32,2.3122175324171668,2,False,False
Whispering,0.48,2.7922175324171667,10,False,False
"Willows,",0.27790310217467634,3.0701206345918433,8,False,True
there,0.22,3.2901206345918435,5,False,False
lived,0.29,3.5801206345918435,5,False,False
a,0.28,3.8601206345918433,1,False,False
young,0.2,4.0601206345918435,5,False,False
girl,0.28,4.340120634591844,4,False,False
named,0.36,4.700120634591844,5,False,False
Melody,0.26,4.960120634591844,6,False,False
who,0.2,5.160120634591844,3,False,False
had,0.13,5.290120634591844,3,False,False
a,0.2688253407157141,5.558945975307558,1,False,False
magical,0.14,5.6989459753075575,7,False,False
gift.,0.27350031330781077,5.972446288615369,5,True,False
Her,0.23,6.202446288615369,3,False,False
voice,0.51,6.712446288615369,5,False,False
was,0.18,6.892446288615369,3,False,False
so,0.37,7.262446288615369,2,False,False
enchanting,0.3299999999999999,7.592446288615369,10,False,False
that,0.24,7.832446288615369,4,False,False
every,0.26,8.092446288615369,5,False,False
time,0.21,8.30244628861537,4,False,False
she,0.27,8.57244628861537,3,False,False
"spoke,",0.5499999999999999,9.12244628861537,6,False,True
the,0.19,9.31244628861537,3,False,False
world,0.3,9.61244628861537,5,False,False
around,0.19,9.80244628861537,6,False,False
her,0.23,10.03244628861537,3,False,False
seemed,0.24,10.27244628861537,6,False,False
to,0.19,10.46244628861537,2,False,False
come,0.27086065573658596,10.733306944351956,4,False,False
alive.,0.75,11.483306944351956,6,True,False
"""Said",0.31,11.793306944351956,5,False,False
Mama,0.4199999999999999,12.213306944351956,4,False,False
"I,""",0.22,12.433306944351957,3,False,False
Melody,0.51,12.943306944351956,6,False,False
would,0.33,13.273306944351956,5,False,False
"begin,",0.1899999999999999,13.463306944351956,6,False,True
and,0.31,13.773306944351956,3,False,False
the,0.4299999999999999,14.203306944351956,3,False,False
flowers,0.28,14.483306944351956,7,False,False
would,0.29,14.773306944351955,5,False,False
sway,0.29,15.063306944351954,4,False,False
gently,0.25,15.313306944351954,6,False,False
as,0.13,15.443306944351955,2,False,False
if,0.2799999999999999,15.723306944351954,2,False,False
dancing,0.28,16.003306944351955,7,False,False
to,0.1699999999999999,16.173306944351953,2,False,False
her,0.22,16.393306944351952,3,False,False
words.,0.27417875164810135,16.667485696000053,6,True,False
"""Said",0.2,16.867485696000053,5,False,False
did,0.38,17.24748569600005,3,False,False
"I,""",0.1699999999999999,17.41748569600005,3,False,False
she,0.18,17.59748569600005,3,False,False
would,0.4,17.997485696000048,5,False,False
"continue,",0.4,18.397485696000047,9,False,True
and,0.13,18.527485696000046,3,False,False
the,0.19,18.717485696000047,3,False,False
birds,0.15,18.867485696000045,5,False,False
would,0.28,19.147485696000047,5,False,False
chirp,0.33,19.477485696000045,5,False,False
in,0.26,19.737485696000046,2,False,False
harmony,0.27,20.007485696000046,7,False,False
with,0.18,20.187485696000046,4,False,False
her,0.2199999999999999,20.407485696000045,3,False,False
speech.,0.18,20.587485696000044,7,True,False
One,0.2,20.787485696000044,3,False,False
sunny,0.34,21.127485696000043,5,False,False
"morning,",0.26,21.387485696000045,8,False,True
as,0.26,21.647485696000047,2,False,False
Melody,0.22,21.867485696000045,6,False,False
walked,0.37,22.237485696000046,6,False,False
through,0.1599999999999999,22.397485696000047,7,False,False
the,0.21,22.607485696000047,3,False,False
village,0.46,23.06748569600005,7,False,False
"square,",0.2772246638343857,23.344710359834433,7,False,True
she,0.3399999999999999,23.684710359834433,3,False,False
encountered,0.29,23.974710359834432,11,False,False
an,0.22,24.19471035983443,2,False,False
old,0.23,24.42471035983443,3,False,False
woman,0.2299999999999999,24.654710359834432,5,False,False
with,0.14,24.794710359834433,4,False,False
a,0.1899999999999999,24.984710359834434,1,False,False
kind,0.19,25.174710359834435,4,False,False
face.,0.6699999999999999,25.844710359834437,5,True,False
The,0.19,26.03471035983444,3,False,False
woman,0.22,26.254710359834437,5,False,False
looked,0.29,26.544710359834436,6,False,False
at,0.1599999999999999,26.704710359834436,2,False,False
her,0.13,26.834710359834435,3,False,False
with,0.13,26.964710359834434,4,False,False
a,0.22,27.184710359834433,1,False,False
warm,0.27086065573658596,27.45557101557102,4,False,False
smile,0.2799999999999999,27.735571015571022,5,False,False
and,0.2799999999999999,28.015571015571023,3,False,False
"said,",0.27,28.285571015571023,5,False,True
"""My",0.19,28.475571015571024,3,False,False
dear,0.3299999999999999,28.805571015571022,4,False,False
"child,",0.2765462254940951,29.082117241065117,6,False,True
your,0.25,29.332117241065117,4,False,False
