,explanation,num_clusters,cluster_idx,corr,size,size>100,size_str,top_ngrams
3040,Recognition and interaction in social situations,287,203,0.6174511316212099,21.0,False,10-50,"['practiced that answer', 'everyone assumes i', 'she recognized me', 'someone would notice', 'recognized me and', 'writing his obituary', 'i provoked gasps', 'neighbor had recognized', 'i impress everyone', 'officer heard me', 'who i googled', 'broached the subject', 'liked her immediately', 'she laughed cause', 'they seemed interested', 'googling strangers so', 'we caught eyes', 'recognizing me from', 'said guess what', 'bunkmates start talking', 'he notices me', 'asked not expecting', 'he kept apologizing', 'of googling strangers', 'he knows anyways', 'handshake she complimented', 'guard spotted us', 'his recognizing me', 'knew exactly who', 'he had googled', 'started telling everybody', 'defense i exaggerated', 'somehow i knew', 'her googling myself', 'i tell people', 'people ask me', 'googling strangers', 'eyed her suspiciously', 'recognized me', 'asked i laughed', 'people i messaged', 'he spotted me', 'am often asked', 'felt creepily familiar', 'whenever someone asked', ""i 'd rehearsed"", 'embarrassed because everybody', 'about googling yourself', 'i google myself', ""she 's googling"", 'i was joking', 'tried to flirt', 'he knew i', 'he thought i', 'fathers feeling marginalized', 'the mime feigned', 'that my jokes', 'people often ask', 'notices me', 'number to strangers', 'me her number', 'a stranger tells', 'knew what was', 'criticizing my hairdo', 'googling her now', 'would notice my', 'he asked thinking', 'when people ask', 'googling her endlessly', 'it seemed incongruous', 'imagine why i', 'of laughed because', 'snide comment about', 'scared to google', 'behind me feigning', 'already called ahead', 'email i imagined', 'i quickly googled', 'cassava is unfamiliar', ""i 'd romanticized"", 'i google strangers', 'were barely acquainted', 'later she realized', 'they thought i', 'scissors someone shouted', 'checking me out', 'snide comment', 'i felt ashamed', 'googling of strangers', 'at googling strangers', 'they were joking', 'where i exaggerated', 'thanked me for', 'obvious right away', 'i blamed everyone', 'had handled grief', 'york everyone assumes', 'googling myself i', 'coma everyone says', 'knew exactly what']"
2981,Time and age references,287,144,0.5342629185494496,10.0,False,10-50,"['i was eighteen', 'me was nineteen', 'i was twenty', 'i was nineteen', 'i was fourteen', 'i was eleven', 'i was fifteen', 'i was thirteen', 'at age twenty', 'i was sixteen', 'i was seventeen', 'i was twelve', 'i was eight', 'me at fifteen', 'i was seven', 'i was thirty', 'i was ten', 'june of nineteen', 'april of nineteen', 'i was six', 'at twelve thirty', 'august of twenty', 'morning late february', 'i was five', 'around six thirty', 'um march twentieth', 'i was nine', 'october of nineteen', 'fifteen when', 'at about eleven', 'in eighteen eighty', 'i was four', ""i 'm twenty"", 'in nineteen sixty', 'at eighteen', 'of october nineteen', 'april nineteen forty', 'at four thirty', 'late in nineteen', 'sunday february third', 'october nineteen forty', 'on nineteen ninety', 'about nine thirty', 'at three pm', 'day september nineteenth', ""o'clock on saturday"", 'in nineteen forty', 'age just twenty', 'june nineteenth', 'was five thirty', 'eighteen when', 'was early october', 'was july thirtieth', 'fifteenth of april', 'september twenty first', 'my story begins', 'it was july', 'july nineteen forty', 'july thirtieth', 'in june forty', 'brother was nineteen', 'at seven pm', 'he was eighteen', 'so at eighteen', 'drove to washington', 'september nineteenth', 'in nineteen seventy', 'october nineteen', 'nineteen eighty when', 'nineteen sixty eight', 'come june nineteenth', 'in nineteen fifty', 'date was september', ""i 'm forty"", 'was january forty', 'evening in june', 'in nineteen eighty', 'on easter sunday', 'march twentieth nineteen', 'back in nineteen', 'of april nineteen', 'seventeen when', 'late nineteen eighties', 'late february', 'twelve in august', 'was september twenty', 'in nineteen ninety', 'on february first', 'summer of nineteen', 'it is thursday', 'at three forty', 'mom was twenty', 'exactly one hundred', 'i am fifteen', 'february third', 'until nineteen sixty', 'was late afternoon', ""'s nineteen forty"", 'about five thirty', 'of nineteen forty']"
2891,Communication and Relationships,287,54,0.3350982709037924,11.0,False,10-50,"['you tell people', 'not to brag', 'divorced or just', 'i tell people', 'telling the person', 'started telling everybody', 'i told somebody', 'done telling you', 'have not divvied', 'i told everyone', 'i tell everyone', 'you would pick', 'you text them', 'never sent flowers', 'eventually i forgave', 'dating for months', 'you compliment people', 'who deserves more', 'i told everybody', 'be picky', 'help me sue', 'me her number', 'i told them', 'people i asked', 'blame anybody because', 'break up with', ""'ve told girls"", 'comparison is unfair', 'am i arguing', 'saved up enough', 'told somebody to', 'rapture comes before', 'given the choice', ""'m telling you"", 'told you what', 'just tell me', 'win a prize', 'just told you', 'i tell them', ""'m done telling"", 'tell people but', 'asked me out', 'different answer and', 'dating profile that', 'should marry someone', 'have to chose', 'what to give', 'smallest cheapest bouquet', 'promise me', 'telling you this', 'i told myself', 'finally i said', 'marry someone you', 'i asked them', 'told my friends', 'having a potluck', 'sending someone the', 'fixing things ourself', 'housewarming gift', 'finally they were', 'go the extra', 'than telling you', 'not divvied', 'surprised than offended', 'asked them you', ""'d tell them"", 'could be picky', 'no right way', 'commandment of', 'neither answer feels', 'time or money', 'even tell them', 'should i marry', 'throw something away', 'i tell you', 'her number or', 'and finally after', ""n't sue me"", 'exactly tell them', 'tell someone and', 'finally the day', 'you finally finish', 'more time so', 'uh remarried after', 'tell me to', 'that senior year', 'not the ultimate', 'little more asking', 'invitations went out', 'so i ask', 'i forgave', 'something more valuable', 'so they bundle', 'really wanna argue', 'i begged them', 'asked her to', 'i finally said', 'i saved up', ""n't ask her"", 'asking anybody i']"
2955,Personal experiences and circumstances.,287,118,0.29715765256498744,11.0,False,10-50,"['this fire exting', 'not being able', 'ever be able', 'not be able', 'fire exting', 'hopefully being able', 'of being able', 'being able', 'have been able', 'to be able', 'last guy i', 'student but i', 'apartment my bachelor', 'but my wife', 'palm my fiance', 'but my last', ""'m working late"", 'last one i', 'my city but', 'cooking but my', 'i had decided', 'husband but i', 'child but i', 'um but my', 'i was nineteen', 'i was five', 'area my wife', 'i was seventeen', 'and soon after', 'few dozen relatives', 'my fiance', 'it was summer', 'one my wife', 'area but i', 'years but i', 'my relatives', 'me was nineteen', 'i was twenty', 'but my', 'i was six', 'i was four', 'i had experienced', 'i was twelve', 'since but i', 'lost his wife', 'i was three', 'um i lost', 'her sixties and', 'happened to me', 'right around christmas', 'but mine', 'i was fifteen', 'i was seven', 'my past because', 'but nobody had', 'i was sixteen', 'happen but my', 'um i said', 'during christmas', 'profession but i', 'lost his father', 'with my wife', 'school i was', 'and my grandfather', 'suddenly a customer', 'had never experienced', 'i was eighteen', 'scarce in winter', 'possible but soon', 'were no women', 'night my wife', 'city but i', 'just as my', 'had a girlfriend', 'wife but we', ""'m the last"", 'experience i had', 'swimming i do', 'truman had agreed', 'school but i', 'am not married', 'daughter is nineteen', 'children but i', 'number i held', 'school which i', 'but my only', 'truck i knew', 'my first wife', 'my step father', 'last time i', 'i had lost', 'i had studied', 'i had begun', 'and by now', 'when my words', 'working late', 'manager so i', 'but his', 'sworn off men', 'was my summer']"
3042,Romantic relationships and personal interactions,287,205,0.25137042296938666,24.0,False,10-50,"['dad obviously but', 'feeling really stupid', 'just looking i', 'recent loss maybe', 'aforementioned then girlfriend', 'crush rejected me', 'told the unboyfriend', 'school crush rejected', 'would keep quiet', 'broken up with', 'scared but', 'said sure because', 'not to brag', 'she laughed and', 'tiny bit joking', 'crush rejected', 'him semi jokingly', ""'m a discerning"", 'semi jokingly', 'sort of boyfriend', 'not partnered romantically', 'broke up with', 'justified my rudeness', 'former boyfriend', 'was about equality', 'new boyfriend', 'embarrassment she giggled', 'said anything positive', 'being a girlfriend', 'worried because i', 'i broke up', 'smoking is butch', 'sorry mom but', 'syndrome and', 'lost my husband', 'high school crush', 'fiance although', 'looked cute', 'were amazingly welcoming', 'retorted rather loudly', 'not been married', 'another temple but', 'girl come visit', ""'m extremely sarcastic"", 'she said wincing', 'safe she scoffed', 'who looked cute', 'girlfriend so we', 'would just discreetly', 'am not married', 'hurt and confused', 'so cute', 'boyfriend though', 'an only child', 'me feigning interest', 'drop them i', 'was mutual because', 'that she dated', 'i was cocky', 'was patient and', 'legally married but', 'terrible daughter because', 'fire me but', ""'s arguments about"", 'tend to demean', 'father so i', 'shrugged refusing to', 'terry was cordial', 'responsibilities so if', 'of boyfriend though', 'decided no i', 'not to laugh', 'husband to be', 'never raced', 'boyfriend though we', 'we dated but', 'jokingly', 'husband but', 'rejected by a', 'understandably confused', 'political but internal', 'i confessed maybe', 'idea of flirty', 'you right i', 'adventurous pen pals', 'she smiled and', 'feelings so my', 'faggot here and', 'now ex wife', 'pregnant an unmarried', 'turns being alone', 'decades but rarely', 'hierarchical guy but', 'come visit but', 'need help maybe', 'prayer but usually', 'she giggled and', 'should i marry', 'husband told', ""'m not winking""]"
3119,Personal experiences and emotions,287,282,0.19647557565895177,12.0,False,10-50,"['this fire exting', 'fire exting', 'not being able', 'vogt entered history', 'of being able', 'i started crying', 'a hollywood analogy', 'not be able', 'i became depressed', 'i started laughing', 'interview goes perfectly', 'ever be able', 'on a whim', 'wanna laugh', 'being able', 'compliment people', 'into nihilism', 'hopefully being able', 'relationship i had', 'the reunion i', 'series that i', 'into their lives', 'your favorite movie', 'life as i', 'husband but i', 'contemporaries express bafflement', 'a movie i', 'address at ceremonies', 'you compliment people', 'i actually helped', 'crying as i', 'husband does', 'bored now', 'twenty three now', 'seventy men huh', 'favorite movie', 'defense i exaggerated', 'other people mocked', 'in history', 'family adopted me', 'start complimenting everybody', 'yields he argued', 'hmm', 'and gave thanks', 'screaming until i', 'hollywood analogy', 'in in marriage', 'have been able', 'greatest guy i', 'best sports moment', 'wife left me', 'month into kindergarten', 'fishing since i', 'student but i', 'promoted or not', 'excitement as i', 'santa and i', 'cheer you up', 'more disappointed but', 'quite anxious but', 'had an affair', 'a relationship i', 'everyone assumes i', 'use different definitions', 'book nerd despite', 'became depressed', 'a good movie', 'i whisper so', 'be picky', 'i was joking', 'friendship is over', 'answered an interviewer', 'friends come over', 'given my history', 'profession but i', 'other people laugh', 'in african history', 'friend she said', 'relationship i moved', 'friend i made', 'company tagline', 'the breakup i', 'an idea i', 'a reporter came', 'i secretly', 'relationship i lost', 'the movie i', 'smug though i', 'i tasted them', 'an unpleasant memory', 'got online did', 'college here i', 'just passing by', 'my senior prom', 'forget her i', 'diagnosed with epilepsy', 'i impress everyone', 'recently got divorced', 'married now', 'i exaggerated']"
3102,Human interactions and emotions,287,265,0.19066751279202226,23.0,False,10-50,"['out of friendship', 'this for exercise', 'as a distraction', 'terms of calories', 'awkward small talk', ""'s lassitude"", 'she just shrug', 'of other strangers', 'disagreement immediately', 'their lives now', 'habits and hobbies', 'i stopped trying', 'disgust but pity', 'it by saying', ""n't happen hurling"", 'and agricultural researcher', 'with a shrug', 'karate and ballet', 'out of frustration', 'for the children', 'romance not learn', 'and you text', 'never and delay', 'as a citizen', 'like okay rabies', 'taught me patience', 'the doorbell', 'me quite anxious', 'have felt awkward', 'academically', 'not tell anyone', 'study and watching', 'response was nah', ""rubisco 's lassitude"", 'to make ends', 'and hobbies', 'laugh a lot', 'mothers who sometimes', ""n't expect others"", 'and ballet', 'of babysitting', 'number to strangers', 'themselves now', 'day after school', 'just shrug', 'sexuality is pending', 'understanding and empathy', ""n't crying over"", 'he nodded', 'never tried to', 'been a failure', 'and learn', 'off the phone', 'lenient about', 'because righteous indignation', 'me feel like', 'like laziness', 'refused to escalate', 'not support gay', 'okay for others', ""did n't cry"", 'our relationship now', 'other people laugh', 'notion that talk', 'cremated our childish', 'hobbies', 'later the doorbell', 'apologize or talk', 'is this aryan', 'students a gossip', 'good and i', 'of course distractions', 'the driver shrugged', 'billiards except', 'whole homosexuality thing', 'possible the extremism', 'and how lonely', 'i knew exercise', 'adults and maybe', 'questions tempered with', 'dancer or anything', 'hobby', 'of my cockiness', 'uncle because like', 'be an academic', 'ya and', 'stopped trying', 'sense of insight', 'any more children', ""'s protector"", 'wanted to learn', 'with strangers', 'a distraction', ""'s the blackout"", 'a shrug', 'of strangers', ""'re a pagan"", 'and the dreamer', 'than business', 'than take walks']"
2938,"""Relationships and personal interactions""",287,101,0.1906418399638039,21.0,False,10-50,"['with my husband', 'agriculture cheaper food', 'am i arguing', 'an understanding of', 'husband insisted', 'told my husband', 'husband just', 'husband is', 'as a writer', 'sense of insight', 'and my husband', 'of greeting', 'swimmers ready to', 'with a joke', 'morals especially when', 'and agricultural researcher', 'that my jokes', 'have some understanding', 'and other drawing', 'because my friend', 'and demonstrate', ""'s wicked humor"", 'marriage my husband', 'are worthy of', 'the students writes', 'of insight', 'other student drawings', 'because a friend', 'teacher the teacher', 'outrageous conclusions', 'a therapist', 'had finished writing', 'without resorting to', 'breathed deeply searching', 'husband needed a', 'of wine for', 'without the fear', 'of strange giddiness', 'a psychoanalyst', 'humanity even when', 'husband was', 'my jokes were', 'give you a', 'take advantage of', 'of insight into', 'feel better about', 'if only by', 'any christian virtue', 'understanding and empathy', 'association great organization', 'whatever incongruities', ""'s stories"", 'myself googling', 'she still doubted', 'career my husband', 'when my husband', 'of googling', 'as a joke', 'that me doing', 'closeness born of', 'and compassion', 'for me waiting', 'told nance about', 'writer for', 'wife is', 'my mind is', 'a researcher', 'wife explained that', ""'s husband"", 'of self hatred', 'you that blessing', 'his chorus of', 'and gratitude for', 'some understanding of', 'their intended audience', 'taught me that', 'of curious compassion', 'surprised myself with', 'helped me find', 'wrote poetry that', 'of finding', 'approached religion with', 'so your psychological', 'husband might get', 'wife was', 'sacrifices are worth', 'such outrageous conclusions', 'myself feeling', 'filled me with', 'cafe while wistfully', 'my husband eating', 'my therapist', 'and and explains', 'of marriage with', 'will profit from', 'a soldier asked', 'husband does', 'husband might', 'a lawyer', 'with my wife']"
2986,No common theme identifiable.,287,149,0.17350720312180679,12.0,False,10-50,"['this fire exting', 'not being able', 'fire exting', 'not be able', 'ever be able', 'of being able', 'being able', 'hopefully being able', 'implication is that', 'concluded that', 'have been able', 'cut at', 'our siblings', 'which means', 'consistent', 'of slacking', 'like jane goodall', 'you parole from', 'concluding that', 'of species', 'of liberty', 'of my siblings', ""'s the ironic"", 'adapted to', 'did you parole', 'cousin whose mother', 'was consistent', 'to be able', 'and also lead', ""'s paroled"", 'to dive', 'suggests that', 'needed to photocopy', 'reason to doubt', 'has estimated', 'a scuba', 'i burnt out', 'were silent on', 'questioned whether', 'and then locks', 'had a significant', 'will exceed', 'of a nervous', 'form and', 'in the budget', 'will reach', 'of strange giddiness', 'printed', 'and subvert', 'can save', 'of weightlessness', 'to consume', 'when we engage', 'meant we', 'which was received', 'were maintained', 'with an essay', 'which also', 'paused for', 'fact the subspecies', 'which permits', 'consensus among', 'can help', 'broadcasters switched to', 'at the workplace', 'switched to', 'to drop', 'would drop', 'in the workplace', 'my shrink', 'of instructional time', 'will help', 'here can achieve', 'were inconclusive', 'indicate that', 'and is the', 'devote', 'calls into question', 'could learn', 'public consumption', 'saved', ""'m riding"", 'to improvise', 'need to train', 'was increasingly addictive', 'tests were inconclusive', 'from a prison', ""who 's paroled"", 'maintained', 'of all species', 'jane goodall', 'i felt nervous', 'got i paroled', 'of his patrons', 'shifted to', 'who would photograph', 'able to save', 'able to rebuild', 'a gaze', 'produced']"
3025,Personal experiences and reflections,287,188,0.16600172091540275,14.0,False,10-50,"['i provoked gasps', 'saw myself represented', 'i tell people', 'its scientific name', 'there were downsides', 'my prison routines', 'whenever someone asked', 'someone has questions', 'googling her endlessly', 'growing copyright abolitionism', 'no artistic talent', ""they were'nt joking"", 'someone once told', 'things like creationist', 'some lighter', 'why marriage exists', 'they applaud virginity', 'accurate too though', 'up whatever incongruities', 'provided before and', 'about creationism', 'lots of disclaimers', 'the prophets emphasis', 'my usual answers', 'mundane but', 'were no women', 'you have options', 'my options if', 'girlfriend now ex', 'were big news', 'copyright abolitionism', 'creationism', 'my history with', ""'s company tagline"", 'our aim in', 'she rephrased the', 'school before and', 'having started as', 'half italian so', 'seemed so exotic', 'i sometimes lie', 'my parenting goals', 'lot of negativity', 'still a virgin', ""'m somewhat famous"", 'the legal issues', 'i knew it', ""'d heard that"", 'i bickered over', 'locals had told', 'googling strangers so', 'my favorite line', 'always heard parents', 'no athletic ability', 'the tagline', 'extensive background', 'three stories here', 'googling strangers', 'demanding apologies', 'the book as', 'the prophets argued', 'hear good things', 'what diwali really', ""i 'll explain"", 'provoked gasps', 'fathers feeling marginalized', 'with album titles', 'creationist', 'the marriage question', 'be baptized immediately', 'were safe huh', 'sue me for', 'at googling strangers', 'of googling strangers', 'okay three stories', 'googling myself', 'is often said', 'seventy men huh', 'a minor background', ""game 's tagline"", 'every single greeting', 'this encapsulated the', 'ithe school motto', 'my first experience', 'later she realized', 'the title was', 'i remember telling', 'puzzling for hours', 'not to brag', 'googling her now', 'my story while', 'an extensive background', 'whatever incongruities', 'reading online that', 'uh if lying', 'my first kiss', 'indianness', 'i had listened', 'you compliment people', 'do booked shows']"
