,explanation,stability,top_ngrams
267_only,years in the 20th century,0.6741969088604112,"['nine nineteen seventy', 'twentieth nineteen ninety', 'and nineteen fifty', 'of nineteen sixty', 'and nineteen thirty', 'bit nineteen sixty', 'of nineteen fifty', 'october nineteen forty', 'one nineteen forty', 'nineteenth nineteen forty', 'nineteen sixty', 'in nineteen sixty', 'on nineteen ninety', 'nineteen seventy', 'of nineteen ninety', 'in nineteen seventy', 'nineteen ninety', ""'s nineteen seventy"", ""'s nineteen forty"", 'to nineteen forty', 'our nineteen eighty', 'in nineteen fifty', 'this nineteen seventy', 'texas nineteen sixty', 'between nineteen fifty', 'april nineteen forty', 'of nineteen eighty', 'july nineteen forty', 'a nineteen thirty', 'shorts and black', 'was nineteen seventy', 'in nineteen ninety', 'nineteen fifty', 'of nineteen forty', 'two thousand fifty', 'between nineteen thirty', 'in nineteen thirty', 'about nineteen seventy', 'until nineteen sixty', 'nineteen thity five', 'nineteen forty', 'in nineteen forty', 'two thousand four', 'nineteen thirty', 'in nineteen eighty', 'the nineteen eighty', 'nineteen eighty', 'three thousand seven', 'was nineteen eighty', 'since nineteen eighty', 'year two thousand', 'proof nineteen seventy', 'in eighteen eighty', 'until nineteen seventy', 'about nine thirty', 'before nineteen eighty', 'day nineteen eighty', 'september nineteenth nineteen', 'two seventy five', 'until nineteen ninety', 'twenty thousand fifty', 'at thirty eight', 'thirty seven eighty', 'three hundred ninety', 'hundred sixty', 'weighed forty five', 'two thousand two', 'nineteen thity', 'in fourteen ninety', 'remember nineteen seventy', 'dollars and fifty', 'and long brown', 'day nineteen forty', 'howard eighteen seventy', 'vests and white', 'eighteen seventy', 'three hundred fifty', 'eight hundred seventy', 'june of nineteen', 'now twenty five', 'five thousand three', 'hundred seventy', 'in all black', 'and forty four', 'was thirty eight', 'then sixty eight', 'around twelve thirty', 'hundred n sixty', 'at thirty nine', 'march twentieth nineteen', ""'m twenty eight"", 'three forty five', 'hundred ninety', 'two inch yellow', 'was thirty seven', 'fifteen meters fifty', 'eleven eleven thirty', 'and sixty eight', 'nineteen o two', 'dollars and thirty']"
268_only,years and time references,0.7425508663556469,"['and nineteen fifty', 'of nineteen fifty', 'of nineteen sixty', 'twentieth nineteen ninety', 'and nineteen thirty', 'nineteenth nineteen forty', 'nine nineteen seventy', 'nineteen sixty', 'to nineteen forty', 'october nineteen forty', ""'s nineteen forty"", 'in nineteen fifty', 'about nine thirty', 'nineteen ninety', 'in nineteen sixty', ""'m twenty eight"", 'one nineteen forty', 'of nineteen ninety', 'bit nineteen sixty', 'on nineteen ninety', 'nineteen seventy', 'april nineteen forty', 'between nineteen fifty', 'at thirty eight', 'nineteen thirty', 'in nineteen seventy', 'nineteen fifty', 'of nineteen forty', 'daughter is nineteen', 'between nineteen thirty', 'until nineteen sixty', 'nineteen forty', ""'s nineteen seventy"", 'nineteen thity five', 'in nineteen thirty', 'weighed forty five', 'was nineteen seventy', 'a nineteen thirty', 'was thirty eight', 'me was nineteen', 'in nineteen forty', 'around twelve thirty', 'july nineteen forty', 'two thousand fifty', 'brother was nineteen', 'about nineteen seventy', 'in nineteen ninety', ""'m twenty three"", 'of nineteen eighty', 'was nineteen eighty', 'our nineteen eighty', 'was thirty seven', 'at thirty nine', 'was twenty eight', 'was five thirty', 'texas nineteen sixty', 'i was nineteen', 'until nineteen seventy', 'this nineteen seventy', 'was twenty nine', 'now twenty five', 'around six thirty', 'nineteen thity', 'at twelve thirty', 'eleven eleven thirty', 'three hundred fifty', 'fifteen meters fifty', 'since nineteen eighty', 'nineteen eighty', 'i was twenty', 'in nineteen eighty', 'before nineteen eighty', 'until nineteen ninety', 'at four thirty', 'two thousand four', 'eight hundred seventy', 'in eighteen eighty', 'three hundred ninety', 'five hundred fifty', 'nineteen o two', 'about five thirty', 'i was thirty', 'i am forty', 'was twenty three', 'year two thousand', 'five and nineteen', 'was twenty six', 'at three forty', 'dollars and fifty', 'hundred and seventy', 'five only twenty', 'in fourteen ninety', 'hundred sixty', 'she was seventy', 'was thirty nine', 'twenty thousand fifty', 'hundred thirty', 'september nineteenth nineteen', 'hundred seventy', 'an hour thirty']"
329_only,years and time references,0.7475222258291253,"['october nineteen forty', 'and nineteen fifty', 'of nineteen fifty', 'april nineteen forty', 'nineteen sixty', 'nineteenth nineteen forty', 'and nineteen thirty', 'in nineteen fifty', 'nineteen fifty', 'nineteen ninety', 'to nineteen forty', ""'s nineteen forty"", 'nineteen forty', 'of nineteen sixty', 'nine nineteen seventy', 'nineteen seventy', 'twentieth nineteen ninety', 'bit nineteen sixty', 'nineteen thity five', 'nineteen thirty', 'on nineteen ninety', 'one nineteen forty', 'of nineteen forty', 'july nineteen forty', 'in nineteen sixty', 'of nineteen ninety', 'between nineteen fifty', 'until nineteen sixty', 'a nineteen thirty', 'about nine thirty', 'in nineteen forty', 'in nineteen seventy', 'before nineteen eighty', 'at twelve thirty', 'until nineteen ninety', 'was five thirty', 'in nineteen thirty', 'two thousand fifty', 'in nineteen ninety', 'since nineteen eighty', 'of nineteen eighty', 'between nineteen thirty', 'nineteen eighty', 'until nineteen seventy', 'at three forty', 'in eighteen eighty', 'in all black', 'maybe twelve feet', 'around twelve thirty', 'daughter is nineteen', ""'s nineteen seventy"", 'about nineteen seventy', 'three hundred ninety', 'was nineteen eighty', 'in nineteen eighty', 'was nineteen seventy', 'at four thirty', 'in fourteen ninety', 'three hundred fifty', 'our nineteen eighty', 'eight hundred seventy', 'about five thirty', 'four hundred and', 'texas nineteen sixty', 'around six thirty', 'twenty thousand fifty', 'weighed forty five', 'twelve thirty', 'past twelve thirty', 'eleven eleven thirty', 'eighteen seventy', 'year two thousand', 'hundred sixty', 'shorts and black', 'his tan uniform', 'six hundred and', 'june of nineteen', 'five hundred fifty', 'two thousand four', 'in fifteen fifty', 'was wearing black', 'wearing all white', 'hundred ninety', 'hundred n sixty', 'nineteen thirty one', 'eighteen eighty', 'an hour thirty', 'fourteen ninety', 'five foot five', 'this nineteen seventy', 'nineteen oh six', 'september nineteenth nineteen', 'day nineteen forty', 'thirty seven eighty', 'eight thirty in', 'the nineteen eighty', 'a red hoodie', 'brother was nineteen', 'nineteen thity', 'day nineteen eighty']"
330_only,years and time references,0.7544371483092172,"['of nineteen fifty', 'and nineteen fifty', 'nineteenth nineteen forty', 'to nineteen forty', 'october nineteen forty', 'in nineteen fifty', 'and nineteen thirty', 'of nineteen sixty', 'nineteen sixty', ""'s nineteen forty"", 'april nineteen forty', 'nineteen fifty', 'twentieth nineteen ninety', 'nine nineteen seventy', 'nineteen forty', 'bit nineteen sixty', 'between nineteen fifty', 'of nineteen forty', 'in nineteen sixty', 'about nine thirty', 'nineteen seventy', 'nineteen ninety', 'nineteen thirty', 'until nineteen sixty', 'at thirty eight', 'one nineteen forty', 'nineteen thity five', 'daughter is nineteen', 'weighed forty five', 'july nineteen forty', 'in nineteen forty', 'of nineteen ninety', 'a nineteen thirty', 'in nineteen thirty', 'on nineteen ninety', 'in nineteen seventy', 'two thousand fifty', ""'m twenty eight"", 'between nineteen thirty', 'at twelve thirty', 'was five thirty', 'three hundred fifty', 'around twelve thirty', 'at four thirty', 'an hour thirty', ""'s nineteen seventy"", 'maybe twelve feet', 'around six thirty', 'three hundred ninety', 'before nineteen eighty', 'brother was nineteen', 'of nineteen eighty', 'until nineteen seventy', 'at three forty', 'in nineteen ninety', 'four hundred and', 'was nineteen seventy', 'i am forty', 'eight hundred seventy', 'five hundred fifty', 'about five thirty', 'fifteen meters fifty', 'nineteen thity', 'was nineteen eighty', 'at thirty nine', 'me was nineteen', 'texas nineteen sixty', 'since nineteen eighty', 'until nineteen ninety', 'nineteen eighty', 'our nineteen eighty', 'about nineteen seventy', 'in nineteen eighty', ""'m twenty three"", 'was thirty eight', 'hundred sixty', 'only twenty nine', 'weighed forty', 'she was seventy', 'in eighteen eighty', 'i was nineteen', 'i was thirty', 'eleven eleven thirty', 'hundred ninety', 'past twelve thirty', 'hundred and seventy', 'six hundred and', 'twelve thirty', 'in fifteen fifty', 'i am thirty', 'two hundred fifty', 'in fourteen ninety', 'hundred n sixty', 'twenty thousand fifty', 'hundred fifty', 'june of nineteen', 'i was twenty', 'this nineteen seventy', 'hundred thirty', 'forty to eighty']"
266_only,years and numbers,0.6590375882831578,"['twentieth nineteen ninety', 'and nineteen fifty', 'nine nineteen seventy', 'bit nineteen sixty', 'and nineteen thirty', 'of nineteen sixty', 'nineteen sixty', 'nineteenth nineteen forty', 'nineteen ninety', 'of nineteen fifty', 'in nineteen sixty', 'nineteen seventy', 'one nineteen forty', 'on nineteen ninety', 'in nineteen seventy', 'of nineteen ninety', 'three thousand seven', 'october nineteen forty', 'two thousand fifty', 'between nineteen fifty', 'this nineteen seventy', ""'s nineteen seventy"", 'in nineteen fifty', 'two seventy five', 'our nineteen eighty', 'two thousand four', 'to nineteen forty', 'three hundred ninety', 'texas nineteen sixty', 'hundred sixty', 'between nineteen thirty', 'nineteen fifty', 'was nineteen seventy', 'dollars and fifty', 'about nineteen seventy', 'in nineteen ninety', 'nineteen thity five', 'of nineteen eighty', ""'s nineteen forty"", 'until nineteen sixty', 'hundred n sixty', 'april nineteen forty', 'hundred ninety', 'eight hundred seventy', 'nineteen thity', 'hundred seventy', 'fifteen meters fifty', 'in nineteen eighty', 'nineteen eighty', 'july nineteen forty', 'weighed forty five', 'in nineteen thirty', 'five thousand three', 'nineteen thirty', 'was nineteen eighty', 'three hundred fifty', 'hour thirty forty', 'then sixty eight', 'twenty thousand fifty', 'of nineteen forty', 'dollars and thirty', 'nineteen forty', 'the nineteen eighty', 'about nine thirty', 'a nineteen thirty', 'september nineteenth nineteen', 'two thousand two', 'day nineteen eighty', 'forty to eighty', 'shorts and black', 'hundred and seventy', 'two hundred fifty', 'and forty four', 'three forty five', 'proof nineteen seventy', 'in nineteen forty', 'since nineteen eighty', 'until nineteen seventy', 'hundred thirty', 'thirty seven eighty', 'hundred fifty', 'a hundred sixty', 'before nineteen eighty', 'year two thousand', 'eleven eleven thirty', 'three forty', 'an hour thirty', 'now twenty five', 'in eighteen eighty', 'five to sixty', 'and sixty eight', 'four hundred and', 'five hundred fifty', 'thousand fifty', 'eighteen seventy', 'at thirty eight', 'until nineteen ninety', 'dollar and fifty', 'fifty sixty seventy', 'was thirty seven']"
282_only,years and ages,0.6085666615908278,"[""'s nineteen forty"", 'in nineteen forty', 'nineteen seventy', ""'s nineteen seventy"", 'in nineteen sixty', 'in nineteen seventy', 'nineteen sixty', 'nineteenth nineteen forty', 'of nineteen sixty', 'october nineteen forty', 'this nineteen seventy', 'in nineteen fifty', 'nineteen ninety', 'nineteen forty', 'of nineteen forty', 'daughter is nineteen', 'in nineteen thirty', 'to nineteen forty', 'of nineteen eighty', 'i was nineteen', 'on nineteen ninety', 'was nineteen seventy', 'nineteen eighty', 'of nineteen fifty', 'april nineteen forty', 'july nineteen forty', 'nine nineteen seventy', 'between nineteen fifty', 'in nineteen ninety', 'one nineteen forty', 'in nineteen eighty', 'of nineteen ninety', 'i was fifteen', 'and nineteen thirty', 'me was nineteen', 'until nineteen sixty', 'about nineteen seventy', 'i was seventeen', 'i was eighteen', 'until nineteen seventy', 'our nineteen eighty', 'i was twenty', ""'m twenty eight"", 'i was twelve', 'between nineteen thirty', 'i was sixteen', 'since nineteen eighty', 'i was fourteen', 'and nineteen fifty', 'nineteen thirty', 'brother was nineteen', 'at thirty eight', 'i was eleven', 'was nineteen eighty', ""'m twenty three"", 'twentieth nineteen ninety', 'before nineteen eighty', 'i was thirteen', 'two thousand and', 'nineteen fifty', 'bit nineteen sixty', 'at thirty nine', 'until nineteen ninety', 'in eighteen eighty', 'remember nineteen seventy', 'about nine thirty', 'eighteen seventy', 'texas nineteen sixty', 'nineteen thity five', 'i was seven', 'the nineteen eighty', 'two thousand fifty', 'nineteen ninety four', 'was thirty eight', 'nineteen ninety six', 'in fourteen ninety', 'a nineteen thirty', 'two thousand four', 'i was thirty', 'i was ten', 'day nineteen forty', 'day nineteen eighty', 'is nineteen now', 'year two thousand', 'proof nineteen seventy', 'nineteen sixty eight', 'around six thirty', 'was thirty seven', 'nineteen sixty seven', 'i was nine', 'in nineteen thirteen', ""i 'm twenty"", 'was five thirty', 'nineteen seventy seven', 'age thirty five', 'nineteen sixty three', 'eighteen eighty', 'nineteen thirty nine', 'i am forty', 'two thousand nine']"
291_only,work and personal life events,0.7370942535833406,"[""'m working late"", 'home that night', 'home that day', 'evening after work', 'together after work', 'home from work', 'there after work', 'my last day', 'to work late', 'before your shift', 'came home late', 'quit my job', 'always work late', 'left that morning', 'day off so', 'on nights off', 'bed that night', 'left for school', 'office that day', 'moving in together', 'day after work', 'a second date', 'went home for', 'died that night', 'sleep that night', 'day off', 'morning for school', 'i flew home', 'go into work', 'worked night shifts', 'summer after graduation', 'my senior year', 'i retired and', 'my temp job', 'work late', 'bedtime that night', 'went to work', 'after i graduated', 'i graduated and', 'nights off', 'night before our', 'flew home and', 'home every night', 'working late', 'roommate that day', 'a fourth date', 'an early flight', 'friends come over', 'work late and', 'recently got divorced', 'parents got home', 'met in college', 'the day off', 'moved in with', 'was studying abroad', 'away to college', 'shopping that day', 'senior in college', 'pack my stuff', 'week job and', 'had recently graduated', 'to my dorm', 'to her hotel', 'home from school', 'day off from', 'i moved out', 'finally moving out', 'funeral was over', 'was in college', 'home for thanksgiving', 'i was graduating', 'new job and', 'between work assignments', 'became my cellmate', 'flew home', 'home late and', 'home really late', 'letter that night', 'before my freshman', 'vacation was over', ""'d been divorced"", 'business trip so', 'escorts me home', 'just before graduating', ""'m on tour"", 'very next morning', 'slept on couches', 'was going home', 'the following morning', 'after work', 'the next morning', 'that senior year', 'on my birthday', 'girl came over', 'sophomore in college', 'first real date', 'i went home', 'flied back home', 'my new job', 'go home for']"
292_only,work and personal life balance,0.6512476245123556,"[""'m working late"", 'always work late', 'to work late', 'day off so', 'on nights off', 'quit my job', 'worked night shifts', 'nights off', 'day off', 'moving in together', 'work late', 'before your shift', 'a second date', 'slept on couches', 'between work assignments', 'together after work', 'study for tests', 'working late', 'go on dates', 'the day off', 'working late because', 'work late and', 'evening after work', 'a second job', 'day off from', 'working in shifts', 'week job and', 'was busy so', 'he worked night', 'there after work', 'not resumed dating', 'office that day', 'a fourth date', 'first real date', 'had regular jobs', 'my temp job', 'funeral was over', 'an early flight', 'home that day', 'my last day', 'quit the job', 'under false identities', 'job anymore but', 'was a speechwriter', 'going on dates', 'losing a spouse', ""'m working but"", ""'d been divorced"", 'i retired and', 'all my appointments', 'on first dates', 'schedule around my', 'home from work', 'prepare weeks before', 'classes at night', 'recently got divorced', 'home that night', 'business trip so', 'vacation was over', 'we lived together', 'said forget dinner', 'be married when', 'on my birthday', 'day after work', 'quitting a job', 'go into work', 'moved in with', 'lose weekends', 'be married off', ""'m never early"", 'came home late', 'woke up before', 'work so i', 'i wrote speeches', 'friends come over', 'hour temp job', 'on dates i', 'were living together', 'have a babysitter', 'paid off my', 'a next date', 'really busy lately', ""'m on tour"", 'second job', 'appointments were complimentary', 'shopping that day', 'pack my stuff', 'second date', 'she cooked dinner', 'remarried after', 'writing those speeches', 'up really early', 'you get promoted', 'morning for school', 'job all day', 'hourly that day', 'get up early', 'asked me out', 'we dated but', 'needed that job']"
308_only,work and personal life balance,0.6209178507186898,"['always work late', ""'m working late"", 'day off so', 'to work late', 'nights off', 'on nights off', 'moving in together', 'day off', 'worked night shifts', 'slept on couches', 'work late', 'quit my job', 'go on dates', 'together after work', 'working late', 'work late and', 'evening after work', 'the day off', 'study for tests', 'working late because', 'day off from', 'had regular jobs', 'before your shift', 'was busy so', 'not resumed dating', ""'m working but"", 'week job and', ""'m never early"", 'between work assignments', 'a second date', 'first real date', 'a second job', 'going on dates', 'he worked night', 'morning for school', 'there after work', 'on first dates', 'not being able', 'office that day', 'an early flight', 'quit the job', 'really busy lately', 'was a speechwriter', 'job anymore but', 'said forget dinner', 'classes at night', 'on dates i', 'were living together', 'not be able', 'lose weekends', 'my temp job', 'be married off', 'be married when', 'all my appointments', 'regular jobs and', 'moved in with', 'ever be able', 'a job anymore', 'home from work', 'funeral was over', 'working in shifts', 'should never marry', 'work so i', 'we lived together', 'quitting a job', 'busy so', ""had n't dated"", 'hour temp job', 'go into work', 'appointments were complimentary', 'business trip so', 'vacation was over', 'never marry', 'i retired and', 'day after work', 'home every night', 'can lose weekends', 'would sleep at', 'closed for dinner', 'left for school', 'up really early', 'schedule around my', 'shopping that day', 'first dates', 'job all day', 'home that night', 'was studying abroad', 'lunch each', 'friends come over', 'not had sex', 'second job', 'woke up before', 'had little money', 'home that day', 'have the ceremony', 'a fourth date', 'first dates can', 'get up early', 'you get promoted', 'after work']"
249_only,vivid sensory descriptions,0.7338649834600597,"['dressed like gandalf', 'boots clanking', 'my boots clanking', 'danced throwing blankets', ""'s head thwack"", 'backyard wielded screwdrivers', 'in his beret', 'loud clacking', 'vomited a washpan', 'and frosty pink', 'the loud clacking', 'burned beer stained', 'they gaffers tape', 'holding a beaker', 'of torn fishnet', 'crusty baguettes crunchy', 'and daisy duke', 'my black chevy', 'grabbed my behind', 'little red chevy', 'slapping his behind', 'patted his behind', 'chopsticks flipped and', 'screaming oy oy', 'tiny fists clutching', 'said twirling my', 'arms flailing', 'a bumpy orange', 'my ninety pound', 'my palm and', 'a walrus mustache', 'twirling my', 'flying arms flailing', 'backflipping my bmx', 'of silver panties', 'something karate chopped', 'my black fingernails', 'white handkerchief to', 'blanket and yanked', 'put a nickel', 'two by fours', 'nuzzling me panting', 'ancient blue hatchback', 'hold a coconut', 'fifteen meters fifty', 'head thwack', 'in a headlock', 'fucking little sputnik', 'throat was slit', 'grabs my bare', 'giant flaps of', 'long sixty foot', 'her texas twang', 'leftover big gulp', 'wielded screwdrivers', 'flaming zippo', 'which splashed soda', 'karate chopped', 'and long brown', 'three hundred pound', 'blonde hair dangling', 'slit that neck', 'her ninety foot', 'some sliced cucumber', 'foot mime leering', 'black necked honking', 'up sneakers flashing', 'and sips his', 'my jet black', 'loud clacking of', 'with little suspenders', 'dunking their headbands', 'two patchouli stinking', 'chopsticks flipped', 'beer stained vomit', 'with a beret', 'rough hands groped', 'torn fishnet and', 'baguettes crunchy tortillas', 'shorts and black', 'a navel orange', 'like blue buzzing', 'uniform completely drenched', 'lights my cigarette', 'me a bacardi', 'eyes named vixen', 'put twenty pence', 'october nineteen forty', 'scrubbing pans angrily', 'foot long sixty', 'wrapped my napkin', 'tepid two dollar', 'and nineteen fifty', 'leaving a dime', 'april nineteen forty', 'dollar and fifty', 'and drank coors', 'fonzie thumbs up', 'this flaming zippo', 'sliced red onion']"
