word,timing,time_running
As,0.16,0.16
I,0.23999999999999996,0.39999999999999997
stepped,0.38,0.78
into,0.17999999999999997,0.96
the,,0.96
crowded,0.3500000000000001,1.31
"room,",0.42000000000000004,1.73
my,,1.73
"announcement,",0.7499999999999999,2.48
"""I've",0.24,2.7199999999999998
done,0.14,2.86
"it,",0.12000000000000002,2.98
I've,0.33000000000000007,3.31
finally,0.35,3.66
cracked,0.18999999999999997,3.85
the,0.29,4.14
"code!""",0.34,4.4799999999999995
provoked,0.41999999999999993,4.8999999999999995
gasps,0.32999999999999996,5.2299999999999995
and,0.16,5.39
a,0.32,5.71
ripple,0.19999999999999998,5.91
of,0.33999999999999997,6.25
murmurs,,6.25
that,0.18,6.43
swept,0.25,6.68
through,0.13000000000000003,6.81
the,,6.81
gathered,,6.81
throng,0.24,7.05
like,0.12,7.17
a,0.19000000000000003,7.36
gust,0.21999999999999997,7.58
of,0.25,7.83
wind.,,7.83
A,0.28,8.11
skeptical,0.37,8.479999999999999
voice,0.25999999999999995,8.739999999999998
from,0.13,8.87
the,0.19,9.059999999999999
back,0.18000000000000005,9.239999999999998
"says,",,9.239999999999998
"""Excuse",,9.239999999999998
"me,",0.21000000000000002,9.45
but,0.22999999999999998,9.68
what,0.27,9.95
code,0.07,10.02
are,0.15000000000000002,10.17
we,0.20999999999999996,10.379999999999999
talking,0.28,10.659999999999998
about,0.32000000000000006,10.979999999999999
"here?""",,10.979999999999999
Before,0.19999999999999996,11.179999999999998
I,0.13999999999999999,11.319999999999999
could,0.29000000000000004,11.61
"answer,",0.43,12.04
my,0.30000000000000004,12.34
partner,0.2,12.54
in,0.28,12.819999999999999
"crime,",0.54,13.36
"Sarah,",,13.36
unable,0.31,13.67
to,0.26,13.93
contain,0.29000000000000004,14.219999999999999
her,0.31,14.53
amusement,0.20999999999999996,14.739999999999998
at,0.12999999999999998,14.87
the,0.4,15.27
"situation,",0.6199999999999999,15.889999999999999
started,0.3999999999999999,16.29
"laughing,",0.3999999999999999,16.689999999999998
her,0.07,16.759999999999998
mirth,0.33000000000000007,17.089999999999996
infectious,0.35000000000000003,17.439999999999998
enough,0.25999999999999995,17.7
to,0.32,18.02
lighten,0.18,18.2
the,0.19,18.39
heavy,0.29000000000000004,18.68
air.,0.66,19.34
For,0.12,19.46
a,0.25,19.71
"moment,",,19.71
the,0.19,19.900000000000002
room,0.18999999999999995,20.090000000000003
went,0.31999999999999995,20.410000000000004
"silent,",0.74,21.150000000000002
all,0.28,21.430000000000003
eyes,0.22000000000000003,21.650000000000002
on,0.31999999999999995,21.970000000000002
"us,",0.24999999999999997,22.220000000000002
waiting,0.28,22.500000000000004
for,0.11000000000000003,22.610000000000003
an,0.41000000000000003,23.020000000000003
explanation.,,23.020000000000003
"Then,",0.20999999999999996,23.230000000000004
from,0.30000000000000004,23.530000000000005
somewhere,0.33,23.860000000000003
to,0.16999999999999998,24.030000000000005
my,0.24,24.270000000000003
"left,",,24.270000000000003
someone,0.41000000000000003,24.680000000000003
"shouted,",0.33,25.01
"""Well,",,25.01
are,0.16000000000000003,25.17
you,0.15999999999999998,25.330000000000002
going,0.16,25.490000000000002
to,0.19,25.680000000000003
keep,0.21,25.890000000000004
us,0.19,26.080000000000005
in,,26.080000000000005
suspense,0.29999999999999993,26.380000000000006
or,,26.380000000000006
"what?""",,26.380000000000006
The,0.36,26.740000000000006
atmosphere,0.36999999999999994,27.110000000000007
was,0.22999999999999998,27.340000000000007
electric,0.18,27.520000000000007
with,0.49,28.010000000000005
anticipation,0.48999999999999994,28.500000000000004
and,2.89,31.390000000000004
"skepticism,",,31.390000000000004
a,0.16,31.550000000000004
mix,0.14,31.690000000000005
that,0.32,32.010000000000005
perfectly,0.6699999999999999,32.68000000000001
encapsulated,0.6100000000000001,33.290000000000006
our,0.26,33.550000000000004
journey,0.27999999999999997,33.830000000000005
thus,0.27,34.10000000000001
far.,0.41000000000000003,34.510000000000005
With,0.19,34.7
all,0.0,34.7
eyes,0.26,34.96
fixed,0.21000000000000002,35.17
on,0.30000000000000004,35.47
"us,",0.21000000000000002,35.68
I,0.29,35.97
gestured,0.43999999999999995,36.41
towards,0.22000000000000003,36.629999999999995
the,0.23000000000000004,36.85999999999999
large,0.45999999999999996,37.31999999999999
screen,0.26999999999999996,37.589999999999996
at,0.14,37.73
the,,37.73
front,0.14999999999999997,37.879999999999995
of,0.15999999999999998,38.03999999999999
the,0.07999999999999999,38.11999999999999
"room,",,38.11999999999999
where,0.24999999999999997,38.36999999999999
lines,0.2,38.56999999999999
of,0.66,39.22999999999999
code,0.38999999999999996,39.61999999999999
cascaded,0.42000000000000004,40.03999999999999
down,0.24000000000000002,40.279999999999994
like,0.12999999999999998,40.41
a,0.26,40.669999999999995
digital,0.57,41.239999999999995
waterfall.,0.9800000000000001,42.21999999999999
"Sarah,",,42.21999999999999
still,0.37999999999999995,42.599999999999994
"chuckling,",0.33999999999999997,42.94
moved,0.19000000000000003,43.129999999999995
to,0.14,43.269999999999996
the,,43.269999999999996
laptop,0.23000000000000004,43.49999999999999
stationed,0.2699999999999999,43.769999999999996
on,0.12000000000000001,43.88999999999999
a,0.19999999999999998,44.089999999999996
small,0.23000000000000004,44.31999999999999
table,0.2,44.519999999999996
to,0.14,44.66
the,,44.66
right,0.25,44.91
of,0.15,45.059999999999995
the,0.27,45.33
"screen,",0.65,45.98
her,0.22,46.199999999999996
fingers,0.28,46.48
dancing,0.3400000000000001,46.82
over,0.16,46.98
the,0.25,47.23
keys,0.19,47.419999999999995
with,0.36999999999999994,47.78999999999999
practiced,0.43999999999999995,48.22999999999999
ease.,,48.22999999999999
The,0.22000000000000003,48.44999999999999
crowd,0.32,48.76999999999999
"shifted,",,48.76999999999999
turning,0.22000000000000003,48.98999999999999
their,0.26,49.249999999999986
bodies,0.24999999999999997,49.499999999999986
to,0.24,49.73999999999999
face,0.21,49.94999999999999
the,0.16,50.109999999999985
new,0.36,50.469999999999985
center,0.22000000000000003,50.68999999999998
of,0.30000000000000004,50.98999999999998
"attention,",0.49,51.47999999999998
their,0.26,51.73999999999998
shadows,0.38,52.11999999999998
stretching,0.37999999999999995,52.499999999999986
long,0.18,52.679999999999986
and,0.30000000000000004,52.97999999999998
curious,0.36,53.33999999999998
across,0.27,53.609999999999985
the,0.25,53.859999999999985
floor.,0.6399999999999999,54.499999999999986
Outside,0.36,54.859999999999985
the,0.3,55.15999999999998
"windows,",0.37,55.52999999999998
the,0.2,55.72999999999998
sky,0.24000000000000005,55.969999999999985
stretched,0.36999999999999994,56.33999999999998
to,0.14,56.47999999999998
the,0.26999999999999996,56.749999999999986
"horizon,",,56.749999999999986
a,0.26,57.009999999999984
canvas,0.25,57.259999999999984
of,0.2,57.45999999999999
twilight,0.17,57.62999999999999
hues,0.14,57.76999999999999
that,0.3,58.069999999999986
seemed,0.24,58.30999999999999
to,0.20999999999999996,58.51999999999999
hold,0.15999999999999998,58.679999999999986
its,0.24000000000000002,58.91999999999999
breath,0.32000000000000006,59.23999999999999
in,0.24,59.47999999999999
anticipation.,,59.47999999999999
I,0.26,59.73999999999999
leaned,0.26,59.999999999999986
onto,0.2,60.19999999999999
the,0.26,60.45999999999999
railing,0.26999999999999996,60.72999999999999
that,0.33,61.05999999999999
separated,0.29,61.34999999999999
us,0.19,61.539999999999985
from,0.16999999999999998,61.70999999999999
our,0.34,62.04999999999999
"audience,",0.6500000000000001,62.69999999999999
