input,label
What does the abbreviation SOS mean?,1
What do the letters ZIP stand for in the phrase `` ZIP code ''?,1
What does CPR stand for?,1
What does CPR stand for?,1
"What does Ms., Miss, and Mrs. stand for?",1
What does the number `` 5 '' stand for on FUBU clothing?,1
What does A&W of root beer fame stand for?,1
"What do the letters D.C. stand for in Washington, D.C.?",1
What does the abbreviation cwt.?,1
What does the acronym NASA stand for?,1
What is DSL?,1
What does the T.S. stand for in T.S. Eliot 's name?,1
What is HTML?,1
What does NECROSIS mean?,1
What does pH stand for?,1
What does BUD stand for?,1
What is the abbreviated term used for the National Bureau of Investigation?,1
What does the word LASER mean?,1
What 's the abbreviation for limited partnership?,1
What does I.V. stand for?,1
What does HIV stand for?,1
What does VCR stand for?,1
What does EKG stand for?,1
What is the abbreviation for Original Equipment Manufacturer?,1
What does the technical term ISDN mean?,1
What is RCD?,1
What does JESSICA mean?,1
What does `` B.Y.O.B. '' mean?,1
What does INRI stand for when used on Jesus ' cross?,1
What is the abbreviation of General Motors?,1
"When reading classified ads, what does EENTY",1
What does the abbreviation AIDS stand for?,1
What 's the abbreviation for trinitrotoluene?,1
What is the abbreviation of the International Olympic Committee?,1
What does SHIELD stand for?,1
What does LOL mean?,1
What is the abbreviation for micro?,1
What is the correct way to abbreviate cc. at the bottom of a business letter?,1
What does NASA stand for?,1
What does NASA stand for?,1
"In a computer, what does SCSI mean?",1
CPR is the abbreviation for what?,1
What does the `` blue ribbon '' stand for?,1
What is the abbreviation of the National Bureau of Investigation?,1
What is SVHS?,1
What does U.S.S.R. stand for?,1
What does S.O.S. stand for?,1
What is AFS?,1
What does MSG stand for?,1
What does NAFTA stand for?,1
What is the abbreviated form of the National Bureau of Investigation?,1
What does SIDS stand for?,1
What does the acronym CPR mean?,1
What is Mikhail Gorbachev 's middle initial?,1
"What is p.m. an abbreviation for, as in 5 p.m.?",1
What is the abbreviation for Texas?,1
What does ` PSI ' stand for?,1
What does G.M.T. stand for?,1
CNN is an acronym for what?,1
What does e.g. stand for?,1
What is BPH?,1
What does NN O `` mean when used as a prefix in Irish surnames?,1
