input,label
"major nigel cribb , commanding officer of 59 commando said "" the construction of winterised shelters in high altitude villages is a vital task if people who survived the earthquake are now to survive the harsh winter .",1
Floods and earth slips: Is the reason destruction of nature?,1
"the authorities of benin , burkina-faso , the gambia , ghana , mali , mauritania , niger and senegal have provided initial emergency aid as well as shelter for the homeless , to the extent possible , in schools and vacant buildings .",1
"despite the interim measures adopted by the delhi high court on 7 january 2010 requesting the immediate restoration of the homeless shelter and the protection of the displaced families , the municipal corporation of delhi has not yet assisted them .",1
"apart from home construction , cargill siam awards scholarships to children from families in need and , in rural areas , has installed water purifiers and water coolers in more than 120 schools .",1
"eight people died in liaoning province in the northwest after flash floods from downpours burst dams and destroyed houses in rivers running through huludao city , xinhua reported .",1
"A Fake Compassion Covered by Charity A Fake Compassion Covered by Charity Tashpolat Bilal Elqut A strong 7.3 magnitude earthquake hit Keriya , Hotan Prefecture, on February 12. By 19:00, February 13, Urumchi Time, 7838 people were affected by the earthquake in six counties of Hotan including Keriya, Niye, Lop, Qaraqash, and Hotan County. Currently, 982 people among the affected people were properly situated ( most of the people in the affected area are still in danger). 157 houses collapsed and 180 rooms were severely damaged. The number of the rooms slightly damaged is 3117, and some barns were also damaged. It has been 3 days since the earthquake struck the area",1
"A reporter was informed by the Autonomous Regional emergency affairs office that Tian Wen, the vice chairman of the autonomous region, arrived on the scene, commissioned by the autonomous regional party committee and people's government. He organized an on-the-spot earthquake emergency headquarters meeting, to assess the disaster situation and make arrangements for dealing with possible aftershocks. As of 23:30, nearly 60,000 people were affected by the quake, 20,000 people evacuated to safety shelters; more than 3,000 rooms of a thousand families collapsed, and more than 2,000 livestock died in Keriye, Chira, Niye, Lop, Karakash, and Hotan counties as well as in Hotan city as a result of the February 13 earthquake. No casualties have been reported. After the quake, the Hotan Prefecture administrative council immediately set up an emergency rescue plan and put it into operation",1
"geneva , nov 7 ( reuters ) @-@ the united nations and the global red cross @/@ red crescent said on monday urgent cash support from the outside world was vital to save thousands of lives as winter moves in on homeless survivors of the pakistan earthquake .",1
"Love-yearning hands are waving, exhausted, Come on, let's go to Hotan and think about the people in Yutian It is time to help Uyghur hand-in-han",1
"pyongyang , august 5 ( kcna ) -- it has been ascertained that torrential rains in july did a great deal of damage to people 's living , railway transport , agriculture and other economic sectors in the democratic people 's republic of korea .",1
"On the 17th, the report entered Jiuzhaigou County of Sichuan Province from the disaster area of Longnan City Wen County in Gansu Province. The person in charge of the local tourism board explained that with the safe evacuation of 15 tourists from the United States, India, and Israel in the morning of the 17th, thousands of tourists who were stranded there since the Wenchuan earthquake on the 12th all left Jiuzhaigou County safely",1
villagers continue with makeshift repairs in bitter sub-zero weather .,1
"350 houses were destroyed during the Hotan earthquake. 350 houses were destroyed during the Hotan earthquake. A report from the Chinese police network showed that the 7.3 magnitude earthquake occurred in Keriya, in the Xinjiang Uyghur Autonomous Region, at 5:15 pm on the 12[th]. The police authority actively collected information about the rescue efforts",1
"The earthquake in Kiriye became a hotspot. The earthquake in Kiriye became a hotspot. For all of us, Feb 12, 2014, was an ordinary day",1
"Following the Great Wenchuan Earthquake this time, there were compatriots who struggled out of the debris, wiped their tears and buried the bodies of their families, but they braced up again and declared to the world, ""we are not beaten down; we are on our feet again; the earthquake cannot shake the staunch will of the Chinese people; trials and tribulations serve only to revitalize a nation!"" This enables us to see the fighting spirits of the dauntless Chinese nation give off a dazzling radiance among people in disaster-hit areas",1
"her remarks were made after seeing first-hand encampments in viana where 6,000 displaced angolans , and 6,500 refugees from the democratic republic of congo ( drc ) are living in unventilated tents and mud huts .",1
