input,label
"#BCOG @user she is cool, confident, cocky, and she kicks ass!!! @user @user @user ",1
Ain’t nobody shit if you ask me... including myself. ,1
#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻 ,1
#NightMayor 's DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshi’s communist vape shop! ,1
@user @user @user She is the most disingenuous person in the Senate. If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings. ,1
"#Elitist #Actors #NBC #Liberals of #Dems in #Hollywood at the #Emmy Awards a 'toothless' #NBC self-promotion onslaught peppered with #MeToo cracks but it was planned, staged and okay because they are #Democrats #Socialist #Liberals of the #Left #WALKAWAY ! ",1
"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻 ",1
#OITNB. She is the worst public defender. Trailing her pen uner the words. ,1
"#DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A ",1
"28, 27, 25 and 21 but like,, it’s still really miserable and unpleasant for us?? And like they even told me how they weren’t happy and would have got divorced before I was even born so I’m like cool cool I was literally born into hatred that’s awesome no wonder I’m such a fuckup ",1
"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG ",1
"50 Cent Calls Out Joe Budden's Bullshit"""" On Instagram ",1
#FortniteBattleRoyale #XboxShare @user   Please ban this cheating scum.  he is literally invisible ,1
#FortniteBattleRoyale #XboxShare @user   Please ban this cheating scum.  he is literally invisible ,1
#AVALANCHE I'm sorry! I see you! I love you! I was an asshole! You know how we are #maga ,1
@user @user @user @user Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption. ,1
"@user  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!! ",1
"@user The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got. ",1
2018 not surprised it starts from the top!!!  Karma a bitch watch!!!! ,1
"#OrrinHatch I can’t believe this sexist , clueless, old fart gets to weigh in on another woman’s charges against a Supreme Court nominee. And he is spouting the same old nasty shit he spewed 20+ years ago against Anita Hill. His time’s up! Good riddance Neanderthal! ",1
"#Antifa, September 22: Stop the fascist NVU in #Amsterdam! ",1
#TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of ,1
#Conservatives do NOT represent all Canadians.   They are Authoritarian scum.   #cdnpoli #onpoli ,1
"#Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction ",1
@user To demonstrate how wholly incapable of carrying a thought to its logical conclusion she is? ,1
@user #MoreBS = MORE #BARRYSOETOROBULLSHIT ,1
"#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA ",1
"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again. ",1
#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what ,1
"@user #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti ",1
Amazon will ship live Christmas trees to your door — but will they stay and put on the damn lights? ,1
@user @user 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck ,1
#ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa ,1
#Cuckservative Traitors Are Worse Than Fortnite Players #Conservatives #TriggerWarningRadio ,1
#Liberals are so pathetic!  INNOCENT UNTIL PROVEN GUILTY mean much?  #Democrats should look at their own party if they need a rapist to hang!  #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL 🔥 ,1
#LiberalismIsAMentalDisorder #Hypocrites #DemocratsHateAmerica #DemocratsAreDangerous EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT. ,1
Anyone who finds M*neta's behavior funny can fuck off and die ,1
*gets all the bitches* ,1
