input,label
"Blue Chips Unchanged, Wal-Mart Weighs",1
US Airways Pilots Approve 18 Pay Cut,1
"New housing goals finalized for Fannie, Freddie",1
Bidding is hot for hotel eyed for condos,1
"Tokyo Stocks Higher, Lifted by Survey",1
Vioxx Should Have Been Recalled In 2000,1
Transport strike hits Netherlands,1
"Canada, US fail to resolve beef trade dispute",1
Citigroup Hits Back at Parmalat,1
Coke to Pay New CEO Same as Predecessor,1
TiVo Net Loss Widens; Subscribers Grow,1
GLOBAL MARKETS-Shares and dollar turn south after US data,1
Infineon admits conspiracy in DRAM cartel,1
Plane repos ready to take flight,1
Dollar Mired Near Lows Before Jobs Data,1
US Treasuries cut early gains on jobless drop,1
Update 3: ADM #39;s Earnings Skyrocket; Stocks Soars,1
Vivendi surprises with rise in revenue,1
"DaimlerChrysler, Bombardier Settle Dispute",1
Anil Ambani authorises mother to take decisions on his behalf,1
Oil Prices Nosedive on Profit-Taking,1
Stewart Asks to Serve Sentence Soon,1
Oracle Quarterly Net Income Rises 16 Pct,1
Martha Stewart Living posts bigger loss,1
Molson Will Pay Dividend to Push Through Coors Merger (Update6),1
Lehman in Talks to Buy UK Hedge Fund -WSJ (Reuters),1
Study: CEOs rewarded for outsourcing,1
"GM, Daimler Go Green",1
"GM, Daimler Go Green",1
Thai Airways orders six Airbus superjumbos,1
"New trade war erupts over Boeing, Airbus",1
Funds: What Makes a Fund a Winner? (Reuters),1
Atlas Copco to Sell Electric Tool Business,1
A Canadian Invasion,1
Oil price rise adds to airlines woes as losses continue,1
Stocks Finish Mixed in Early Close,1
"Stock Futures Flat Before GDP, Fed Speech",1
Ex-Enron executive testifies about cover-up,1
Argentina Views China As Market Economy,1
Antidepressants to Reflect Suicide Risk,1
BT to buy Infonet for US\$965mil,1
"Ford Down, Nissan Up in September Sales",1
Arthritis drug withdrawn after trial,1
Intel Taps Otellini As Next CEO,1
Eurostocks Nudge Up on Ericsson,1
Wal-Mart Keeps Its September Sales View,1
Salvation Army bell ringers booted from Target stores,1
"Almost 5,000 jobs cut on Bank of America getting funds",1
"Treasuries Drop, Foreigners Shun 10-Year",1
"DaimlerChrysler, GM to team up on hybrid engines",1
"ONGC, Cairn Energy decide to team up",1
Dimon solidifies control at nation #39;s second-largest bank,1
CEO Eisner to Step Down in Sept 2006 -WSJ,1
Job numbers give candidates room to debate,1
Interpublic Posts Wider 3Q Loss,1
Kraft Profit Falls on Higher Costs,1
IBM Claims Its BlueGene Supercomputer Is the Fastest,1
Philippines GDP grows 6.3 on strong exports,1
Insurance firms can take hit,1
Congress Asks SEC for Mutual Fund Study,1
PepsiCo Reaffirms Its 2005 Outlook,1
China plans renewed bank bailout,1
"La. Seeks New Bridge, Elevated Highway",1
Holiday Shoppers Off to a Fast Start,1
Dollar Stabilizes Above Recent Lows (Reuters),1
"Cash America shuffles assets, sets special dividend",1
Dollar Rises on the Interest Rate Plays,1
Boeing CEO says market slower than Airbus suggests,1
Retail Sales Down; Trade Gap Larger (Reuters),1
Coke opens fridge door to rivals,1
Update 4: Court Dismisses Suit From Hollinger,1
Before the Bell - ESS Technology drops 4.4 pct,1
Update 1: Hollinger to Take \$27M Charge for Suits,1
Premier swallows Bird #39;s custard,1
