input,label
Sanctify them through Thy Truth: Thy Word is Truth   John 17:17 KJV  #SemST ,1
"@user I can confirm. They also worship #Hitler, the atheist diety and inventor of #SemST ",1
Exo.20.13-15 - ...Do not commit murder...DO NOT COMMIT ADULTERY...Do not steal. #SemST ,1
#BIBLE = Big Irrelevant Book of Lies and Exaggerations ~ #Judaism #God #TeamJesus #Islam ~ #Truth & #Freedom = #SemST ,1
This world needs a tight group hug. Tight enough to relieve them from all this anger and hate. #MakePeaceWithEachOther #SemST ,1
Every religion is good that teaches man to be good and I know of none that instructs him to be bad. ~Thomas Paine #SemST ,1
Religious moderation is the product of secular knowledge and scriptural ignorance. - @user  #SemST ,1
Jesus response to a religious environment  was to create a royal environment.  It drove people nuts. Still does - thank God #SemST ,1
Give us the gifts and graces to be your vessels. Amen #SemST ,1
"My Jesus, I wish to do nothing but Thy most holy will. #Saint Philip Neri #Catholic #SemST ",1
#God > My fears God > My insecurities God > My worry God > My everything #SemST ,1
I am human. I look forward to the extinction of humanity with eager anticipation. We deserve nothing less. #SemST ,1
"Mark 6:35-36 My Father, anything that has been scaring and hindering  good from coming my way, Lord let it disappear #RCCGTR #SemST ",1
Proverbs 28:5 (KJV) Evil men understand not judgment: but they that seek the Lord understand all things. #heart #SemST ,1
@user @user compromise your intentional ignorance all the way to freedom from religion. The best plan ever! #SemST ,1
Had a great time @ worship rehearsal.Cant wait till Sunday ! #bridgechurch2015 #bridgelaunchteam #Willacycounty #weloveyou #SemST ,1
"Phew! Am glad we came to our senses and worship a 2,000 year old carpenter. - Bart Simpson #jokes #SemST ",1
"#JaganNathAzad, a #Hindu, was asked by founder of #Pakistan to write the first National Anthem. #SemST ",1
Let my house be built by wisdom and become strong through good sense -Prov. 24:3 #SemST ,1
"Come to me, all you who are weary and burdened, and I will give you rest. - Matt 11:28 #Rest #Peace #Scripture #Bible #SemST ",1
@user @user  Believe and Obey.  Believe Jesus is the Messiah who saves us from sin by His death. Obey Acts 2:38-39. #SemST ,1
Bethany Hamilton Reveals She is Resting in God's Promises Despite 'Unknow #bible #biblestudy #scripture #Christianity #ChristianNews #SemST ,1
RT @user Just say no to superstitious thought in general and religions in particular.  #freethinker #SemST ,1
@user I'll be your huckleberry @user #SemST ,1
I still remember the days when I prayed God for strength.. then suddenly God gave me difficulties to make me strong. Thank you God! #SemST ,1
I pray for the best for everybody!!! #SemST ,1
"This is love: not that we loved God, but that he loved us and sent his Son as an atoning sacrifice for our sins. 1 John 4:10 #love #SemST ",1
There are dreams and desires that #God has placed in your heartthey are a part of your divine destiny. #SemST ,1
RT @user Psalm103:3-Who forgives all your iniquities; who heals all your diseases #SemST ,1
The #Church is a hospital but the doctor is one: #Christ!! #SemST ,1
What really builds a relationship is when we relate to what we don't understand about God.  #Emunah #SemST ,1
"My son, be wise, and make my heart glad, that I may answer him that reproacheth me. Proverbs 27:11 #SemST ",1
"You stay the same through the ages, Your love never changes...Your love never fails. #SemST ",1
"God is good all of the time. All of the time, God is good! #YHWH #Yeshua #God #SemST ",1
RT @user Atheists have every right to exist in the public sphere.   #freethinker #SemST ,1
"James 1:14 (#KJV) But every man is TEMPTED, when he is drawn away of his own LUST, and enticed.  #God #Lord #Christ #Holy #Spirit #SemST ",1
"All that is needed for God for something to happen is to say ""#Be"" and it is; for God is capable of all things. #God created #trinity #SemST ",1
The #humanist church is the new cloth. #kissTheRing #tcot #SemST ,1
I'm making it happen tho  S/O to GOD . #Patience #Priorities #SemST ,1
Bless those with a broken soul #SemST ,1
Happy Independence Day to America and her beautiful constitution #IndependenceDay #USA #SemST ,1
"Proud to be #TeamJinnah :) No Bhutto, no Imran's , only Jinnah's Pakistan :) #Inclusive #SemST ",1
"I love God  but ""We get raped in life by demons and then judged for being negative and complaining"" by Christians. #God #SemST ",1
May the Gods grant me many more freelance gigs in PDX #intention #SemST ,1
"Be a sinner and sin strongly, but more strongly have faith and rejoice in Christ. ~ Martin Luther #SemST ",1
We'd like to welcome Lucy Dee to the Atheist Apocalypse team!   May God have mercy on your soul!   #God #mercy #podcast #SemST ,1
"Next time you hear someone say that our Founding Fathers intended a ""Christian Nation,"" show 'em those quotes. #SemST ",1
"We are human. It is human nature to eat and drink ourselves destitute, fuck each other raw, and kill each other. #SemST ",1
"8 Holy Mary Mother of God, pray for us sinners now and at the hour of our death. Amen. #rosary #teamjesus #God #SemST ",1
He who exalts himself shall      be humbled; and he who humbles himself shall be exalted.Matt 23:12.     #SemST ,1
"The humble trust in God: 'Whoever leans on, trusts in, and is confident in the Lord  happy, blessed, and fortunate is he' #SemST ",1
"Husbands, love your wives, as Christ loved the church and gave himself up for her, (Ephesians 5:25 ESV) #marriage #Christian #SemST ",1
Religious holidays should not be public. #RightsAndRecourse #Transformation #SemST ,1
"Exo.28.12 - ...So that I, the Lord, will always remember... #SemST ",1
"Bind up the wounds of those whose cry comes to You, O God, rising like a tide, whose hope is in You alone. #grace #SemST ",1
RT @user Superstition-based thoughts tend to be wasted thoughts.  #freethinker #SemST ,1
