input,label
What is a fear of color?,1
What future movie treat was introduced to American colonists in 1603 by Native Americans?,1
What is the Ohio state bird?,1
What were hairy bank notes in the fur trade?,1
"What is a fear of odors, body,?",1
What are three ways in which wind is created on the earth?,1
"What late-night TV show features Larry, Bud, Melman and Toast on a Stick?",1
What was the name of the Protestant revolt against the supremacy of the Pope?,1
What determines the value of the pearl?,1
What was Franklin Roosevelt 's program for economic recovery called during the Great Depression?,1
"What dropped 1, 313 feet in 1980?",1
What English word contains the most letters?,1
What non-mechanical sport achieves the highest speeds?,1
"In order from the top, the four stripes on a can of Pepsi are what colors?",1
What 's destroyed in Genesis 19,1
What predators exist on Antarctica?,1
What kind of suit did true hepcats wear in 1942?,1
Which airplane was Fawaz Younis convicted of hijacking?,1
What drug is often used to treat AIDS patients?,1
What is the Illinois state flower?,1
What is Hawaii 's state flower?,1
What is New York 's state bird?,1
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World?,1
What did the Yalta Conference lead to?,1
What is the first book of the Old Testament?,1
What are the top 5 fiction books of all time?,1
"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14, 1983, when the temperature hit 111 degrees?",1
"What are other ways of getting stretch marks besides pregnancy, weight loss, and weight lifting?",1
What disease did August von Wassermann develop a specific test for in 196?,1
What class is categorized as the bourgeoisie?,1
What do you call a `` twirl '' in ballet?,1
What is the chemical symbol for nitrogen?,1
What is the best way to overcome a fear?,1
What is the longest word in the English language?,1
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7, 1989?",1
What color is the eight-ball in pocket billiards?,1
What is the name given to a group of geese?,1
What is a fear of reptiles?,1
What do ladybugs eat?,1
What is another term for the painful wrist syndrome?,1
What is the name of the art of growing miniature trees?,1
What is a fear of robbers?,1
What four forms does gold occur in?,1
What is Grenada 's main commodity export?,1
What are the seven wonders of the world?,1
What sport do you shag flies in?,1
What is the longest-running television series?,1
What sport features snatches and clean jerks?,1
Stuart Hamblen is considered to be the first singing cowboy of what?,1
"What is the name of the ` female ' counterpart to El Nino, which results in cooling temperatures and very dry weather?",1
What 's the most abundant element in the sun?,1
What mammal of North America is the world 's longest-lived for its size?,1
What plant has the largest seed?,1
"What do you call a date that contains sequencing numbers, like 9-8-98?",1
What type of food makes you fat?,1
"Which mosquito 's bite draws blood, DT NN CC DT NN.",1
"What household facility contains a float ball, ballcock, and overflow tube?",1
What did the ancients call the four great elements?,1
What is one of the languages of the Sioux?,1
What 's the only work by Michelangelo that bears his signature?,1
What does Warner Bros. call a flightless cuckoo?,1
What does a collier mine?,1
What is the folklore story regarding birds ' nests and birds in Christmas trees?,1
What is money made of?,1
What chess outcome results when a player has no legal move?,1
What was Mark Johnson referring to when he said,1
What is the best brand for a laptop computer?,1
What was the sequel to The Pink Panther?,1
"What will a kid eat the middle of, and save the chocolate on the outside for last?",1
"What Broadway musical featured the song, `` If I were a rich man? ''",1
"What card game has variations called Canfield, Klondike and Spider?",1
What book does Holden Caulfield appear in?,1
What sign is The Water Carrier the zodiacal symbol for?,1
What album put The Beatles on the cover of Time in 1967?,1
"What were Baffin, Frobisher and Franklin looking for?",1
Name a Salt Lake City newspaper.,1
What animal do buffalo wings come from?,1
What is the longest bone in the human body?,1
Name a film that has won the Golden Bear in the Berlin Film Festival?,1
What is kept in Fort Knox that is so valuable?,1
What 's another name for aspartame?,1
What English word has the most letters?,1
What international sport was originally called hurley?,1
What is the primary language in Iceland?,1
What is pastrami made of?,1
"What animal received royal assent as an emblem of Canada on March 24, 1975?",1
What materials did the three little pigs use to build their houses?,1
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots?,1
"What race is 1, 137 miles long?",1
What is a 2-sided object called?,1
What was the first TV set to include a remote control?,1
What does an edentulous smile lack?,1
What impenetrable system of French fortifications was built along the German frontier before World War II?,1
"What feud ended with a marriage in Kentucky on March 21, 1891?",1
What is a female rabbit called?,1
For what disease is the drug Sinemet used as a treatment?,1
What is the best selling computer model ever?,1
