input,label
you can't bitch at me for donating to Dems.  Only way to get business done with them is to grease the skids #bribe #paytoplay #SemST ,1
"@user @user is a degenerate liar who will do, say, cheat, delete, anything to get another squat at 1600 Penn Ave. #SemST ",1
@user @user Hillaey Clinton can't help but lie...it's who she really is. #SemST ,1
@user : Women deserve a better candidate for the HIGH HONOR if first woman President: We ALL do! #WhyI'mNotVotingForHillary #SemST ,1
Wouldn't be surprise that it comes to light that Chelsea's husband cheats on her. #HillaryClinton #SemST ,1
"@user ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky.  #tcot #SemST ",1
.@HillaryClinton is a liar & corrupt.  Period. End of story.  #criminal #liar #hillaryforprison #uppers #tcot #SemST ,1
@user But throws a rope around reporters and free speech.  #HillaryInNH #SemST ,1
"Obama is 'opportunist,' Hillary Clinton no different just 'more militant' - Chomsky #TruthBeTold #notmypresident #SemST ",1
The ropes might keep people back now Hillary but You WILL answer to americans come debate time you coward. #tcot #RedNationRising #SemST ,1
#EpicLiberalFail Hilary lied about Banghazi and is caught on audio biahahaha #p2 #uniteblue #libcrib #libtards #SemST ,1
@user This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary #SemST ,1
@user I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better #SemST ,1
"#NoHillary2016 & her #PredatorRat, too. MT ""@steve0423: We need to get these stickers up nationwide! #tcot #RedNationRising #SemST ",1
"@user Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege. #SemST ",1
@user What we need to do is support all Republicans and criticize the opposition. #SemST ,1
"It just depends on what the  definition of the word ""subponea"" is...  #subponea #SemST ",1
@user @user How many Xanax does this wretched bitch need to sleep at night? #SemST ,1
Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia #SemST ,1
@user @user  I'd be happy if that scandal brings her down.  There will be others...  #SemST ,1
"#WhatILearnedToday @user already admitted to having at least 2 devices, more lies, it never stops #SemST ",1
What Are We Believing in?  BELIEVE IN VICTORY. Go for  #VICTORY2016  #SemST ,1
"#HillaryClinton wants to be elected (thinks she's entitled)to WORK 4 the PEOPLE, & yet, she wants nothing to do with them!#peons #SemST ",1
"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O. #SemST ",1
Imagine @user runs for POTUS. Without a doubt a strong & popularly likable candidate against the Clinton. ------- #SemST ,1
Vow today to fight the #FirstFamilyOfCorruption .@billclinton  .@hillaryclinton & keep her out of office #independents #tcot #SemST ,1
I'm conservative but I must admit I'd rather see @user as president than Mrs. Clinton. #stillvotingGOP #politics #SemST ,1
"SUCCESS:  @user said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up! #SemST ",1
@user Why should I believe you on this? The GOP leaders in congress won't fight Obama now!!! #tcot #SemST ,1
"@user I won't use the c-word, so I'll just say that everything Clinton does is a ""cunning stunt"". #HillaryonCNN #SemST ",1
@user @user  #HRC would be an even bigger threat to America than #Obummer.   #WakeUpAmerica #SemST ,1
"#IfIhadAdollarFor wondering, was I that stupid when I was a #Democrats? #Obama #2A #NoAmnesty #WakeUpAmerica #SemST ",1
#mtp @user How is deleting emails -part of the government record -different from erasing parts of a tape? #nixon #p2 #SemST ,1
"@user lies just for the fun of it, its CRAZY!!!!! #NoHillary #WhyImNotVotingForHillary #SemST ",1
"Congratulations to our Women Soccer Team for just winning the World Cup against Japan 5-2, women rule ! #freeallfour #SemST ",1
@user cause  #Hillary Clinton is a LYING THEIVING CUNT  #SemST ,1
@user Are those women #BillClinton's next targets for assault? #MonicaLewinsky #WarOnWomen #HillaryClinton #tlot #SemST ,1
@user @user It's the Clinton history of scandalous behavior.  #Integrity knows no sex. #HillaryonCNN #SemST ,1
"@user : ""Change religious beliefs"" to accommodate the violence of abortion?! #WhyI'mNotVotingForHillary #SemST ",1
@user @user doesn't matter. Nobody cares if the Clintons make mistakes as long as the checks keep coming. #SemST ,1
@user @user @user @user THINK POSITIVELY! #OiP #Cruz2016 #MakeDCListen #NoRINOs #NoLibProgs #SemST ,1
@user Hillary chooses Brianna Keilar for her first interview. What can we expect? Disgusting slobbering over her. #SemST ,1
@user asked @user the tough questions.  Too bad @user didn't ask @user the tough questions.  #SemST ,1
"Didn't take long for Clinton lackey @user to play the ""crazy"" card. So predictable #SemST ",1
@user I do! And I had an invitation to their beta test before they even officially launched. #HillaryLies #SemST ,1
Technology has exposed more bad politicians than bad cops....Where Is Our Server Hillary? #CNN #SemST ,1
"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky. #SemST ",1
Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016 #SemST ,1
Why did you lie about the #Benghazi subpoena? @user  No wonder no one trusts you.  #SemST ,1
"@user   wow.  So shrill. Hating Hillary as badly as you hate homeless, transgenders, and people who ride trains #SemST ",1
@user @user Never forget @user #Benghazi Shackle the criminal element #SemST ,1
"The federal government did not create the states, the states created the federal government. Ronald Reagan #Federalism #SemST ",1
@user @user how about finding her a #pathtoJAIL #DONOTPASSGO do collect any Any more of #WeThePeople s #SemST ,1
"Entire campaign platform for @user seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET #SemST ",1
"@user big banker buds need to ratchet up their ""Hillary cares about the little people"" propaganda  #SemST ",1
America has no tolerance for cheaters and liars in the White House. #NoBillary #Women4GOP #PresidentialElection2016 #SemST ,1
"Can't #UniteBlue, RT LindaSuhler: Hillary:People Trust Me, Blames 'Constant Barrage of Attacks' By the Right #delusional #WakeUpA... #SemST ",1
"Beware of #Kochtrolls bashing our candidates. I will not bash #Hillary. She's my plan B, for gosh sakes. #Bernie2016 #SemST ",1
@user the reason she struggles to appear genuine is she is not a genuine person. Actions speak louder than words.  #SemST ,1
It's interesting how many liberals are so brainwashed and anxious to mindlessly support a woman who isn't even liberal #SemST ,1
@user Great now Hillary knows how the american people feel about the majority of politicians including her #SemST ,1
@user @user  Attack? More like the daily liberal media defend Hillary and her lies!! #SemST ,1
"@user She lied under oath before, why trust her to speak the truth now? #SemST ",1
"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @user #SemST ",1
Ok now Latino are deciding who is going to be president of the US #Jeb2016 #DonaldTrump #Sanders2016 # #SemST ,1
@user will u rope off the people too Hillary swine?  #uppers #uniteblue #SemST ,1
I wish #OliviaPope could run @user 's campaign... #Scandal #livisreal #SemST ,1
"Hillary has flipped yet again, and is now pro-sanctuary cities. #SemST ",1
@user Do we really want to know what's under those pantsuits? Besides the black heart of evil. #SemST ,1
"@user  If @user finds evidence, he will expose #HRC as the horrible candidate she is.  #SemST ",1
"@user @user Hillary to press: ""Curtsy while you're thinking what to say, it saves time"" #throughthelookingglass  #SemST ",1
So @user received a Subpoena to Testify & She ignored it! Is Hillary above The Law Now?  #SemST ,1
@user interview was ridiculous!! She's such a liar! #SemST ,1
@user @user Good i'view #Brianna. #Hillary NOT responsible 4 slander/libel-lies r indefensible. WILL be next #POTUS. #SemST ,1
@user Simple. A revolution Two Independence Days And a clean slate. #2ndamendment #REMEMBERBENGHAZI2016 #PATRIOTSWILLRISE #SemST ,1
.@mite72 @user NEITHER ONE!!!! Just making a funny! #SemST ,1
@user I want to fav this tweet....cause it's hilarious. But I give no support to #HillaryClinton #SemST ,1
.@jaketapper The way @user keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica #SemST ,1
ROFLMAO! 2012 @user couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016 #SemST ,1
Hillary upset GOP candidates didn't respond to Trump's illegal imm comments immediately-yet we're still waiting for her emails. #SemST ,1
