input,label
which nba player has scored 100 points in one game ? Wilt Chamberlin,1
"Who was the last player to get a quadruple double in the NBA ? David Robinson was the last back in 1994 . He had 35 points , 10 rebounds , 10 assists , and 10 blocks .",1
Will the Pittsburgh Steelers win the Super Bowl next year ? HECK YA ! ! ! GOOOOOOOOOOOOOO STEELERS ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1
"Should the Lions fire Matt Millen ? Do you think it was a good move to fire Mooch ? Yes they should fire Matt Millen . In the time he has been there , there have been 3 coaches and they still have the worst record for that time period . Also , his draft picks have n't been doing squat ( look at Harrington ) .Was it a good move to fire Mooch ? He never really seemed to be a good fit with the Lions to me , so maybe it was . But that does n't mean he 's not a good coach . He 'll be coaching next year , most likely for a college team .",1
india or pakisthan ? india,1
"who will win the 2006 football world cup in Germany ? European team France , Germany and England have the best chance",1
how to train coon dogs ? maybe this can helphttp : //www.amazon.com/gp/product/0876662742/103-2920214-5247847 ? dev-t=D2Y5TUCCVJ7DGE & n=283155,1
"Will Illinois make it to the Final Four this year ? What are people 's other predictions ? No , the small field will probably hold Duke , Villanova , UCONN and Memphis",1
What was Joe Frazier 's nickname ? `` SMOKIN'JOE '',1
"What 's the main reason for india 's success over pakistan in the curent ODI series ? * absence of Shoaib Akhtar* inzi 's bad captaincy * luckor india is just too good & strong for them ? ? India were now started to play a different level of cricket . They are started to shifts positions of the batting order . And this makes the opponents in a dilema . And the teams major players like sachin , yuvraj , dhoni , dravid were in fantastic form now . I would say the pakistanis need to mentally strong they were easily losing their confidence , because of that they are not fighting until the end , and they giving it up easily",1
are the pistons gone win the championship this season ? you better believe itthey were robbed last year,1
Who is the greatest sport player of all time ? Not because of championchip Michael Schumacher of course,1
Basketball ? THE KINGS ARE THE BEST TEAM ! WHOS WITH ME ? not me they suck,1
What is the best butt-wipe to use when toilet-papering a house ? I thought I woild join the club and throw out a goofy question too . something very inexpensive ... ... lol,1
how to score catcher 's interference ? Batter hits catchers glove and umpire calls deadball . Batter is awarded first base . How is this scored ? Is it an error on the catcher and does it count as an official at bat for the batter ? Or ? ? ? It is scored as an error according to MLB rule 10.13f Errors .,1
Who is the Best among tennis player who can be rated the best in the history of that game ? Pete Sampras ! ! ! !,1
Do you think Which team is winner of 2006 World cup ? What do you think ? I think Brazil.They were the best in the qualifiers and they have the power to do it with very good and talented players .,1
"Trivia question : Consecutive SB MVPs selected in the draft ? In the 1979 NFL Draft , two players who would go on to win the Super Bowl 's Most Valuable Player award with the same team were drafted consecutively.Name them . phil simms and ottis anderson",1
"How much does it cost to climb Mt Everest ? last I heard- $ 50000 just for permit- 6 weeks off work , travel expenses and prime for sherpas",1
"Do the Canucks need to get a goaltender ? Do they need a new goalie or can they ride it out with Alex Auld ? Auld 's been so strong all season that I think it 's wise for Vancouver to let this young goalie see lots of action and face the season . He 's performed nicely in his role so far , and he should mature quickly if he becomes the # 1 goalie this season .",1
"Is My Nba Fantasy Team Any Good ? Please Give Me Some Advice On What To Do. ? My team is ... JAMAL CRAWFORD ( ny ) MATT HARPING ( uta ) DREW GOODEN ( cle ) DONYELL MARSHALL ( cle ) TRACY McGRADY ( hou ) PAUL PIERCE ( bos ) Bonzi Wells ( sac ) CHRIS BOSH ( tor ) BARON DAVIS ( gs ) DEREK FISHER ( gs ) KIRK HINRICH ( chi ) KYLE KORVER ( phi ) TROY MURPHY ( GS ) RASHEED WALLACE ( DET ) Whitewater , uhm , those players did rock , but they are n't playing anymore ! So how the heck can you get any stats for them in the CURRENT season ? Anyway.Yeah , you need centers . And scorers . I 'd drop Wells , Gooden , Harpring , Hinrich and Marshall in trade offers and see if you can get a scorer and another center besides Bosh . And whatever you do , do NOT lose McGrady , Pierce , Wallace or Davis ! Those guys are the heart of your lineup .",1
Which sport make the most money ? Forbes list of the highest paid athletes : 1 . Tiger Woods 2 . Michael Schumacher 3 . Peyton Manning 4 . Michael Jordan 5 . Shaquille O'Neal 6 . Kevin Garnett 7 . Andre Agassi 8 . David Beckham 9 . Alex Rodriguez 10 . Kobe Bryant,1
