input,label
" 6195 . Direct action also took such forms as the sit - in campaigns to desegregate lunch counters that began in Greensboro , North Carolina , in 1960 , and the 1961 Freedom Rides in which black and white volunteers rode buses and trains through the South to enforce a 1946 Supreme Court decision that desegregated interstate transportation ( Morgan v. Virginia ) .",1
 A stromatolite is a sedimentary structure formed when minerals are precipitated out of water by prokaryotes in a microbial mat ( [ link ] ) .,1
" Modern angiosperms appear to be a monophyletic group , which means that they originate from a single ancestor .",1
" 3042 . Electric generators induce an emf by rotating a coil in a magnetic field , as briefly discussed in Induced Emf and Magnetic Flux .",1
 The distance to the closest object that can be seen clearly is called the near point of the eye ( normally 25 cm ) .,1
" 2640 . If an object moves relative to a reference frame ( for example , if a professor moves to the right relative to a white board or a passenger moves toward the rear of an airplane ) , then the object ’s position changes .",1
 Linear perspective refers to the fact that we perceive depth when we see two parallel lines that seem to converge in an image ( [ link ] ) .,1
" The act established the Civil Service Commission , a centralized agency charged with ensuring that the federal government ’s selection , retention , and promotion practices were based on open , competitive examinations in a merit system .",1
 We have since come to refer to this integration of international trade and finance markets as globalization .,1
 Mania is a state of extreme elation and agitation .,1
" For example , a municipal bond is issued by cities , a state bond by U.S. states , and a Treasury bond by the federal government through the U.S .",1
 A master status is a label that describes the chief characteristic of an individual .,1
" Additional characteristics of amphibians include pedicellate teeth — teeth in which the root and crown are calcified , separated by a zone of noncalcified tissue — and a papilla amphibiorum and papilla basilaris , structures of the inner ear that are sensitive to frequencies below and above 10,00 hertz , respectively .",1
" This phenomenon often produces the rally around the flag effect , in which presidential popularity spikes during international crises .",1
 Marriage to a partner from the same social background is an endogamous union .,1
" First , they assimilate new information or experiences in terms of their current schemata : assimilation is when they take in information that is comparable to what they already know .",1
" At the other end of the spectrum is a free trade approach , in which a country allows the unfettered flow of goods and services between itself and other countries .",1
" 3052 . Mutual inductance is the effect of Faraday ’s law of induction for one device upon another , such as the primary coil in transmitting energy to the secondary in a transformer .",1
" In electromagnetic waves , the amplitude is the maximum field strength of the electric and magnetic fields .",1
 3189 . It was soon evident that Becquerel ’s rays originate in the nuclei of the atoms and have other unique characteristics .,1
" This was the beginning of the spoils system , in which political appointments were transformed into political patronage doled out by the president on the basis of party loyalty .",1
" 1134 . The epidermis of a leaf also contains openings known as stomata , through which the exchange of gases takes place ( [ link ] ) .",1
" 3148 . Gamma rays , a form of nuclear and cosmic EM radiation , can have the highest frequencies and , hence , the highest photon energies in the EM spectrum .",1
" A table that shows the quantity demanded at each price , such as [ link ] , is called a demand schedule .",1
" 2496 . Named for Charles Ponzi , the original “ Ponzi schemes ” emerged early in the 1920s to encourage novice investors to divert funds to unfounded ventures , which in reality simply used new investors ’ funds to pay off older investors as the schemes grew in size .",1
" A country is said to be engaging in protectionism when it does not permit other countries to sell goods and services within its borders , or when it charges them very high tariffs ( or import taxes ) to do so .",1
" A person ’s sexual orientation is his or her physical , mental , emotional , and sexual attraction to a particular sex ( male or female ) .",1
" 15 . While research efforts in both basic science and applied science are usually carefully planned , it is important to note that some discoveries are made by serendipity , that is , by means of a fortunate accident or a lucky surprise .",1
" Since aggregate demand is defined as spending on domestic goods and services , export expenditures add to AD , while import expenditures subtract from AD .",1
" Unlike industrial societies that are rooted in the production of material goods , information societies are based on the production of information and services .",1
" Cognitive development involves learning , attention , memory , language , thinking , reasoning , and creativity .",1
 785 . Phototrophs ( or phototrophic organisms ) obtain their energy from sunlight .,1
 A fourth quark flavor called charm ( c ) was proposed as the counterpart of the strange quark to make things symmetric — there would be two normal quarks ( u and d ) and two exotic quarks ( s and c ) .,1
 We call the hypothetical unified force superforce . Now let us imagine starting at TOE and moving forward in time to see what type of universe is created from various events along the way .,1
 Fluid intelligence encompasses the ability to see complex relationships and solve problems .,1
 4951 . What Determines Net Exports?Recall that exports are products produced domestically and sold abroad while imports are products produced abroad but purchased domestically .,1
 1952 . Temperature and moisture are important influences on plant production ( primary productivity ) and the amount of organic matter available as food ( net primary productivity ) .,1
" 611 . Since 2005 , automated sequencing techniques used by laboratories are under the umbrella of next - generation sequencing , which is a group of automated techniques used for rapid DNA sequencing .",1
" 4700 . The U.S. insurance industry is primarily regulated at the state level ; indeed , since 1871 there has been a National Association of Insurance Commissioners that brings together these state regulators to exchange information and strategies .",1
" 6078 . For example , under the Fifth Amendment a person can be tried in federal court for a felony — a serious crime — only after a grand jury issues an indictment indicating that it is reasonable to try the person for the crime in question .",1
" 3079 . It was later found that these discharges created an invisible , penetrating form of very high frequency electromagnetic radiation .",1
" 1991 . Malthus published a book in 1798 stating that populations with unlimited natural resources grow very rapidly , and then population growth decreases as resources become depleted .",1
" Cells in the juxtaglomerular apparatus , which regulates the functions of the nephrons of the kidney , detect this and release renin .",1
 The changing of a light ray ’s direction ( loosely called bending ) when it passes through variations in matter is called refraction .,1
" Some isotopes may emit neutrons , protons , and electrons , and attain a more stable atomic configuration ( lower level of potential energy ) ; these are radioactive isotopes , or radioisotopes .",1
" 4283 . Alex suffers from generalized anxiety disorder : a relatively continuous state of excessive , uncontrollable , and pointless worry and apprehension .",1
 Urea is made in the liver and excreted in urine .,1
" Upon their arrival in North America a year later , the English Separatists who settled the Plymouth Colony , commonly known as the Pilgrims , promptly authored the Mayflower Compact , an agreement to govern themselves according to the laws created by the male voters of the colony .",1
" 3804 . Our emotional states are combinations of physiological arousal , psychological appraisal , and subjective experiences .",1
" This discovery led to the minimal effects theory , which argues the media have little effect on citizens and voters .",1
 158 . The rRNA ensures the proper alignment of the mRNA and the ribosomes ; the rRNA of the ribosome also has an enzymatic activity ( peptidyl transferase ) and catalyzes the formation of the peptide bonds between two aligned amino acids .,1
 The rays themselves are called nuclear radiation .,1
" The Pregnancy Discrimination Act of 1978 was aimed at prohibiting discrimination against women in the workplace who are planning to get pregnant , are pregnant , or are returning after pregnancy .",1
" In classical conditioning , the initial period of learning is known as acquisition , when an organism learns to connect a neutral stimulus and an unconditioned stimulus .",1
 Ocean upwelling is the rising of deep ocean waters that occurs when prevailing winds blow along surface waters near a coastline ( [ link ] ) .,1
" 6858 . Through their own constitutions and statutes , states decide what to require of local jurisdictions and what to delegate .",1
" In regression , an individual acts much younger than their age .",1
 An interference pattern is created that is very similar to the one formed by a double slit ( see [ link ] ) .,1
" 749 . Other viruses induce hypoplasia , or decreased cell growth , in the leaves of plants , causing thin , yellow areas to appear .",1
" People from an individualistic culture , that is , a culture that focuses on individual achievement and autonomy , have the greatest tendency to commit the fundamental attribution error .",1
" The lesser apes comprise the family Hylobatidae , including gibbons and siamangs .",1
" It should also change neutrino flavor — that is , any type of neutrino could change spontaneously into any other , a process called neutrino oscillations .",1
" In 1215 , King John signed Magna Carta — a promise to his subjects that he and future monarchs would refrain from certain actions that harmed , or had the potential to harm , the people of England .",1
" Ideal radiators are therefore called blackbodies , and their EM radiation is called blackbody radiation .",1
" 6825 . The justices consider oral arguments not as a forum for a lawyer to restate the merits of his or her case as written in the briefs , but as an opportunity to get answers to any questions they may have .",1
" These nerve endings respond to a variety of different types of touch - related stimuli and serve as sensory receptors for both thermoception ( temperature perception ) and nociception ( a signal indicating potential harm and maybe pain ) ( Garland , 2012 ; Petho & Reeh , 2012 ; Spray , 1986 ) .",1
" The ovary houses one or more ovules , each of which will develop into a seed upon fertilization .",1
 The Economic Opportunity Act of 1964 was designed to help end poverty by creating a Job Corps and a Neighborhood Youth Corps .,1
 2059 . Equilibrium is the steady state of an ecosystem where all organisms are in balance with their environment and with each other .,1
" Committed partisanship , which is the tendency to identify with and to support ( often blindly ) a particular political party , alienates some Americans who feel that elected representatives should vote in support of the nation ’s best interests instead of voting in the way their party wishes them to .",1
