input,label
his ousting of president amadou toumani toure weeks before a presidential election -- ostensibly over the government 's failure to stamp out the tuareg rebellion -- achieved the opposite of the desired effect .,1
"Administrators in the Western Zone are being rejected by the people and removed from their positions for their corrupt practices, it has been reported",1
Amnesty International reports of widespread human rights violations in the run up to the Ethiopian electio,1
"after the current junta staged a bloody coup in 1988 , un envoys to burma under different missions made more than three dozen trips to burma in attempts to help solve the country 's decades-long political deadlock .",1
"This report was released a few days after the U.S. and its Western allies had backed the new government of Libya, which was endorsed by the U.N. and promised military aid to be able to destroy Daesh",1
"The big effect that ""Super Tuesday"" (Super Tuesday) election has on the American politics. On what is known as ""Super Tuesday"" (Super Tuesday) competing presidential candidates...",1
"*by katarina h ö ije* bamako , 30 april 2015 ( irin ) @-@ the last few years in mali have been busy : an independence declaration , a coup , a mutiny , a northern takeover by islamist groups , a french military intervention , a hostage crisis , a guerrilla campaign , a preliminary peace deal , and finally , in february , a ceasefire .",1
Libya: an explosive that exploded in a cargo truck killed 60 people,1
**a wave of sexual violence** women and girls have been the main victims of the conflict in northern mali brought about by the region ’ s takeover in 2012 by islamist and secessionist rebels .,1
"Pres. AlBashir of Sudan said he will hand over power. President Omar Al Bashir, announced that he will abdicate in four years after his term ends. After Ar",1
Rwanda: Paul Kagame's government is planning a way of impeaching Yoweli Kaguta Museveni in Uganda!,1
"even so , the fall of gaddafi was not alone responsible for the current revolt .",1
Government cannot be toppled by this election - Minister Ranjith...,1
"Government didn't do what Gota did in Hambantota. Although during the Rajapaksa regime, former Defense Secretary Gotabhaya Rajapaksa, had taken steps to remove people who have been living in Kompanyaweediya for decades by- force from their homes within 24 hours, the current government has not done anything like that in Hambantota, says Mujibur Rahman, MP. Mujibar Rahumann said that the Rajapaksas took steps to expel families with children within 24 hours by using the army and the police and destroyed the houses to the ground and transferred those lands to foreign companies. He said when those families were expelled without even giving the children the time to take out their books from their homes",1
"RT @VOATigrigna: On the eve of the day the capital is preparing for Wednesday's presidential election in Somalia, the capital Mogadishu is on a very high security alert. #Eritrea #Ethiopia #VOATigrigna..",1
the conflict of Pope Francis with Ditta Donal Trump. The leader of the Catholic church drowned himself in the American election fry. The republican camp...,1
"The report we received from Tel Aviv indicates that the protest, which took place in the morning hours and was organized by justice-seekers, called for ending PFDJ's monopoly on power in Eritrea",1
