input,label
Who was the Charlie perfume woman?,1
What 2th-century fictional character attends Pencey Prep School?,1
What fool is not so wise To lose an oath to win a paradise?,1
Who moderated the first Kennedy-Nixon TV debate?,1
Who played the Ringo Kid in the 1939 film Stagecoach?,1
Who was the Democratic nominee in the American presidential election?,1
Who won the first World Series?,1
Who made the first airplane that could fly?,1
Who coined the term NN cyberspace `` in his novel NN Neuromancer ''?,1
What composer was awarded the Medal of Honor by Franklin D. Roosevelt?,1
What 's the name of Tom Sawyer 's aunt with whom he lives?,1
What barroom judge called himself The Law West of the Pecos?,1
What was Marilyn Monroe 's real name?,1
What doctor is synonymous with footwear and foot care?,1
What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child?,1
What TV family sometimes buys eclairs from Nelson 's Bakery?,1
Who was the girl in Peter Sellers 's soup?,1
Who patented the first phonograph?,1
Who is Dear Abby?,1
What suburban housewife and mother of three wrote The Feminine Mystique?,1
What author did photographer Yousuf Karsh call `` the shiest man I ever met ''?,1
What doctor claimed in a 1946 book,1
Which Bloom County resident wreaks havoc with a computer?,1
Who was the star of Leave It to Beaver?,1
Who was Whitcomb Judson?,1
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex?,1
Who is the actress known for her role in the movie `` Gypsy ''?,1
"What radio, TV and movie character did Jackie Gleason and William Bendix play?",1
Who 's won the most Oscars for costume design?,1
What U.S. vice-president once declared,1
Who was the first man to return to space?,1
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election?,1
What President was assassinated by Charles J. Guiteau?,1
"Who wrote the song, `` Silent Night ''?",1
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria?,1
What six-foot temperance advocate wielded her hatchet on saloons?,1
Who wrote ` Dubliners '?,1
Who was the lawyer who represented Randy Steven Craft?,1
Which of the following people is not associated with Andy Warhol?,1
Name the fast food chain with the golden arches.,1
Who has won the most Super Bowls?,1
Who was the prophet of the Muslim people?,1
Who made the first surfboard?,1
Which is the only Dick Tracy villain to appear three times?,1
What company 's logo is a `` W '' in a circle?,1
What is the name of the pop singer whose song became the theme song for a brand of catsup?,1
Who is the mayor of Marbella?,1
"Who is the author of the book, `` The Iron Lady",1
What Honeymooners actress did Television magazine name as 1953 's most promising star?,1
Who wrote the Bible?,1
What Pope inaugurated Vatican International Radio?,1
What card company sells Christmas ornaments?,1
Which of the following actors worked in New York 's Yiddish Theater?,1
Which glamorous actress is a close friend of Dick Tracy?,1
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back?,1
What famous singing cowboy owns the California Angels baseball team?,1
"Who sent the brief message `` I came, I saw, I conquered ''?",1
What Nobel laureate was expelled from the Philippines before the conference on East Timor?,1
Rotary engines used to be made by whom?,1
What is the name of Miss India 1994?,1
Name the tree growing company.,1
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover, and also granted 10? of all profits of his voyage.",1
Who is the French literary charcter who is chiefly famous for his enormous nose?,1
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne?,1
Who wrote The Ugly Duckling?,1
Who was president in 1913?,1
What comedian was born Allen Stewart Konigsberg?,1
"What feathered cartoon characters do Yugoslavians know as Vlaja, Gaja, and Raja?",1
Who wrote the lyrics to Porgy and Bess?,1
Who is Malaysia 's 43rd prime minister?,1
What two New York Yankee pitchers swapped wives and families?,1
Which of the following famous people does not paint as a hobby?,1
What National League baseball team employed 72 third baseemen in its first 2 seasons?,1
Who was elected president of South Africa in 1994?,1
Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez?,1
Who was the second man to walk on the moon?,1
Who was the second man to walk on the moon?,1
What 's the middle name of movie producer Joseph E. Levine?,1
What college did Joe Namath play football for?,1
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie?,1
What army 's motto is Blood and Fire?,1
"Who played for the Chicago Bears, Houston Oilers and Oakland Raiders in a 26-year pro football career?",1
Whose image is alleged to be on The Shroud of Turin?,1
Who portrayed Dracula in Hammer Studios ' films?,1
"In Dana 's `` Two Years Before the Mast, '' what seafarers lived in an abandoned oven on the beach at San Diego?",1
Who was the first actress to appear on a postage stamp?,1
Which major diamond producer is based in South Africa?,1
Which king signed the Magna Carta?,1
Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's?,1
What 's Japan 's largest car manufacturer?,1
