input,label
"@user Pregnant people have more than heartbeats. They have feelings, and the ability to make decisions about their health. #SemST ",1
It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST ,1
Anti choice laws are sexist because they only effect women*.   #SemST ,1
"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST ",1
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST ,1
@user @user well said. Men are playing political football with women's right to have control over our bodies. #fail #SemST ,1
So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body.   #SemST ,1
Women ARE capable of making decisions #SemST ,1
"@user if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST ",1
I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST ,1
I will visit PEI when all women can get a lawful medical abortion on the island. #Cdnpoli #peipoli #womensrights #SemST ,1
I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST ,1
This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST ,1
Oh you dont like that Im Pro-choice.  Pftt. Dont try to force me to be pro-life. Fuck off   #sorrynotsorry #SemST ,1
"A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST ",1
Anti-choice laws are entirely men controlling women  #SemST ,1
Good thing I don't live in Kingston woulda started a riot by now with this 'pro-life' protest #SemST ,1
People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST ,1
It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST ,1
"Not all women want to have or bear children, and that is okay  #SemST ",1
@user 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST ,1
Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST ,1
"You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST ",1
"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST ",1
I wonder if #antichoice ever wonder if the pregnant #teen they denied accurate #SexED to could have been the one to cure cancer. #SemST ,1
Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST ,1
"@user @user Every time I ""discuss"" with ""#prolife"" it reaffirms my belief that #antichoice are complete idiots. #SemST ",1
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST ,1
"We need more public funding for birth control, condoms and abortions, especially abortions. #budget2015 #Election2016 #SemST ",1
@user YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST ,1
"#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST ",1
@user or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST ,1
"I'm against abortion, gay marriage, AND Donald Trump for President. #gaymarriage #DonaldTrump #SemST ",0
"@user @user The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST ",0
.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST ,0
There is nothing sadder than pro-life young women. I can't help but pity the fools. #repealthe8th #SemST ,0
So Ariana Grande hates America & Americans? She's not alone #SCOTUS #HILLARY #OBAMA #DEMOCRATS #ACLU #NAACP #HAMAS #ISIS #SemST ,0
En route to Parnell Square for the rally for life!!  #everylifematters #SemST ,0
Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST ,0
Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST ,0
@user @user people like you are exactly what is wrong with our society. #ProCONTRACEPTION #unapologetic  #SemST ,0
@user lol.  I don't know about that.  #schoolprayer #GovtEndorsementOfHeterosexualMarriage #SemST ,0
#FF #Patriot --> PigsWalkUpright.  Thanks 4 following back!! #Truth #Liberty #Justice #ProIsrael #2A #RiseUpAmerica #ProudAmerican #SemST ,0
CPCs in this town of 5000: 2. #goddamn #SemST ,0
I get several requests with petitions to save whales but never to stop the slaughter of babies in the wombs of mothers. #abortion. #SemST ,0
A much needed 3 days with these guys @user @user missed @user but what a weekend #SemST ,0
"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST ",0
"@user @user @user Actually, child-murder is far worse these days. We live in more savage times. #SemST ",0
"@user @user @user @user @user Yes, an occasional hypocrite. I support #MarriageEquaility & abhor #SemST ",0
Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST ,0
Where is the childcare program @user which you said would be in place? #loneparents #7istooyoung #SemST ,0
I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST ,0
@user @user @user both r #human. 1e u abuse with misinformation (#women) n d other u kill by #baby #SemST ,0
"#rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women's choices #SemST ",0
"RT @user ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST ",0
"RT @user It's so easy to be Pro-Choice, especially when you're not the one getting your skull crushed. #SemST ",0
@user @user  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST ,0
Being a Democrat is never having to say you're sorry... #Slavery #Segregation #KKK #SemST ,0
I will fight for the unborn! #SemST ,0
I support @user because I want to see Planned Parenthood gone. #SemST ,0
The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to @user & friends.      #SemST ,0
@user #gop as whole party has backwards ideas on #immigration #votingrights #womensright #civilrights. #healthcare #dapa #SemST ,0
RT DavidHarris707: MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST ,0
"@user Right, where are the pre-born women's rights? #allLivesMatter #equalRights #SemST ",0
The government has given no explanation of why the law was changed #macedonia #HRCtte #SemST ,0
@user The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST ,0
This #rally4life shit! How people support it I'll never understand. #SemST ,0
There should be no law or funding which justifies the murder of innocent life.   #CCOT #pjnet #SemST ,0
Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST ,0
Like how can you sit there and even go through with the process #SemST ,0
"We declare that all people have worth and value even if the whole world calls them ""unwanted""! #SemST ",0
@user And accepting with love any children arising from Union of marriage or at least taking responsibility for life created #SemST ,0
"#rally4life because if they don't want an abortion, then no one can have the choice  #SemST ",0
A bundle of cells feels more pain than a fully grown women? no. #SemST ,0
'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries  #SemST ,0
@user You can say that again! #AbortionIsMurder #AllLivesMatter #ProLifeYouth #SemST ,0
#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents  #childcare #parenting #SemST ,0
"Lord Jesus,Touch my life with your saving power, heal and restore me to      fullnessof life. #SemST ",0
Al Robertson's mom #DuckDynasty  chose life as an unwed 16 year old. #SemST ,0
"I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure #SemST ",0
"As a man, the only body I should have a say in is my own. #repealthe8th #rally4life #SemST ",0
#ICCPR report does not cite any reasons for the changes in the legislation regulating. #macedonia #law # #SemST ,0
I have a right to identify as pregnant and have an abortion. Having an abortion confirms my power of choice. #PregnancyForAll #SemST ,0
Those who deny women who've been raped abortion are the same ppl who tell rape victims they asked for it. #rape #SemST ,0
@user NY pastors need to call their State Senators and stop this barbaric bill!istorture #SemST ,0
Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST ,0
@user Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! #SemST ,0
It's sad to see so many people getting their values from Hollywood rather than the Holy Scriptures.  #ProLifeYouth #SemST ,0
89% of abortions occur at the 12th week or before #letstalkabortion #SemST ,0
@user It isn't going to happen. The LW and the RW have too many differences. #ForeignPolicy #HealthCareLegislation #Economics #SemST ,0
@user what do u call #teens hu got #pregnant even while ingesting contraceptives? success? Can a chaste girl get pregnant? #SemST ,0
@user Bullshit multiplied by bullshit is still bullshit. #SemST ,0
I hope you all either enjoy the rugby or enjoy not enjoying the rugby #SemST ,0
Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST ,0
"The idea that a ""fetus"" isn't human is outrageous, I mean what else would it be? A dog? A dragon? The unborn are HUMAN BEINGS! #SemST ",0
Generate belief in quality existence for everyone especially children in that community.Kittington2016 #SemST ,0
@user It is no less your child before or after birth. One continuum of life. #SemST ,0
@user @user d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts #SemST ,0
@user Just saw your review of @user book at Amazon. I have to say I totally agree with you. A sick marketing ploy. #SemST ,0
@user @user u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST ,0
FYI: Unborn babies diagnosed with a disability in the womb can feel pain just as much as a baby without a diagnosis #theyfeelpain #SemST ,0
"@user U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST ",0
@user But of course today one doesn't have to be responsible You can kill your child instead! #SemST ,0
Please vote against the anti-choice amendment to the Scotland Bill on Monday @user - Thanks! #abortionrights #SemST ,0
@user @user They  are BOTH alive & human from conception Just earlier phase of life's continuum! @user #SemST ,0
@user @user @user Who defends murder here? I haven't heard anyone defending the killing of human beings. #SemST ,0
"@user Sexual Assault is Epidemic.. Not just in Military, Colleges, Universities. Fight 2 Stop this Crime=Less Need 4 #SemST ",0
"Natural family planning isn't ""planning"" at all since it just doesn't work. #SemST ",0
"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST ",0
@user @user @user we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST ,0
I am Nazi Holocaust survivor and I say that Abortion is America's Holocaust! -Sibylle Heidrich von Campe #holocaust #SemST ,0
@user these poor souls won't be anything in the future @user encouraged women to murder babies. #BlackLivesMatter #SemST ,0
Every1 needs 2 c @user & @user movie #TheRallyLA. It's life transforming. #drugs #forgive #SWBC2015 #Salvation #SemST ,0
Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST ,0
Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew @user (Red on #OITNB ) #SemST ,0
If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST ,0
@user NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive. #SemST ,0
@user What nonsense is this colleague of yours writing about?? #everylifematters #SemST ,0
"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST ",0
I am about to deck these 2 bitches in the fucking mouth.  #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST ,0
@user Postinor is popularly  used for?  #MrChocho_BabyOKoko #SemST ,0
if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST ,0
@user I don't *believe* life begins at conception--I *know* life begins at conception. #nrlc2015 #SemST ,0
So the #Democrats tore down their OWN #ConfederateFlag NOW if they get rid of THEIR #KKK #blackpanthers #alsharpton #hate #SemST ,0
"AmandaKayHowell: Dear to who it may concern;""YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #wo... #SemST ",0
"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST ",0
asked a protester-u'll fund the moms?Yes-So #announced it in DT #hamont-yo ppl #NoAbortion=these ppl wth picz will pay 4yo' kids #SemST ,0
AntiChoice laws say women can't make their own decisions  #SemST ,0
1.2% of abortions happen at 21 weeks+  (these are only exceptions) #letstalkabortion #SemST ,0
"Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity #WakeUpAmerica #SemST ",0
@user You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? #tcot #SemST ,0
"Hi @user while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST ",0
Babies are humans to support the prolife movement #SemST ,0
I just unfollowed someone because they tweeted about being pro-life #SemST ,0
@user @user @user @user I'm totally cool with this image. Was the fetus unviable? Health at risk? #SemST ,0
"For he who avenges blood remembers, he does not ignore the cry of the afflicted. ~ Ps 9:12 #comequicklyLordJesus #SemST ",0
@user every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR #ccot #tcot #SemST ,0
I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience #PregnancyForAll #SemST ,0
"In so many ways to Christians right here in America we already ARE the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica #SemST ",0
"@user @user @user ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST ",0
Pro Choice? Just choose to kill yourself after your baby is born. #SemST ,0
"@user I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST ",0
The sanctity of human life is not a woman's issue. #antifeminism #SemST ,0
The #rally4life  shows yet again what little support these people have.  #repealthe8th #SemST ,0
"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. #SemST ",0
@user @user where is #SilencedDiscourse for @user questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST ,0
@user Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term #teens #SemST ,0
Those who wonder what they would have done had they lived at the time of some terrible injustice now know the answer -P. Hitchens #SemST ,0
@user @user where is #SilencedDiscourse for @user #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST ,0
@user I thought they wanted less unwed mommas and less abortion. #confused #tcot #feminism #SemST ,0
"@user @user @user Kohn is also anti-human rights, anti-social justice, anti-peace, pro-violence.  #SemST ",0
Solidarity with all at the counter #rally4life - Ireland won't be equal until women have full control of our bodies #repealthe8th #SemST ,0
"@user @user Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST ",0
#HDR - top set up in the Warm up area @user ... Chilling and chatting with @user before the racing. #Topriders #SemST ,0
Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST ,0
"How can someone be calling for abortion in a speech and end it with ""God bless America""? #righttolife #SemST ",0
Reading law cases on abortion rulings from the past 100 years is exhausting! #research #workhard #work #publichealth #SemST ,0
I #DenounceHarper because his religious ties are responsible for the #MarchForLife anti-choice rallies on Parliament Hill. #SemST ,0
@user Giving birth is not pushing women toward death. #SemST ,0
It's undeniable that conception may also be the birth of a soul unto life itself. Why mess with that? #SemST ,0
"@user while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death. #SemST ",0
@user 1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions.  He's sick!  #SemST ,0
@user I'm curious Mary are you a meat eater and an animal hide wearer? #SemST ,0
@user @user The unborn also have rights #defendthe8th #SemST ,0
A prochoice advocate but circumcise ur baby? Fucking hypocrite! #circumcision #humanrights #SemST ,0
Was at the planned parenthood protest in #fitchburg today with the image of Our Lady of America #catholic #SemST ,0
FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST ,0
#rally4life more like rally for people who think they have the right to authorise other people's decisions #SemST ,0
@user @user sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST ,0
"I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST ",0
Wish I could be at the #rallyforlife counter protest. Women are people. Fetuses are clumps of cells. End of story. #ireland #SemST ,0
"@user So you've blown right past the whole ""women stopped dying after RvW"" thing. #prolifelie #hashtagitall #SemST ",0
If #Freewill is good enough for your #god it should be good enough for you. #SemST ,0
To run outside? To run inside? #SemST ,0
"Why would I want to make choices about my own body, when a congressman could do it for me?  #ConversationsWithAlex #SemST ",0
Just been having rather horrible discussion with @user - reminder that we have a long way to go. #HumanRights #healthcare #SemST ,0
@user @user @user Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST ,0
"@user @user The culture of death is ""#prolife"" who deny pregnant people healthcare. #SemST ",0
Yes. Antis just don't make sense.  #WarOnWomen #SemST ,0
"@user @user There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST ",0
Pray for the Navy yard. God please keep the casualties minimal.   #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST ,0
Congrats to my friends at @user and @user for their commitment in getting Pain-Capable Act passed. #wiright #theyfeelpain #SemST ,0
"If we are pronounced dead when our heart stops, why are we not pronounced alive when our heart starts? #SemST ",0
These dems' lack of compassion for unborn babies who receive prenatal diagnoses is appalling #theyfeelpain #SemST ,0
"In Turkey at ze momento, just got internet and started reading @user 's tweets, literally just KILLING IT!!  #SemST ",0
MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST ,0
We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul #SemST ,0
@user No one has 5he right to tell any person what they should do with their body #SemST ,0
There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 #SemST ,0
#NothingMoreAmericanThan unjustified homicide of the unborn in #SemST ,0
"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? #SemST ",0
Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked. #ProLifeProblems #SemST ,0
"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. #txlege #SemST ",0
@user @user @user @user not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. #SemST ,0
PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX  And another in Montgomery AL  #SemST ,0
@user @user the irony of Margaret Sanger wanting to rid the world of blacks. #SemST ,0
Of course an embryo is a person! If it were a puppy there'd be no desire to abort it. #SemST ,0
Today is a great because we are alive. #SemST ,0
"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) #SemST ",0
@user sad this is what has to be done for women in need #SemST ,0
"Dear to who it may concern;""YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #womensrights #legal #SemST ",0
@user I'm good like this. I've always been #SemST ,0
@user : My views are my own. #AllLivesMatter #PrebornLivesMatter #AbortionIsViolence #Whyi'mNotVotingForHillary #SemST ,0
pro-choicers are basically tryna fight oppression with more  oppression . #feminist #SemST ,0
Watch out for censorship in your news and media! #politicalrevolution #immigration #RedNationRising #Constitution #CorruptMedia #SemST ,0
@user  Surprised? A poll sponsored by biased @user was always going to give a pro-abortion result #repealthe8th #SemST ,0
@user protect them by informing #HIV s acquired by having sex even wen using #condoms HIGH #RISK of acquiring it #teens #SemST ,0
"Damn, interesting news when you find out you were almost a product of abortion #SemST ",0
"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST ",0
