input,label
"What is cat ? `` cat '' is an animal , normaly thought of as a small four legged creature , very lazy , and likes attention . but can also be a large lazy creature that can kill people in seconds . also when spelt `` kat '' ( short for kathrine ) can be used as a name most often found attached to girls",1
"list three elements that were named after countries ? Scandium ( Scandinavia ) , Germanium ( Germany ) , Polonium ( Poland )",1
"Do hydraulic components last forever , or do they need to be replaced/recharged ? I 'm thinking of the ones used on office chairs , or the lifts used at a car repair facility , or the ones in a forklift . Hydraulic seals wear out ; especially if you accidently put gas in the hydraulic fluid resevoir.Or so I 've heard .",1
"Does a red or a yellow candle help a burning flame last longer ? I 'm doing a science fair project so I need to know no , unless for some reason the dyes were flamable",1
"why is the Van Allen radiation belts have to surround to earth ? The Van Allen belts have very little to do with the earth 's core as the other answer suggested . They are believed to be created by the eath 's magnetic field interacting with charged particles known as solar wind . To the extent that we believe the earth 's core responsible for creating the earth 's magnetic field , I guess the earth 's core has some relevance . As the solar winds encounter the earth 's magnetic field , the radiation becomes trapped within the field . They are repelled from areas of stronger magnetic field where field lines converge . Two alternative hypotheses have been proposed . Possibly the Van Allen Belts are lefor over from the aurora , and another argument is that they are the result of volcanic activity of the earth . Some scientists beleive that they may have a beneficial effect on the planet providing some protection from solar wind , and that weakening them would harm both electronics and living organisms . there has been a proposal to reduce the charge of the belts , which are a hazard to satellites .",1
"how can we communicate wirelessly above ground with someone i mile under ground ? I do n't think so . A signal having to fight through a mile of earth would get deflected/weakened unless you had relay nodes already burried . Without those , communication would be spotty at best even with high grade equipment .",1
"May I Know which Organ Produces Blood PLasma ? I need it for school homework before 2 Febuary plz ! ! ! ! ! ! ! No organ produces Blood Plasma , it is a product of several organs or one could say the body . It consists of ( mostly ) water , salts ( electrolytes ) , and proteins ( albumin and antibodies being the majority ) . All the water , salts , and proteins ultimately are derived from the GI tract ; i.e. , what you eat . The water and salts are regulated by the renal system . Albumin is produced by the liver ( and it is in the majority for plasma protein ) and antibodies are a product of the immune system . There is also a balance of proteins and water within the vasculature ( intravascular space ) and without ( extravascular space ) . So , there is always an influx/efflux balance between your tissues and the vasculature depending on the osmostic pressure ( mostly ) and mechanical pressure . This is all in one giant balance or homeostasis most of the time . Hence , why it 's a good idea to see plasma as a total body product.I just read the above answers . Plasma is NOT produced in the bone marrow . Blood cells are produced in the marrow . Plasma is what you have left over when you remove those cells .",1
"Is there a free chemical test for Brass and/or Gold ? If you want to identify brass versus gold , try using some ammonia solution or vinegar on the metal . Brass has oxides which will be dissolved and the brass will come out much brighter . Gold does not oxidize and will not react . Highly polished brass will not have an oxide coat to remove , so you can test it by immersing it in a solution with 2/3 vinegar and 1/3 hydrogen peroxide solution , and leave it for more than fifteen minutes . If it is brass and not gold , the solution will begin to turn green as the copper in the brass begins to dissolve . Again , gold will not react .",1
"What is the church of scientology ? Literally , Scientology means the study of truth . Scientologists believe that man is an immortal spiritual being whose experiences extend far beyond just this lifetime . According to Scientology , man 's capabilities are unlimited , even if they are not presently realized.Scientologists believe that painful memories from our past can hinder our ability to realize our limitless potential . For this , Scientologists offer auditing which enables people to remove the painful effects of these bad memories . Practically , auditing is a type of counseling using a lie detetector called an E-meter . In auditing , the auditor never invalidates what the pre-clear says . The ultimate aim of auditing is so people can attain the state of `` Clear , '' or a state of freedom from painful past memories . Clears are free from psychosomoatic illnesses , self determined , vigorous and persistent.Scientology 's aims are a civilization without insanity , without criminals and without wars . Where the able can prosper , where honest beings can have rights and where man is free to rise to greater heights.For this purpose , Scientologists run many humanitarian organizations including Narconon and Criminon , helping people get off drugs , the Citizens Commission on Human Rights , which fights psychiatric abuse , the Applied Scholastics educational system and the Way to Happiness Foundation .",1
"Did anybody had seen or photographed the Soul ? I think if such a thing had been done , it would be HUGE news and we would all hear about it .",1
