input,label
"What prevents you from loving your nation as much as you could ? Nothing , I love my nation ; those who live who do n't should move elsewhere .",1
"Is a war with China inevitable ? Please , be specific . I do n't think the US is going to ask for war against China . That 's just stupid . But I think it is very likely that China will force us into War against our will . The teetering balance with Taiwan is just the tip of the iceberg . China has it 's eyes on the entire region -- the entire world for that matter.I think we 're safe for at least a few more years ... maybe even as many as 10 . China has n't finished feeding off of the US yet . They 'll wait until they have more money , more military technology , and they will wait until their generation of all men grows to a good military fighting age . There is a space of more than 10 years where the boys outnumber the girls 13 to 1 . This generation will be more enthused about risking their lives to take over territory that actually has females . It must be understood that this is n't `` inevitable '' just because China has the manpower . It is thought that it will happen because China pretty much says that it is going to happen . China , though it just loves to cater to the US 's cheep labor force needs , is openly anti-American . The students learn about the US as an evil empire . So is it truly `` inevitable '' ? I think the relationship between the US and China could change -- I think we could possibly become friends . But it is much more likely that in the future China will show aggression to the US or the US 's interest that will lead us into war .",1
"Do you think Al-Zarqawi is alive ? I think he was captured then released I think the problem is the CIA are having a problem identifying him as all the photos they currently have are outdated , I believe currently the NSA have a better Idea whats going on and homeland security is just plain out to lunch.I think he is alive having a beer with osama at the foggy dew .",1
"Laws : what is the charge for destroying a will ? Bill ? I do n't know any attorney that would bill a client for `` destroying '' a will . Instead , the person can have a new will that revokes prior wills .",1
Has anyone heard how Sadaams hunger strike is going ? he is not on hunger strike.that was a rumor .,1
"Is it legal to publicly rate medical doctors ? In the US and other countries.e.g . could I create a web site where I say that I rate Doctor X 70/100 and Doctor Y 75/100 , without any other explanation ? What if I do provide an explanation ? What if I rated mechanics instead of medical doctors ? NOT LEGAL ADVICE : As long as you make it clear that you are offering your opinion , then your ratings will be protected by the US Constitution 's 1st Amendment protection for free speech . ( You are in the US , right ? ) If you falsely or misleadingly indicate that your rankings are based on something other than your opinion , then there may be liability for libel or even fraud . However , if the rankings are based on some criteria other than your opinion , and you are explicit about the basis for the rankings and truthful about the results , you are similarly protected . Should n't be a difference for medical or mechanical rankings . But , keep in mind that if people rely on your endorsement and then something goes wrong , they may seek to hold you liable . The best protection against this is to be explicit about your sources ( opinion , etc . ) and have a lawyer advise you.Good luck !",1
"Why was an embargo put on Cuba ? `` When , on January 7 , 1959 , Fidel Castro assumed control of Cuba after President Fulgencio Batista fled on December 31 , the U.S. government initially supported the Cuban Revolution , formally recognizing the new government . However , relations rapidly deteriorated when the new Cuban government passed the first Agrarian Reform Law to begin expropriation of large-scale ( largely American-owned ) land holdings on May 17 , 1959 . The compensation offered ( based on 20-year bonds at 4.5 % interest for the tax-assessed value ) was seen as inadequate , and was rejected by American interests . Animosity escalated with the Bay of Pigs invasion and the Cuban Missile Crisis . After that , the U.S. promised never to invade Cuba again , but resorted to financial measures instead . `` This embargo initially caused damage to the Cuban economy , but 45 years later , has very little effect . This is why many ( aside from GW Bush ) have called for lifting the embargo .",1
"If Bush was to be impeached who would step into his shoes ? Cheney ? The vice President ? LIke always , but he would n't get impeached no grounds for it .",1
"Why American they dont like immigrant , remember the great-great grand father/mother were immigrant too ? I believe most Americans do like immigrants after all that is what our country was founded on . What Americans do not like is people ( immigrants if you will ) that abuse the welfare system . I say do n't come if you ca n't pay your way . And learn the language please .",1
"Where does the governmnent borrow from ? people talk about the deficit , but is that money coming from ? is the government writing IOU 's to people ? ALL THE TIME ! the governement uses borrowed money fron the centrel bank to pay for all of it 's short commings . And here is a little secret : do you know that the green in your wallet is only worth the paper it is printed on ? Yes , The american peoples money is worth NOTHING ! the gold backing system wsa abandoned in the 60 's ! So all the money in the bank , and elsewhere , is worth nothing ! ( unless you have gold ) So our borowed money is jut money that the centrel pank prints out , and `` loans '' to the governement .",1
